"symbol1" "symbol2" "BP"
"CSNK2B" "COX5A" 0.28
"CSNK2B" "ENTPD4" 0.071
"CSNK2B" "PRMT5" 0.284
"CSNK2B" "ZNHIT1" 0.135
"CSNK2B" "NUDC" 0.099
"CSNK2B" "RPL35" 0.142
"CSNK2B" "DNAJC9" 0.065
"CSNK2B" "RPL13A" 0.216
"CSNK2B" "TIMM13" 0.102
"CSNK2B" "ANAPC2" 0.179
"CSNK2B" "CPSF1" 0.087
"CSNK2B" "PYCR2" 0.123
"CSNK2B" "VPS28" 0.18
"CSNK2B" "PAF1" 0.246
"CSNK2B" "MRPL16" 0.099
"CSNK2B" "ARHGAP17" 0.189
"CSNK2B" "PPAN" 0.374
"CSNK2B" "THOC2" 0.12
"CSNK2B" "LSM2" 0.092
"CSNK2B" "PDCL3" 0.212
"CSNK2B" "MUS81" 0.169
"CSNK2B" "PCGF6" 0.137
"CSNK2B" "ZNF598" 0.115
"CSNK2B" "KLHDC3" 0.151
"CSNK2B" "FTSJ3" 0.105
"CSNK2B" "TRAPPC5" 0.106
"CSNK2B" "TUBB" 0.137
"CSNK2B" "TSEN54" 0.049
"CTF1" "IL6R" 0.31
"CTF1" "SOS1" 0.241
"CTF1" "STAT3" 0.266
"CTSL" "GNB1" 0.144
"CTSL" "HLA-DRB1" 0.274
"CTSL" "RELB" 0.178
"CTSL" "IFI30" 0.261
"CYBA" "HLA-DRB1" 0.224
"CYBA" "MSN" 0.209
"CYBA" "PLP2" 0.137
"CYBA" "VAMP8" 0.289
"CYBA" "ARPC1B" 0.232
"CYP4A11" "SMARCD3" 0.205
"CYP4A11" "PLA2G2F" 0.249
"DAXX" "HSPB1" 0.277
"DAXX" "NPM1" 0.305
"DAXX" "RELB" 0.225
"DAXX" "SPN" 0.18
"DAXX" "STAT3" 0.252
"DAXX" "TP73" 0.265
"DAXX" "HDAC3" 0.294
"DAXX" "EXOSC3" 0.2
"DBH" "PNMT" 0.709
"DBH" "TH" 0.295
"DBP" "BATF" 0.072
"DDOST" "DYNC1H1" 0.15
"DDOST" "EEF2" 0.331
"DDOST" "EIF4A2" 0.204
"DDOST" "EIF5A" 0.18
"DDOST" "EMD" 0.096
"DDOST" "GLUD2" 0.176
"DDOST" "GNAI2" 0.087
"DDOST" "GNB1" 0.169
"DDOST" "GNB2" 0.065
"DDOST" "GTF2H4" 0.17
"DDOST" "HLA-DRB1" 0.21
"DDOST" "KIFC1" 0.064
"DDOST" "MARS" 0.233
"DDOST" "MDH2" 0.139
"DDOST" "MYL6" 0.023
"DDOST" "NONO" 0.191
"DDOST" "P2RY11" 0.102
"DDOST" "PCBP1" 0.077
"DDOST" "PCBP2" 0.161
"DDOST" "PGK1" 0.177
"DDOST" "PLP2" 0.165
"DDOST" "POLR2L" 0.18
"DDOST" "POR" 0.138
"DDOST" "PPIB" 0.098
"DDOST" "PPP2R5A" 0.171
"DDOST" "PSMA4" 0.166
"DDOST" "PSMA7" 0.166
"DDOST" "PSMB4" 0.166
"DDOST" "PSMC4" 0.162
"DDOST" "RAB5C" 0.224
"DDOST" "RANGAP1" 0.068
"DDOST" "RPL4" 0.214
"DDOST" "RPL7" 0.184
"DDOST" "RPL8" 0.222
"DDOST" "RPL10" 0.182
"DDOST" "RPL11" 0.175
"DDOST" "RPL15" 0.222
"DDOST" "RPL18" 0.222
"DDOST" "RPL30" 0.206
"DDOST" "RPL27A" 0.214
"DDOST" "RPL32" 0.222
"DDOST" "RPL37" 0.214
"DDOST" "RPL37A" 0.214
"DDOST" "RPL41" 0.222
"DDOST" "RPLP0" 0.247
"DDOST" "RPLP2" 0.214
"DDOST" "RPN1" 0.351
"DDOST" "RPS2" 0.208
"DDOST" "RPS9" 0.201
"DDOST" "RPS23" 0.215
"DDOST" "SH3GL1" 0.06
"DDOST" "SLC1A5" 0.099
"DDOST" "SLC3A2" 0.177
"DDOST" "SMARCD3" 0.114
"DDOST" "STAT3" 0.211
"DDOST" "SURF4" 0.19
"DDOST" "TBCA" 0.034
"DDOST" "UQCRC2" 0.215
"DDOST" "SLC39A7" 0.072
"DDOST" "CLPP" 0.135
"DDOST" "RBM10" NA
"DDOST" "RFXANK" NA
"DDOST" "RPL14" 0.189
"DDOST" "ZBED1" 0.218
"DDOST" "MTA2" 0.127
"DDOST" "ATP6V1F" 0.145
"DDOST" "ARPC5" 0.176
"DDOST" "ARPC1B" 0.146
"DDOST" "PRMT5" 0.219
"DDOST" "TUBGCP2" 0.032
"DDOST" "OS9" 0.264
"DDOST" "WDR6" 0.066
"DDOST" "RPL35" 0.206
"DDOST" "NUP210" 0.098
"DDOST" "RPL13A" 0.29
"DDOST" "KPNA6" 0.203
"DDOST" "HSPBP1" 0.136
"DDOST" "GSPT2" 0.196
"DDOST" "DHRS7B" 0.197
"DDOST" "TIMM13" 0.095
"DDOST" "CPSF1" 0.151
"DDOST" "SEC61A1" 0.107
"DDOST" "GEMIN4" 0.118
"DDOST" "PPAN" 0.034
"DDOST" "XAB2" 0.153
"DDOST" "PLSCR3" 0.034
"DDOST" "THOC2" 0.125
"DDOST" "LSM2" 0.098
"DDOST" "SMAP1" 0.305
"DDOST" "MRPL17" 0.202
"DDOST" "SMYD3" NA
"DDOST" "MUS81" 0.128
"DDOST" "SLC44A4" 0.204
"DDOST" "ZNF598" 0.196
"DDOST" "ORMDL3" 0.287
"DDOST" "FTSJ3" 0.135
"DDOST" "TRAPPC5" 0.132
"DDOST" "TUBB" 0.149
"DDOST" "POLR2J2" NA
"DDOST" "RNF149" 0.202
"DDX11" "GTF2H4" 0.302
"DDX11" "INCENP" 0.138
"DDX11" "KIFC1" 0.203
"DDX11" "MARS" 0.308
"DDX11" "NONO" 0.185
"DDX11" "PLK1" 0.317
"DDX11" "PSMA4" 0.077
"DDX11" "PSMC4" 0.175
"DDX11" "RPL4" 0.099
"DDX11" "RRM2" 0.176
"DDX11" "SET" 0.255
"DDX11" "HDAC3" 0.258
"DDX11" "PKMYT1" 0.25
"DDX11" "H2AFY" 0.365
"DDX11" "MYBBP1A" 0.224
"DDX11" "POLD3" 0.321
"DDX11" "NUDC" 0.026
"DDX11" "RPL35" 0.168
"DDX11" "DNAJC9" 0.092
"DDX11" "CPSF1" 0.109
"DDX11" "EXOSC3" 0.267
"DDX11" "PPAN" 0.238
"DDX11" "EXOSC5" 0.252
"DDX11" "CHTF18" 0.535
"DDX11" "MUS81" 0.321
"DDX11" "KLHDC3" 0.303
"DDX11" "FTSJ3" 0.192
"TIMM8A" "MARS" 0
"TIMM8A" "MDH2" 0
"TIMM8A" "NDUFB7" 0
"TIMM8A" "NDUFB10" 0
"TIMM8A" "NDUFV1" 0
"TIMM8A" "PSMA4" 0
"TIMM8A" "RPL36AL" NA
"TIMM8A" "RPL37" 0.111
"TIMM8A" "RPS23" 0.074
"TIMM8A" "SDHC" 0
"TIMM8A" "SET" 0
"TIMM8A" "SURF4" 0.102
"TIMM8A" "UQCRC2" 0.133
"TIMM8A" "RPL14" 0.083
"TIMM8A" "COX5A" 0
"TIMM8A" "JOSD1" 0
"TIMM8A" "RPL35" 0.095
"TIMM8A" "TIMM13" 0.424
"TIMM8A" "UQCRQ" 0
"TIMM8A" "LSM2" 0
"TIMM8A" "MRPL17" 0
"TIMM8A" "CHCHD4" 0.111
"DLX5" "MSX1" 0.186
"DYNC1H1" "DNM2" 0.316
"DYNC1H1" "EEF2" 0.161
"DYNC1H1" "FLII" NA
"DYNC1H1" "GNAI2" 0.075
"DYNC1H1" "GNB1" 0.092
"DYNC1H1" "GNL1" 0.107
"DYNC1H1" "HLA-DRB1" 0.244
"DYNC1H1" "KIFC1" 0.432
"DYNC1H1" "MARS" 0.068
"DYNC1H1" "MDH2" 0.028
"DYNC1H1" "PCBP1" 0.027
"DYNC1H1" "PCNT" 0.436
"DYNC1H1" "PEPD" 0.034
"DYNC1H1" "PLK1" 0.337
"DYNC1H1" "PSMA4" 0.029
"DYNC1H1" "PSMA7" 0.029
"DYNC1H1" "PSMB4" 0.029
"DYNC1H1" "PSMC4" 0.133
"DYNC1H1" "RPL4" 0.138
"DYNC1H1" "RPL8" 0.133
"DYNC1H1" "RPL18" 0.133
"DYNC1H1" "RPL30" 0.126
"DYNC1H1" "RPLP0" 0.217
"DYNC1H1" "RPLP2" 0.138
"DYNC1H1" "TPM2" 0.188
"DYNC1H1" "RPL14" 0.224
"DYNC1H1" "ENTPD4" 0.028
"DYNC1H1" "PRMT5" 0.239
"DYNC1H1" "MYBBP1A" 0.166
"DYNC1H1" "NUDC" 0.024
"DYNC1H1" "TUBGCP2" 0.366
"DYNC1H1" "RPL35" 0.213
"DYNC1H1" "GABARAP" 0.219
"DYNC1H1" "PSME4" 0.12
"DYNC1H1" "GSPT2" 0.121
"DYNC1H1" "TIMM13" 0.207
"DYNC1H1" "CPSF1" 0.122
"DYNC1H1" "PYCR2" 0.038
"DYNC1H1" "DYNC1LI1" 0.459
"DYNC1H1" "PPAN" 0.498
"DYNC1H1" "THOC2" 0.152
"DYNC1H1" "KLC2" 0.331
"DYNC1H1" "ZNF598" 0.047
"DYNC1H1" "OSBPL1A" 0.171
"DYNC1H1" "TRAPPC5" 0.296
"DYNC1H1" "TUBB" 0.388
"DYNC1H1" "TUBB2B" 0.319
"DNM2" "HCK" 0.255
"DNM2" "PPIB" 0.134
"DNM2" "RPS2" 0.21
"DNM2" "SH3GL1" 0.093
"DNM2" "VAV1" 0.275
"DNM2" "PSTPIP1" 0.104
"DNM2" "MPHOSPH6" 0.104
"DNM2" "KLC2" 0.171
"TSC22D3" "NFKB2" 0.172
"ECE1" "IGF2R" 0.053
"ECE1" "LAMP1" 0.123
"ECE1" "DNAJC5" 0.118
"ECHS1" "GSS" 0.35
"ECHS1" "HINT1" 0.308
"ECHS1" "IDH2" 0.397
"ECHS1" "MDH2" 0.397
"ECHS1" "NDUFB10" 0.397
"ECHS1" "NDUFV1" 0.397
"ECHS1" "PGK1" 0.449
"ECHS1" "RPS2" 0.308
"ECHS1" "SDHC" 0.397
"ECHS1" "STAT3" 0.116
"ECHS1" "UBE2V1" 0.116
"ECHS1" "UGP2" 0.397
"ECHS1" "UQCRC2" 0.397
"ECHS1" "CLPP" 0.308
"ECHS1" "COX5A" 0.397
"ECHS1" "CCS" 0.116
"ECHS1" "TXN2" 0.481
"ECHS1" "DHRS7B" 0.341
"ECHS1" "UQCRQ" 0.397
"ECHS1" "ACAD9" 0.445
"ECHS1" "CNDP2" 0.114
"ECHS1" "MRPS24" 0.116
"ECHS1" "DDA1" 0.116
"PHC1" "EEF1G" 0.11
"PHC1" "HDAC3" 0.221
"PHC1" "MTA1" 0.188
"PHC1" "ANAPC2" 0.227
"PHC1" "PCGF6" 0.455
"PHC1" "KLHDC3" 0.253
"EEF1G" "EEF2" 0.353
"EEF1G" "EIF5A" 0.175
"EEF1G" "FRG1" 0.191
"EEF1G" "GTF2H4" 0.189
"EEF1G" "NPM1" 0.102
"EEF1G" "P2RY11" 0.132
"EEF1G" "PFDN1" NA
"EEF1G" "PPIB" 0.147
"EEF1G" "PSMB4" 0.174
"EEF1G" "RPL4" 0.227
"EEF1G" "RPL7" 0.194
"EEF1G" "RPL8" 0.251
"EEF1G" "RPL11" 0.161
"EEF1G" "RPL18" 0.251
"EEF1G" "RPL37A" 0.227
"EEF1G" "RPLP0" 0.224
"EEF1G" "RPLP2" 0.227
"EEF1G" "RPS2" 0.22
"EEF1G" "RPS23" 0.242
"EEF1G" "PIAS1" 0.154
"EEF1G" "MTA1" 0.185
"EEF1G" "MYBBP1A" 0.166
"EEF1G" "NUDC" 0.011
"EEF1G" "RPL35" 0.222
"EEF1G" "CPSF1" 0.174
"EEF1G" "PPAN" 0.034
"EEF1G" "EXOSC5" 0.238
"EEF1G" "XAB2" 0.184
"EEF1G" "LSM2" 0.143
"EEF1G" "MUS81" 0.21
"EEF1G" "FTSJ3" 0.153
"EEF1G" "TSEN54" 0.143
"EEF2" "EIF4A2" 0.332
"EEF2" "EIF4EBP1" 0.254
"EEF2" "EIF5A" 0.308
"EEF2" "FAU" NA
"EEF2" "FLII" NA
"EEF2" "GLUD2" 0.202
"EEF2" "GNB1" 0.135
"EEF2" "GNB2" 0.079
"EEF2" "GNL1" 0.197
"EEF2" "HINT1" 0.182
"EEF2" "IDH2" 0.127
"EEF2" "MARS" 0.244
"EEF2" "MDH2" 0.148
"EEF2" "MSN" 0.175
"EEF2" "MYL6" 0.023
"EEF2" "NDUFV1" 0.127
"EEF2" "NONO" 0.184
"EEF2" "NPM1" 0.187
"EEF2" "P2RY11" 0.1
"EEF2" "PCBP1" 0.13
"EEF2" "PCBP2" 0.176
"EEF2" "PGK1" 0.148
"EEF2" "POLR2L" 0.223
"EEF2" "PPIB" 0.124
"EEF2" "PSMA4" 0.181
"EEF2" "PSMA7" 0.181
"EEF2" "PSMB4" 0.181
"EEF2" "PSMC4" 0.215
"EEF2" "RAB5C" 0.252
"EEF2" "RANGAP1" 0.118
"EEF2" "RPL4" 0.313
"EEF2" "RPL7" 0.257
"EEF2" "RPL8" 0.323
"EEF2" "RPL10" 0.259
"EEF2" "RPL11" 0.233
"EEF2" "RPL15" 0.323
"EEF2" "RPL18" 0.323
"EEF2" "RPL30" 0.27
"EEF2" "RPL27A" 0.313
"EEF2" "RPL32" 0.323
"EEF2" "RPL36AL" NA
"EEF2" "RPL37" 0.313
"EEF2" "RPL37A" 0.313
"EEF2" "RPL41" 0.323
"EEF2" "RPLP0" 0.273
"EEF2" "RPLP2" 0.313
"EEF2" "MRPS12" 0.392
"EEF2" "RPN1" 0.233
"EEF2" "RPS2" 0.302
"EEF2" "RPS9" 0.334
"EEF2" "RPS21" 0.296
"EEF2" "RPS23" 0.301
"EEF2" "RRM2" 0.176
"EEF2" "SET" 0.208
"EEF2" "SH3GL1" 0.072
"EEF2" "STAT3" 0.17
"EEF2" "SURF4" 0.244
"EEF2" "TSC2" 0.163
"EEF2" "UGP2" 0.175
"EEF2" "UQCRC2" 0.183
"EEF2" "CLPP" 0.169
"EEF2" "HIST1H2AC" 0.059
"EEF2" "EIF4G3" 0.466
"EEF2" "SQSTM1" 0.155
"EEF2" "RPL14" 0.265
"EEF2" "RAB11B" 0.254
"EEF2" "ATP6V1F" 0.151
"EEF2" "COX5A" 0.173
"EEF2" "ENTPD4" 0.171
"EEF2" "ARPC1B" 0.207
"EEF2" "NPM3" 0.034
"EEF2" "PRMT5" 0.188
"EEF2" "MYBBP1A" 0.195
"EEF2" "NUDC" 0.02
"EEF2" "RPL35" 0.298
"EEF2" "GABARAP" 0.123
"EEF2" "EXOSC7" 0.206
"EEF2" "WDTC1" 0.202
"EEF2" "DNAJC9" 0.028
"EEF2" "HARS2" 0.331
"EEF2" "RPL13A" 0.357
"EEF2" "KPNA6" 0.203
"EEF2" "HSPBP1" 0.211
"EEF2" "GSPT2" 0.303
"EEF2" "TXN2" 0.173
"EEF2" "DHRS7B" 0.197
"EEF2" "TIMM13" 0.126
"EEF2" "ANAPC2" 0.161
"EEF2" "CPSF1" 0.203
"EEF2" "PYCR2" 0.245
"EEF2" "SEC61A1" 0.132
"EEF2" "VPS28" 0.208
"EEF2" "ISYNA1" 0.148
"EEF2" "DPH5" 0.572
"EEF2" "LSM7" 0.172
"EEF2" "MRPL16" 0.392
"EEF2" "PPAN" 0.034
"EEF2" "XAB2" 0.189
"EEF2" "THOC2" 0.166
"EEF2" "LSM2" 0.172
"EEF2" "MRPL17" 0.392
"EEF2" "MRPS24" 0.392
"EEF2" "PDCL3" 0.205
"EEF2" "MUS81" 0.155
"EEF2" "RHOT2" 0.117
"EEF2" "ZNF598" 0.342
"EEF2" "FTSJ3" 0.165
"EEF2" "TRAPPC5" 0.197
"EEF2" "HIPK4" NA
"EEF2" "TUBB" 0.154
"EEF2" "MRPL21" 0.392
"EEF2" "HIST1H2AA" 0.034
"EEF2" "POLR2J2" NA
"EEF2" "TUBB2B" 0.109
"EGR1" "HRAS" 0.288
"EGR1" "IFIT2" 0.241
"EGR1" "IRF2" 0.306
"EGR1" "IRF3" 0.336
"EGR1" "IRF7" 0.328
"EGR1" "NPM1" 0.231
"EGR1" "PITX1" 0.048
"EGR1" "SP1" 0.322
"EGR1" "SRF" 0.317
"EGR1" "STAT3" 0.305
"EGR1" "GDF15" 0.283
"EIF4A2" "EIF4EBP1" 0.328
"EIF4A2" "EIF5A" 0.21
"EIF4A2" "GNAI2" 0.122
"EIF4A2" "GNB1" 0.076
"EIF4A2" "GNB2" 0.071
"EIF4A2" "GNL1" 0.059
"EIF4A2" "GTF2H4" 0.219
"EIF4A2" "MARS" 0.223
"EIF4A2" "MDH2" 0.168
"EIF4A2" "MYL6" 0.023
"EIF4A2" "NONO" 0.196
"EIF4A2" "NPM1" 0.18
"EIF4A2" "P2RY11" 0.117
"EIF4A2" "PCBP1" 0.169
"EIF4A2" "PCBP2" 0.166
"EIF4A2" "PFDN1" NA
"EIF4A2" "PFDN2" 0.071
"EIF4A2" "PGK1" 0.158
"EIF4A2" "PLK1" 0.159
"EIF4A2" "PPIB" 0.107
"EIF4A2" "PSMA4" 0.193
"EIF4A2" "PSMA7" 0.193
"EIF4A2" "PSMB4" 0.193
"EIF4A2" "PSMC4" 0.225
"EIF4A2" "RANGAP1" 0.186
"EIF4A2" "RPL4" 0.355
"EIF4A2" "RPL7" 0.29
"EIF4A2" "RPL8" 0.359
"EIF4A2" "RPL10" 0.305
"EIF4A2" "RPL11" 0.259
"EIF4A2" "RPL15" 0.359
"EIF4A2" "RPL18" 0.359
"EIF4A2" "RPL30" 0.287
"EIF4A2" "RPL27A" 0.355
"EIF4A2" "RPL32" 0.359
"EIF4A2" "RPL36AL" NA
"EIF4A2" "RPL37" 0.355
"EIF4A2" "RPL37A" 0.355
"EIF4A2" "RPL41" 0.359
"EIF4A2" "RPLP0" 0.3
"EIF4A2" "RPLP2" 0.355
"EIF4A2" "RPN1" 0.269
"EIF4A2" "RPS2" 0.356
"EIF4A2" "RPS9" 0.325
"EIF4A2" "RPS23" 0.33
"EIF4A2" "SURF4" 0.056
"EIF4A2" "HIST1H2AC" 0.117
"EIF4A2" "EIF4G3" 0.603
"EIF4A2" "RPL14" 0.299
"EIF4A2" "PRMT5" 0.158
"EIF4A2" "RPL35" 0.337
"EIF4A2" "HARS2" 0.362
"EIF4A2" "RPL13A" 0.375
"EIF4A2" "KPNA6" 0
"EIF4A2" "GSPT2" 0.351
"EIF4A2" "CPSF1" 0.217
"EIF4A2" "PYCR2" 0.251
"EIF4A2" "CAB39" 0.225
"EIF4A2" "PRMT8" 0.211
"EIF4A2" "PPAN" 0.034
"EIF4A2" "THOC2" 0.125
"EIF4A2" "SMAP1" 0.095
"EIF4A2" "MUS81" 0.176
"EIF4A2" "ZNF598" 0.328
"EIF4A2" "FTSJ3" 0.204
"EIF4A2" "TRAPPC5" 0.028
"EIF4A2" "TUBB" 0.043
"EIF4EBP1" "RPLP0" 0.24
"EIF4EBP1" "TSC2" 0.211
"EIF4EBP1" "PIM2" 0.249
"EIF5A" "EMD" 0.229
"EIF5A" "GNB1" 0.063
"EIF5A" "GNB2" 0.044
"EIF5A" "GNL1" 0.039
"EIF5A" "GTF2H4" 0.171
"EIF5A" "HINT1" 0.17
"EIF5A" "IDH2" 0.089
"EIF5A" "KIFC1" 0.142
"EIF5A" "MARS" 0.162
"EIF5A" "MDH2" 0.103
"EIF5A" "MYL6" 0.015
"EIF5A" "NDUFV1" 0.081
"EIF5A" "NONO" 0.155
"EIF5A" "NPM1" 0.267
"EIF5A" "P2RY11" 0.055
"EIF5A" "PCBP1" 0.09
"EIF5A" "PCBP2" 0.1
"EIF5A" "PEPD" 0.173
"EIF5A" "PFDN2" 0.08
"EIF5A" "PGK1" 0.112
"EIF5A" "PLK1" 0.19
"EIF5A" "POLR2L" 0.192
"EIF5A" "POR" 0.102
"EIF5A" "PPIB" 0.102
"EIF5A" "PPP2R5A" 0.259
"EIF5A" "PSMA4" 0.128
"EIF5A" "PSMA7" 0.128
"EIF5A" "PSMB4" 0.128
"EIF5A" "PSMC4" 0.166
"EIF5A" "RAB5B" 0.201
"EIF5A" "RAB5C" 0.219
"EIF5A" "RANGAP1" 0.291
"EIF5A" "RPL4" 0.299
"EIF5A" "RPL7" 0.259
"EIF5A" "RPL8" 0.307
"EIF5A" "RPL10" 0.294
"EIF5A" "RPL11" 0.254
"EIF5A" "RPL15" 0.307
"EIF5A" "RPL18" 0.307
"EIF5A" "RPL30" 0.26
"EIF5A" "RPL27A" 0.299
"EIF5A" "RPL32" 0.307
"EIF5A" "RPL36AL" NA
"EIF5A" "RPL37" 0.299
"EIF5A" "RPL37A" 0.299
"EIF5A" "RPLP0" 0.271
"EIF5A" "RPLP2" 0.299
"EIF5A" "MRPS12" 0.258
"EIF5A" "RPN1" 0.127
"EIF5A" "RPS2" 0.302
"EIF5A" "RPS9" 0.358
"EIF5A" "RPS23" 0.293
"EIF5A" "RRM2" 0.125
"EIF5A" "SH3GL1" 0.04
"EIF5A" "SURF4" 0.165
"EIF5A" "UGP2" 0.117
"EIF5A" "UQCRC2" 0.227
"EIF5A" "RPL14" 0.265
"EIF5A" "MTA1" 0.148
"EIF5A" "ZBED1" 0.327
"EIF5A" "ATP6V1F" 0.193
"EIF5A" "COX5A" 0.173
"EIF5A" "ARPC5" 0.151
"EIF5A" "ARPC1B" 0.168
"EIF5A" "PRMT5" 0.156
"EIF5A" "ZNHIT1" 0.107
"EIF5A" "MYBBP1A" 0.194
"EIF5A" "AGPAT1" 0.138
"EIF5A" "RPL35" 0.289
"EIF5A" "GABARAP" 0.202
"EIF5A" "RPL13A" 0.311
"EIF5A" "GSPT2" 0.189
"EIF5A" "TIMM13" 0.23
"EIF5A" "CPSF1" 0.285
"EIF5A" "PYCR2" 0.127
"EIF5A" "SEC61A1" 0.243
"EIF5A" "FIS1" 0.205
"EIF5A" "ISYNA1" 0.086
"EIF5A" "PCBP3" 0.172
"EIF5A" "MRPL16" 0.243
"EIF5A" "PPAN" 0.034
"EIF5A" "EXOSC5" 0.166
"EIF5A" "XAB2" 0.125
"EIF5A" "LSM2" 0.117
"EIF5A" "SMAP1" 0.203
"EIF5A" "MRPL17" 0.224
"EIF5A" "PDCL3" 0.195
"EIF5A" "ZNF598" 0.208
"EIF5A" "ORMDL3" 0.228
"EIF5A" "FTSJ3" 0.114
"EIF5A" "TRAPPC5" 0.216
"EIF5A" "TUBB" 0.127
"EIF5A" "POLR2J2" NA
"ELAVL3" "PRMT8" NA
"ELF4" "NPM1" 0.162
"ELF4" "SET" 0.161
"EMD" "MYL6" 0.226
"EMD" "HDAC3" 0.222
"EMD" "MTA1" 0.15
"EMD" "RPL35" 0.145
"EMD" "SEC61A1" 0.265
"EMD" "LSM2" 0.082
"EMD" "FATE1" 0.094
"EMD" "TUBB" 0.184
"EPHB3" "PTPRU" 0.194
"EPHB3" "ILKAP" NA
"EXT2" "SURF4" 0.046
"EXT2" "SEC61A1" 0.035
"FANCG" "FOXM1" 0.179
"FANCG" "PLK1" 0.135
"FANCG" "RTN2" NA
"FANCG" "ZBED1" 0.191
"FANCG" "FTSJ3" 0.19
"FAU" "MSN" NA
"FAU" "MYL6" NA
"FAU" "NPM1" NA
"FAU" "PCBP1" NA
"FAU" "PSMB4" NA
"FAU" "RPL4" NA
"FAU" "RPL7" NA
"FAU" "RPL8" NA
"FAU" "RPL10" NA
"FAU" "RPL11" NA
"FAU" "RPL15" NA
"FAU" "RPL18" NA
"FAU" "RPL30" NA
"FAU" "RPL27A" NA
"FAU" "RPL32" NA
"FAU" "RPL36AL" NA
"FAU" "RPL37" NA
"FAU" "RPL37A" NA
"FAU" "RPL41" NA
"FAU" "RPLP0" NA
"FAU" "RPLP2" NA
"FAU" "MRPS12" NA
"FAU" "RPN1" NA
"FAU" "RPS2" NA
"FAU" "RPS9" NA
"FAU" "RPS21" NA
"FAU" "RPS23" NA
"FAU" "SET" NA
"FAU" "SH3GL1" NA
"FAU" "STK24" NA
"FAU" "RPL14" NA
"FAU" "ARPC5" NA
"FAU" "RPL35" NA
"FAU" "GABARAP" NA
"FAU" "RPL13A" NA
"FAU" "VPS28" NA
"FAU" "MRPL16" NA
"FAU" "MRPL17" NA
"FAU" "MRPS24" NA
"FAU" "POLR2J2" NA
"FGF8" "GBX2" 0.276
"FGF8" "MSX1" 0.279
"FGF8" "LHX2" 0.323
"FHIT" "HINT1" 0.408
"FHIT" "MDH2" 0.219
"FOXM1" "KIFC1" 0.146
"FOXM1" "PLK1" 0.318
"FOXM1" "RRM2" 0.269
"FOXM1" "SP1" 0.25
"FOXM1" "STAT3" 0.233
"FOXM1" "TACC3" 0.216
"FLII" "GNAI2" NA
"FLII" "HSPB1" NA
"FLII" "RPL7" NA
"FLII" "RPLP2" NA
"FLII" "RPS9" NA
"FLII" "HDAC3" NA
"FLII" "ARPC1B" NA
"FLII" "MYBBP1A" NA
"FLII" "NUDC" NA
"FRG1" "GTF2F1" 0.438
"FRG1" "MSN" 0.191
"FRG1" "NPM1" 0.369
"FRG1" "PCBP1" 0.438
"FRG1" "PSMA4" 0.125
"FRG1" "PSMA7" 0.125
"FRG1" "PSMB4" 0.125
"FRG1" "RPL4" 0.369
"FRG1" "RPL11" 0.369
"FRG1" "RPL18" 0.369
"FRG1" "RPL32" 0.369
"FRG1" "RPL36AL" NA
"FRG1" "RPL37" 0.369
"FRG1" "RPL37A" 0.369
"FRG1" "RPS9" 0.369
"FRG1" "RPS23" 0.369
"FRG1" "RRM2" 0.211
"FRG1" "SET" 0.369
"FRG1" "SF3A2" 0.438
"FRG1" "PIAS1" 0.211
"FRG1" "HDAC3" 0.211
"FRG1" "RPL14" 0.369
"FRG1" "MTA2" 0.211
"FRG1" "MPHOSPH6" 0.337
"FRG1" "NUDC" 0.034
"FRG1" "RPL35" 0.369
"FRG1" "PSME4" 0.191
"FRG1" "CPSF1" 0.438
"FRG1" "EXOSC3" 0.369
"FRG1" "LSM7" 0.438
"FRG1" "PAF1" 0.406
"FRG1" "CTNNBL1" 0.438
"FRG1" "XAB2" 0.438
"FRG1" "LSM2" 0.438
"FRG1" "FTSJ3" 0.337
"FSHR" "HTR4" 0.178
"FSHR" "SCTR" 0.211
"FSHR" "ADM2" 0.214
"FTL" "MYOG" 0.075
"FTL" "RPLP0" 0.111
"FTL" "MPHOSPH6" 0.029
"NR5A1" "PITX1" 0.114
"NR5A1" "SMARCD3" 0.25
"NR5A1" "SP1" 0.298
"NR5A1" "THRA" 0.309
"NR5A1" "PIAS1" 0.196
"NR5A1" "THOC2" 0.16
"GATA2" "SPI1" 0.336
"GATA2" "STAT3" 0.29
"GATA2" "TAL1" 0.354
"GATA2" "HDAC3" 0.244
"GATA2" "ZBTB32" 0.18
"GATA2" "ZFPM1" 0.365
"GGT1" "GCLM" 0.355
"GGT1" "GSS" 0.335
"GGT1" "GSTM1" 0.325
"GGT1" "CSAD" NA
"GJA8" "LIM2" 0
"GCLM" "GSS" 0.366
"GCLM" "CNDP2" 0.729
"GLUD2" "GNB2" 0.029
"GLUD2" "GYS1" 0.397
"GLUD2" "IDH2" 0.42
"GLUD2" "MDH2" 0.443
"GLUD2" "PGK1" 0.212
"GLUD2" "PSMA4" 0.246
"GLUD2" "PSMA7" 0.246
"GLUD2" "PSMB4" 0.246
"GLUD2" "PSMC4" 0.17
"GLUD2" "RRM2" 0.21
"GLUD2" "SDHC" 0.337
"GLUD2" "ATP6V1F" 0.017
"GLUD2" "COX5A" 0.397
"GNAI2" "GNB1" 0.295
"GNAI2" "GNB2" 0.279
"GNAI2" "HCK" 0.161
"GNAI2" "HRAS" 0.215
"GNAI2" "KIFC1" 0.03
"GNAI2" "MYL6" 0.025
"GNAI2" "NPM1" 0.142
