"symbol1" "symbol2" "MF"
"CD68" "SPN" NA
"CD68" "CD7" NA
"CD68" "IL13" NA
"CD68" "VWF" NA
"CD68" "TNFSF13" NA
"CD68" "AKT1" NA
"CHRNA10" "CHRNG" 0.693
"KLF16" "FOXK1" 1
"KLF16" "SIN3B" 0.647
"CNGB1" "CNGA2" 0.868
"SEC14L5" "B3GAT3" NA
"PHC1" "ANAPC2" 1
"PHC1" "HIST1H2AC" 0.741
"PHC1" "TFCP2" 1
"PHC1" "PRMT5" 1
"PHC1" "PCGF6" 1
"BST2" "LILRA4" 0.677
"BST2" "IFIT2" 0.806
"BST2" "RIPK1" 0.639
"BST2" "IRF3" 0.758
"BST2" "TREX1" 0.532
"BST2" "TRIM22" 0.666
"BST2" "ADAR" 0.652
"BST2" "IRF7" 0.719
"BST2" "IRF2" 0.718
"BST2" "IFITM1" 1
"BST2" "HLA-G" 0.801
"LSM7" "PCBP2" 0.848
"LSM7" "KLC2" 0.665
"LSM7" "GTF2F1" 0.673
"LSM7" "POLR2L" 0.469
"LSM7" "LSM2" 0.906
"LSM7" "CPSF1" 0.713
"LSM7" "EEF2" 0.797
"LSM7" "LSMD1" NA
"LSM7" "XAB2" 1
"LSM7" "CTNNBL1" 0.752
"LSM7" "RPL35" 0.748
"LSM7" "PCBP1" 0.819
"LSM7" "FAU" 1
"ACTN4" "MYL6" 0.551
"ACTN4" "GNB2" 0.654
"ACTN4" "TMSB4X" 0.703
"ACTN4" "NDUFB10" 0.591
"ACTN4" "LIMS2" NA
"ACTN4" "TRIM3" 0.598
"ACTN4" "APOL1" 0.599
"ACTN4" "CALML5" 0.262
"ACTN4" "ACTA1" 0.619
"ACTN4" "SQSTM1" 0.6
"ACTN4" "LIMD1" 0.645
"ACTN4" "TPM2" 0.618
"ACTN4" "CABP2" 0.249
"ACTN4" "SOS1" 0.6
"ACTN4" "VWF" 0.669
"ACTN4" "VEGFB" 0.543
"ACTN4" "MIB2" 0.607
"ACTN4" "AKT1" 0.609
"ACTN4" "ITGA2B" 0.651
"ACTN4" "CALB2" 0.587
"ACTN4" "SLC9A3R2" 0.661
"ACTN4" "CAMK2A" 0.606
"ACTN4" "PIP5K1C" 0.515
"ACTN4" "DNM2" 0.674
"ACTN4" "PF4" 0.588
"ACTN4" "TNNT3" 0.608
"ARPC1B" "PSMA7" 0.695
"ARPC1B" "ARPC5" 1
"ARPC1B" "EPHB3" 0.341
"ARPC1B" "ARPC4" 0.922
"ARPC1B" "ACTA1" 0.765
"GDF15" "TSPAN4" 0.687
"GDF15" "PITX1" 0.664
"GDF15" "AKT1" 0.632
"GDF15" "TNF" 0.806
"TNNI2" "CHRNG" 0.528
"TNNI2" "MYL6" 0.519
"TNNI2" "TCAP" 0.514
"TNNI2" "MYL3" 0.442
"TNNI2" "CALB2" 0.587
"TNNI2" "TNNI1" 1
"TNNI2" "KCNIP2" 0.475
"TNNI2" "TNNT2" 0.639
"TNNI2" "ACTA1" 0.602
"TNNI2" "CALML5" 0.393
"TNNI2" "CABP2" 0.249
"TNNI2" "TNNT3" 0.624
"TNNI2" "TPM2" 0.717
"TUBGCP2" "CSNK1E" 0.605
"TUBGCP2" "TUBB2B" 0.738
"TUBGCP2" "KIFC1" 0.544
"TUBGCP2" "AZI1" NA
"TUBGCP2" "PCNT" 1
"TUBGCP2" "TUBB" 0.701
"TUBGCP2" "KIF25" 0.473
"TUBGCP2" "DYNC1H1" 0.512
"TUBGCP2" "PLK1" 0.637
"TUBGCP2" "NUMA1" 0.731
"HBZ" "HBD" 0.946
"HBZ" "PAH" 0.186
"HBZ" "SP1" 0.553
"HBZ" "AMBP" 0.489
"HBZ" "TH" 0.498
"HBZ" "HBE1" 0.946
"HBZ" "ECHS1" 0.46
"LAMA5" "RAPSN" 0.236
"LAMA5" "ITGA2B" 0.448
"LAMA5" "ACTA1" 0.372
"PPP1R1B" "CXCR4" 0.414
"PPP1R1B" "CALB2" 0.587
"PPP1R1B" "CSNK2B" 0.729
"PPP1R1B" "TH" 0.475
"PPP1R1B" "PPP2R4" NA
"NUP210" "INCENP" NA
"NUP210" "RANGAP1" NA
"NUP210" "GEMIN4" NA
"NUP210" "GEMIN7" NA
"NUP210" "OS9" NA
"NUP210" "CPSF1" NA
"NUP210" "NES" NA
"NUP210" "THOC6" NA
"NUP210" "NONO" NA
"NUP210" "POM121" NA
"NUP210" "NPM1" NA
"ILKAP" "EPHB3" 0.607
"ILKAP" "RIPK1" 1
"ILKAP" "LIMK2" 1
"ILKAP" "TYRO3" 1
"ILKAP" "STK11" 1
"ILKAP" "PIM2" 1
"ILKAP" "HCK" 1
"SCLY" "HYI" 0.548
"SCLY" "TXNRD2" 0.53
"HSPBP1" "BRSK1" 0.435
"TMEM66" "RPN1" NA
"TMEM66" "OS9" NA
"ITIH5" "SLC3A2" NA
"HRK" "BBC3" 1
"HRK" "BAD" 1
"HRK" "MCL1" 1
"POM121" "RANGAP1" 0.589
"POM121" "INCENP" 1
"POM121" "GEMIN4" 1
"POM121" "NPM1" 0.523
"POM121" "GEMIN7" 1
"POM121" "THOC6" NA
"POM121" "CPSF1" 0.595
"CD63" "VWF" 1
"CD63" "ANXA5" 1
"CD63" "ITGA2B" 1
"CD63" "CXCR4" 1
"CD63" "LAMP1" 1
"CD63" "TGOLN2" 1
"CD63" "SLC29A2" 0.167
"MPHOSPH6" "RPL37" 0.712
"MPHOSPH6" "RPL37A" 1
"MPHOSPH6" "RPL7" 1
"MPHOSPH6" "RPL27A" 1
"MPHOSPH6" "RPL41" 0.712
"MPHOSPH6" "RPL11" 1
"MPHOSPH6" "RPLP0" 1
"MPHOSPH6" "RPS9" 1
"MPHOSPH6" "RPLP2" 1
"MPHOSPH6" "RPL14" 1
"MPHOSPH6" "RPL30" 1
"MPHOSPH6" "RPL35" 0.712
"MPHOSPH6" "RPS2" 1
"MPHOSPH6" "RPL18" 0.712
"MPHOSPH6" "RPL32" 0.712
"MPHOSPH6" "RPL4" 1
"MPHOSPH6" "RPL36AL" 1
"MPHOSPH6" "RPL15" 1
"MPHOSPH6" "RPL13A" 0.712
"MPHOSPH6" "RPL8" 0.712
"MPHOSPH6" "EXOSC3" 1
"MPHOSPH6" "EXOSC7" 1
"MPHOSPH6" "RPL10" 1
"CAB39" "RTN4RL2" 0.624
"CAB39" "CAMKK2" 0.458
"CAB39" "UBL5" 0.552
"CAB39" "STK11" 0.837
"CAB39" "OPTC" 0.396
"CAB39" "STK24" 0.754
"CAB39" "CHAD" NA
"CAB39" "BRSK1" 0.513
"CAB39" "DCXR" 0.306
"CAB39" "LRG1" 1
"CAB39" "IGFALS" 0.438
"CAB39" "GP9" 1
"THSD1" "ADAMTS4" NA
"THSD1" "ADAMTS13" NA
"THSD1" "ADAMTSL2" NA
"CHAD" "EEF1G" NA
"CHAD" "RASL10B" NA
"CHAD" "GNB2" NA
"CHAD" "LRRC20" NA
"CHAD" "GNB1" NA
"CHAD" "HRAS" NA
"CHAD" "DIRAS3" NA
"CHAD" "DIRAS2" NA
"CHAD" "GNAI2" NA
"CHAD" "ITGA2B" NA
"RPL35" "RPS23" 0.927
"RPL35" "EEF1G" 0.543
"RPL35" "SLC3A2" 0.563
"RPL35" "RPL32" 0.97
"RPL35" "RPL7" 0.888
"RPL35" "HINT1" 0.352
"RPL35" "EIF4A2" 0.641
"RPL35" "SDSL" 0.23
"RPL35" "EIF5A" 0.659
"RPL35" "FAU" 1
"RPL35" "RPL8" 0.97
"RPL35" "EXOSC7" 0.665
"RPL35" "RPL37" 0.97
"RPL35" "RPL11" 0.799
"RPL35" "RPL27A" 0.927
"RPL35" "RPS21" 0.846
"RPL35" "RPLP2" 0.797
"RPL35" "MRPL16" 0.77
"RPL35" "RPS9" 0.791
"RPL35" "RPS2" 0.767
"RPL35" "DDOST" 0.399
"RPL35" "RPL4" 0.927
"RPL35" "RPL36AL" 0.712
"RPL35" "RPL18" 0.97
"RPL35" "EEF2" 0.656
"RPL35" "RPL15" 0.841
"RPL35" "RPN1" 0.661
"RPL35" "RPL13A" 1
"RPL35" "GSPT2" 0.671
"RPL35" "MRPL17" 0.612
"RPL35" "EXOSC3" 0.675
"RPL35" "RPL10" 0.809
"RPL35" "RPL37A" 0.927
"RPL35" "MRPS12" 0.927
"RPL35" "SMG6" 0.519
"RPL35" "RPL41" 0.918
"RPL35" "RPLP0" 0.856
"RPL35" "RPL14" 0.841
"RPL35" "RPL30" 0.927
"FRS3" "HRAS" 0.631
"FRS3" "CRK" 0.572
"FRS3" "HCK" 0.661
"FRS3" "SOS1" 0.849
"RIPK1" "TRAF5" 0.728
"RIPK1" "BID" 0.687
"RIPK1" "DAXX" 0.587
"RIPK1" "NFKBIB" 0.577
"RIPK1" "SQSTM1" 0.716
"RIPK1" "USP2" 0.599
"RIPK1" "NTAN1" 0
"RIPK1" "TNF" 0.678
"RIPK1" "UBE2V1" 0.581
"RIPK1" "NFKB2" 0.577
"RIPK1" "IRF3" 0.654
"TUBB2B" "KIF25" 0.329
"TUBB2B" "ARF1" 0.816
"TUBB2B" "KIFC1" 0.518
"TUBB2B" "KIF1A" 0.439
"TUBB2B" "DYNC1LI1" 0.707
"TUBB2B" "PFDN2" 0.634
"TUBB2B" "CALML5" 0.425
"TUBB2B" "ACTA1" 0.813
"TUBB2B" "CABP2" 0.249
"TUBB2B" "TBCA" 0.687
"TUBB2B" "OBSCN" 0.608
"TUBB2B" "DYNC1H1" 0.566
"TUBB2B" "PLK1" 0.648
"TUBB2B" "PFDN1" 0.415
"TUBB2B" "CALB2" 0.587
"TUBB2B" "DNAH11" 0.228
"TUBB2B" "EEF1G" 0.687
"TUBB2B" "FAU" 0.712
"GTF2H4" "XAB2" 1
"GTF2H4" "PIAS3" 0.623
"GTF2H4" "GTF2F1" 0.586
"GTF2H4" "POLR2L" 0.602
"GTF2H4" "POLR2J2" 0.325
"GTF2H4" "POLD3" 0.626
"GTF2H4" "TAF1C" 0.621
"GTF2H4" "DDX11" 0.708
"USP2" "ZFYVE1" 0.51
"USP2" "RHPN1" 1
"USP2" "TNF" 0.594
"USP2" "FAU" 0.712
"PLCB2" "P2RY11" 0.042
"PLCB2" "PLCB3" 0.609
"PLCB2" "PIP5K1C" 0.128
"PLCB2" "CAMK2A" 0.13
"PLCB2" "TAS1R1" 0
"PLCB2" "GNB2" 0.211
"PLCB2" "PIK3R5" 0.009
"PLCB2" "PRKCG" 0.167
"PLCB2" "UTS2R" 0
"PLCB2" "CALML5" 0.003
"PLCB2" "GNB1" 0.211
"PLCB2" "PLCD1" 0.54
"PLCB2" "PROK2" 0
"PLCB2" "GNAI2" 0.181
"SIX3" "ENTPD2" 0.557
"SIX3" "LHX2" 1
"SIX3" "MTA1" 0.792
"SIX3" "FGF8" 0.281
"SIX3" "GBX2" 0.66
"SIX3" "WDTC1" 1
"VWF" "HRAS" 0.569
"VWF" "GATA2" 0.587
"VWF" "ARRB2" 0.653
"VWF" "VEGFB" 0.522
"VWF" "GP9" 1
"VWF" "TMSB4X" 0.624
"VWF" "AKT1" 0.605
"VWF" "ANXA5" 0.512
"VWF" "WDTC1" 1
"VWF" "ITGA2B" 0.674
"VWF" "COX5A" 0.554
"VWF" "NONO" 0.634
"VWF" "TNF" 0.696
"VWF" "ADAMTS13" 0.669
"VWF" "PF4" 0.558
"VWF" "SOS1" 0.59
"VWF" "CXCR4" 0.486
"VWF" "CRK" 0.541
"PPP2R5A" "PSME4" 0.565
"PPP2R5A" "RANGAP1" 0.684
"PPP2R5A" "HRAS" 0.564
"PPP2R5A" "INCENP" 1
"PPP2R5A" "PSMA7" 0.634
"PPP2R5A" "ARRB2" 0.633
"PPP2R5A" "AKT1" 0.567
"PPP2R5A" "PLK1" 0.621
"PPP2R5A" "CENPH" 0.537
"PPP2R5A" "CACNA2D4" 0.315
"PPP2R5A" "PPP2R4" NA
"PPP2R5A" "NUDC" 0.593
"PPP2R5A" "PSMB4" 0.615
"TRAF5" "NFKB2" 0.625
"TRAF5" "TNFSF13" 0.811
"TRAF5" "TNF" 0.778
"TRAF5" "TNFRSF13B" 0.68
"USP22" "HIST1H2AC" 0.741
"USP22" "ATXN7L3" 0.784
"USP22" "ATXN7L2" NA
"USP22" "FOXM1" 0.598
"USP22" "HIST1H2AA" 0.741
"LPIN2" "AGPAT1" 0.267
"LPIN2" "ZNF148" 0.238
"LPIN2" "PPAP2C" NA
"CYBA" "HRAS" 0.558
"CYBA" "TNF" 0.606
"CYBA" "VAV1" 0.566
"CYBA" "AKT1" 0.568
"TNFRSF13B" "TNFSF13" 0.811
"TNFRSF13B" "TNF" 0.689
"PFDN1" "NUBP2" 0.462
"PFDN1" "PFDN2" 0.706
"CYP46A1" "POR" 0.549
"CYP46A1" "LSS" 0
"CYP46A1" "CHDH" 0.235
"MARS" "RPL27A" 0.048
"MARS" "RPL11" 0.048
"MARS" "RPL13A" 0
"MARS" "GSPT2" 0.048
"MARS" "DALRD3" 0.048
"MARS" "EIF5A" 0.048
"MARS" "RPL8" 0
"MARS" "TXLNA" 0.048
"MARS" "RPS9" 0.048
"MARS" "RPS2" 0.048
"MARS" "RPL10" 0.048
"MARS" "RPL4" 0.048
"MARS" "PGK1" 0.048
"MARS" "EEF2" 0.048
"MARS" "RPLP0" 0.048
"MARS" "EEF1G" 0.048
"MARS" "FAU" 0
"SMARCD3" "STK11" 0.484
"SMARCD3" "PRMT5" 0.411
"SMARCD3" "ACTA1" 0.487
"SMARCD3" "CKS1B" 0.506
"SMARCD3" "NR5A1" 0.537
"SMARCD3" "TBX5" 0.661
"SMARCD3" "HDAC3" 0.621
"SMARCD3" "CYP4A11" 0.078
"PKMYT1" "DUSP23" 0.615
"PKMYT1" "BRSK1" 0.701
"PKMYT1" "CDC25A" 0.663
"PKMYT1" "FOXM1" 0.692
"PKMYT1" "PLK1" 0.793
"PKMYT1" "PRMT5" 0.572
"PKMYT1" "CAMKK2" 0.722
"PKMYT1" "MYT1" 0.544
"PKMYT1" "RRM2" 0.662
"PKMYT1" "FAU" 0.712
"PKMYT1" "CKS1B" 0.626
"NUBP2" "PTMS" NA
"NUBP2" "NUDC" 0.706
"NUBP2" "TNNT3" 0.519
"CHTF18" "DDX11" 0.583
"ITGA2B" "CRK" 0.584
"ITGA2B" "LIMS2" NA
"ITGA2B" "HRAS" 0.667
"ITGA2B" "IL13" 1
"ITGA2B" "GATA2" 0.67
"ITGA2B" "STAT5A" 0.754
"ITGA2B" "ARRB2" 0.718
"ITGA2B" "GP9" 1
"ITGA2B" "CD7" 0.624
"ITGA2B" "AKT1" 0.633
"ITGA2B" "RASGRP2" 0.525
"ITGA2B" "ANXA5" 0.533
"ITGA2B" "SLAMF1" 0.849
"ITGA2B" "WDTC1" 1
"ITGA2B" "GIT1" 1
"ITGA2B" "TNF" 0.757
"ITGA2B" "COL9A3" 0.303
"ITGA2B" "PF4" 0.659
"ITGA2B" "SOS1" 0.709
"INVS" "TUBB" 1
"INVS" "AKT1" 1
"INVS" "MTA2" 1
"INVS" "ANAPC2" 1
"RPL8" "RPL11" 0.791
"RPL8" "RPL7" 0.855
"RPL8" "SLC3A2" 0.527
"RPL8" "RPS21" 0.845
"RPL8" "RPL27A" 0.942
"RPL8" "RPL4" 0.942
"RPL8" "DDOST" 0.366
"RPL8" "RPLP2" 0.856
"RPL8" "MRPL16" 0.833
"RPL8" "RPS9" 0.783
"RPL8" "RPS2" 0.724
"RPL8" "RPL36AL" 0.712
"RPL8" "RPL18" 1
"RPL8" "RPL15" 0.839
"RPL8" "RPN1" 0.624
"RPL8" "RPL13A" 0.97
"RPL8" "ATP5G2" NA
"RPL8" "MRPL17" 0.701
"RPL8" "ATP5G1" NA
"RPL8" "GSPT2" 0.641
"RPL8" "EEF2" 0.629
"RPL8" "RPL10" 0.802
"RPL8" "EXOSC3" 0.64
"RPL8" "RPL37" 1
"RPL8" "RPL37A" 0.942
"RPL8" "MRPS12" 0.942
"RPL8" "SMG6" 0.486
"RPL8" "RPL41" 0.88
"RPL8" "RPLP0" 0.857
"RPL8" "RPL30" 0.942
"RPL8" "RPL14" 0.839
"RPL8" "EEF1G" 0.539
"RPL8" "RPS23" 0.942
"RPL8" "RPL32" 1
"RPL8" "PSTPIP1" 0.509
"RPL8" "EIF4A2" 0.606
"RPL8" "SDSL" 0.213
"RPL8" "EIF5A" 0.632
"RPL8" "FAU" 1
"RPL8" "EXOSC7" 0.634
"ZBTB32" "TYRO3" 0.609
"ZBTB32" "PCNT" 1
"ZBTB32" "NES" 0.249
"ZBTB32" "SH3GL1" 0.722
"ZBTB32" "MCL1" 0.621
"ZBTB32" "AMBP" 0.516
"ZBTB32" "GATA2" 0.765
"ZBTB32" "HELT" 0.809
"ZBTB32" "POLD3" 0.66
"ZBTB32" "FANCG" 0.722
"ZBTB32" "MTA2" 0.776
"ZBTB32" "HDAC3" 0.669
"ZBTB32" "NDP" 0.67
"MOV10L1" "SMG6" 0.509
"KCNQ4" "CACNA1A" 0.78
"KCNQ4" "KCNE1" 0.787
"TJP3" "CLDN6" 1
"TJP3" "F11R" 1
"SCARF1" "KLHDC3" 0.402
"SCARF1" "STAB1" 0.748
"SCARF1" "CRK" 0.187
"SMG6" "RPL7" 0.683
"SMG6" "RPS21" 0.489
"SMG6" "RPL27A" 0.637
"SMG6" "RPL11" 0.625
"SMG6" "RPLP2" 0.531
"SMG6" "RPS9" 0.613
"SMG6" "RPS2" 0.658
"SMG6" "RPL4" 0.637
"SMG6" "RPL36AL" 1
"SMG6" "RPL18" 0.486
"SMG6" "RPL15" 0.635
"SMG6" "GSPT2" 0.641
"SMG6" "RPL13A" 0.519
"SMG6" "RPL10" 0.608
"SMG6" "RPL37" 0.486
"SMG6" "RPL37A" 0.637
"SMG6" "RPL41" 0.512
"SMG6" "RPLP0" 0.62
"SMG6" "RPL30" 0.637
"SMG6" "RPL14" 0.635
"SMG6" "RPL32" 0.486
"SMG6" "RPS23" 0.637
"ABCA7" "FXYD2" 0.619
"UFD1L" "DGCR6" NA
"UFD1L" "FAU" NA
"UFD1L" "TXLNA" NA
"UFD1L" "DPH5" NA
"UFD1L" "OS9" NA
"UFD1L" "BET1L" NA
"UBE2R2" "ASB2" 0.896
"UBE2R2" "ANAPC2" 1
"UBE2R2" "RNF149" 0.905
"UBE2R2" "RANGAP1" 0.62
"UBE2R2" "SOCS1" 0.505
"UBE2R2" "MIB2" 0.953
"UBE2R2" "OS9" 1
"UBE2R2" "HECTD3" 0.953
"UBE2R2" "RNF130" 0.834
"UBE2R2" "FAU" 0.712
"UBE2R2" "DTX3L" 0.726
"UBE2R2" "UBE2V1" 0.953
"ZC3H7B" "PAIP2" 0.645
"P2RX3" "HTR3A" 0.55
"P2RX3" "ENTPD2" 0.303
"P2RX3" "TRPV2" 0.508
"P2RX3" "P2RY11" 0.405
"PRKCG" "GNAI2" 0.304
"PRKCG" "CREB3L1" 0.274
"PRKCG" "CRK" 0.171
"PRKCG" "PLCB3" 0.307
"PRKCG" "F11R" 0.299
"PRKCG" "ATP6AP1" 0.195
"PRKCG" "CACNA1A" 0.244
"PRKCG" "AP2A1" 0.266
"PRKCG" "GNB2" 0.356
"PRKCG" "PAX8" 0.328
"PRKCG" "ADRBK1" NA
"PRKCG" "RHOG" 0.342
"PRKCG" "SPHK1" 0.283
"PRKCG" "ACTA1" 0.259
"PRKCG" "HRAS" 0.299
"PRKCG" "PLCD1" 0.276
"PRKCG" "RHOBTB1" 0.265
"CDON" "DHH" 1
"CDON" "MEF2D" 1
"BARHL1" "LHX2" 1
"POLD3" "KIAA0101" NA
"POLD3" "POLR2L" 0.712
"POLD3" "XAB2" 1
"TYRO3" "ECE1" 0.569
"TYRO3" "SH3GL1" 0.632
"TYRO3" "CTNNBL1" 0.64
"TYRO3" "MCL1" 0.556
"TYRO3" "AMBP" 0.462
"TYRO3" "SOCS1" 0.507
"TYRO3" "MICAL1" 0.54
"TYRO3" "TNF" 0.606
"TYRO3" "KCNE1" 0.459
"VAMP8" "AP2A1" 0.585
"VAMP8" "ARF1" 0.645
"VAMP8" "ARRB2" 0.647
"VAMP8" "RAB5B" 0.551
"VAMP8" "TGOLN2" 1
"VAMP8" "SH3GL1" 0.703
"VAMP8" "ARPC4" 0.63
"VAMP8" "IGF2R" 0.451
"VAMP8" "RAB5C" 0.587
"VAMP8" "FTL" 0.555
"VAMP8" "SYT8" 0.428
"VAMP8" "BLOC1S3" 1
"VAMP8" "ARPC5" 0.607
"VAMP8" "BET1L" 0.411
"VAMP8" "LAMP1" 0.737
"VAMP8" "DNM2" 0.631
"VAMP8" "HLA-G" 0.676
"PVRL1" "WNT10B" NA
"PVRL1" "MGAT3" NA
"PDCL3" "TUBB" 0.593
"PDCL3" "PLP2" 0.695
"THRA" "PIK3R5" 0.086
"THRA" "TXNRD2" 0.555
"THRA" "RQCD1" NA
"THRA" "HDAC3" 0.632
"STAT3" "IRF7" 0.844
"STAT3" "HCK" 0.611
"STAT3" "ANXA5" 0.576
"STAT3" "ZNF148" 0.843
"STAT3" "SDHC" 0.211
"STAT3" "CXCR4" 0.537
"STAT3" "DAXX" 0.647
"STAT3" "DYRK1B" 0.624
"STAT3" "MCL1" 0.658
"STAT3" "IL6R" 0.558
"STAT3" "KPNA6" 0.604
"STAT3" "NPM1" 0.724
"STAT3" "CTF1" 0.635
"STAT3" "PPP2R4" NA
"STAT3" "TNF" 0.731
"STAT3" "BATF" 0.828
"STAT3" "HDAC3" 0.677
"STAT3" "SLC39A4" 0.231
"STAT3" "SP1" 0.899
"STAT3" "IRF3" 0.881
"STAT3" "PIAS3" 0.642
"STAT3" "CSF3R" 0.571
"STAT3" "STAT5A" 0.745
"STAT3" "STAT4" 0.794
"STAT3" "EIF4EBP1" 0.6
"STAT3" "FOXM1" 0.831
"STAT3" "MTA1" 0.774
"STAT3" "NES" 0.249
"STAT3" "STK11" 0.609
"STAT3" "HRAS" 0.616
"STAT3" "NFKB2" 0.821
"STAT3" "SOCS1" 0.606
"STAT3" "IL13" 1
"STAT3" "GATA2" 0.84
"STAT3" "IL7R" 0.586
"STAT3" "DIRAS3" 1
"STAT3" "IL32" 1
"STAT3" "AKT1" 0.643
"STAT3" "ECHS1" 0.609
"STAT3" "SLC9A3R2" 0.668
"STAT3" "TBX5" 0.872
"FETUB" "AMBP" 0.711
"AMBP" "HELT" 0.401
"AMBP" "TNFRSF10C" 0.607
"AMBP" "NES" 0.249
"AMBP" "HBE1" 0.469
"AMBP" "ECE1" 0.525
"AMBP" "SH3GL1" 0.547
"AMBP" "MCL1" 0.527
"AMBP" "NDP" 0.581
"AMBP" "TM4SF5" NA
"AMBP" "RAB5C" 0.451
"AMBP" "LPA" 0.541
"AMBP" "TNIP1" 0.525
"AMBP" "HINT1" 0.291
"AMBP" "PCNT" 1
"PAIP2" "VEGFB" 0.492
"PAIP2" "EIF4A2" 0.637
"PITX1" "FGF8" 0.314
"PITX1" "NR5A1" 0.829
"PITX1" "TBX5" 0.956
"PITX1" "IRF3" 0.893
"SRF" "SDHC" 0.196
"SRF" "FOXK1" 0.858
"SRF" "AKT1" 0.565
"SRF" "HDAC3" 0.572
"SRF" "NFATC4" 0.816
"SRF" "ACTA1" 0.541
"SRF" "SP1" 0.876
"SRF" "LPXN" 0.557
"SRF" "GTF2F1" 0.612
"ANXA11" "RPS21" 0.413
"ANXA11" "NDUFV1" 0.261
"ANXA11" "SLC9A3R2" 0.573
"ANXA11" "S100A6" 0.759
"ANXA11" "PCBP1" 0.637
"ANXA11" "HLA-DRB1" 0.276
"B3GAT3" "SP1" 0.554
"B3GAT3" "EXT2" 0.759
"EXOSC7" "RPL7" 0.77
"EXOSC7" "RPL27A" 0.755
"EXOSC7" "RPL11" 0.711
"EXOSC7" "RPLP2" 0.618
"EXOSC7" "RPL15" 0.737
"EXOSC7" "RPL13A" 0.665
"EXOSC7" "EXOSC3" 0.944
"EXOSC7" "RPL10" 0.697
"EXOSC7" "RPL37" 0.634
"EXOSC7" "RPL37A" 0.755
"EXOSC7" "RPL41" 0.635
"EXOSC7" "ZFP36L1" 0.779
"EXOSC7" "RPLP0" 0.714
"EXOSC7" "RPL30" 0.755
"EXOSC7" "RPL14" 0.737
"EXOSC7" "RPL32" 0.634
"EXOSC7" "KHSRP" 0.871
"EXOSC7" "KPNA6" 0.559
"EXOSC7" "RPS9" 0.693
"EXOSC7" "RPS2" 0.723
"EXOSC7" "RPL18" 0.634
"EXOSC7" "RPL4" 0.755
"EXOSC7" "RPL36AL" 1
"DAXX" "PRAM1" 0.639
"DAXX" "HDAC3" 0.671
"DAXX" "NPM1" 0.712
"TMEM115" "DYNC1H1" 0.606
"TMEM115" "SERPINB5" 0.776
"TMEM115" "BET1L" 0.411
"DHH" "PSMB4" 0.737
"DHH" "PSMA7" 0.742
"DHH" "OS9" 1
"DHH" "NR5A1" 0.62
"DHH" "PSME4" 0.578
"BIN2" "CD53" 1
"BIN2" "LPXN" 0.771
"BIN2" "AP2A1" 0.66
"BIN2" "SH3GL1" 0.794
"BIN2" "FYB" NA
"CSAD" "TXNRD2" NA
"CSAD" "GLUD2" NA
"UQCRC2" "SDHC" 0.278
"UQCRC2" "NDUFB10" 0.654
"UQCRC2" "NDUFV1" 0.261
"UQCRC2" "RAB5B" 0.601
"UQCRC2" "COX5A" 0.585
"UQCRC2" "RAB5C" 0.647
"UQCRC2" "TPM2" 0.563
"UQCRC2" "MDH2" 0.417
"UQCRC2" "RPL7" 0.685
"UQCRC2" "UQCRQ" 0.118
"UQCRC2" "DDOST" 0.537
"UQCRC2" "RPN1" 0.645
"NDUFB10" "NDUFV1" 1
"NDUFB10" "UQCRQ" 0.212
"NDUFB10" "COX5A" 0.64
"NDUFB10" "NDUFB11" 1
"NDUFB10" "ACAD9" 0.429
"NDUFB10" "SDHC" 0.354
"NDUFB10" "TPM2" 0.551
"NDUFB10" "NDUFA3" 1
"RASL10B" "GNB2" NA
"RASL10B" "GP9" NA
"RASL10B" "RTN4RL2" NA
"RASL10B" "ACTA1" NA
"RASL10B" "GNB1" NA
"RASL10B" "OPTC" NA
"RASL10B" "LRG1" NA
"RASL10B" "GNAI2" NA
"RASL10B" "IGFALS" NA
"EPN3" "FAU" 0.712
"EPN3" "AP2A1" 1
"ARRB2" "RAB5C" 0.65
"ARRB2" "OR4C46" NA
"ARRB2" "HRAS" 0.632
"ARRB2" "AP2A1" 0.686
"ARRB2" "SYT8" 0.365
"ARRB2" "OR5A2" 0.22
"ARRB2" "OR6N1" 0.449
"ARRB2" "ARPC5" 0.693
"ARRB2" "AKT1" 0.614
"ARRB2" "ADRBK1" NA
"ARRB2" "CXCR4" 0.555
"ARRB2" "IGFALS" 0.438
"ARRB2" "RAB5B" 0.624
"ARRB2" "OR1M1" NA
"ARRB2" "HCK" 0.702
"ARRB2" "TGOLN2" 1
"ARRB2" "SH3GL1" 0.708
"ARRB2" "OR2Z1" 0.449
"ARRB2" "PPP2R4" NA
"ARRB2" "ARPC4" 0.738
"ARRB2" "IGF2R" 0.523
"ARRB2" "DNM2" 0.705
"PNMT" "HELT" 0
"PNMT" "TH" 0
"PNMT" "COMT" 0.502
"PNMT" "DBH" 0.204
"PNMT" "TCAP" 0
"PNMT" "SP1" 0
"SH3GL1" "ARPC4" 0.707
"SH3GL1" "IGF2R" 0.54
"SH3GL1" "RAB5C" 0.698
"SH3GL1" "TNIP1" 0.835
"SH3GL1" "SYT8" 0.442
"SH3GL1" "MICAL1" 0.619
"SH3GL1" "PTMS" NA
"SH3GL1" "ARPC5" 0.714
"SH3GL1" "AKT1" 0.631
"SH3GL1" "MTA2" 0.59
"SH3GL1" "NDP" 0.76
"SH3GL1" "DNM2" 0.7
"SH3GL1" "HINT1" 0.511
"SH3GL1" "AP2A1" 0.68
