"symbol1"	"symbol2"	"BP"
"COX7C"	"TBCA"	0.071
"HSPB1"	"STAT3"	0.55
"HSPB1"	"AKT1"	0.624
"HSPB1"	"ANXA5"	0.519
"HSPB1"	"DAXX"	0.539
"HSPB1"	"PFDN2"	0.257
"HSPB1"	"CRK"	0.559
"HSPB1"	"NDUFV1"	0.165
"HSPB1"	"MSN"	0.472
"HSPB1"	"ACTA1"	0.363
"HSPB1"	"HN1"	NA
"HSPB1"	"PPP2R4"	NA
"HSPB1"	"TNF"	0.597
"DGCR6L"	"UFD1L"	NA
"DGCR6L"	"PRODH"	NA
"DGCR6L"	"TBX1"	NA
"GGT1"	"CSAD"	NA
"GGT1"	"TBX1"	0.3
"GGT1"	"MGAM"	0.229
"GGT1"	"GCAT"	1
"GGT1"	"HRAS"	0.37
"GGT1"	"FOXM1"	0.314
"GGT1"	"AKT1"	0.414
"GGT1"	"TXNRD2"	0.198
"GGT1"	"ITGA2B"	0.159
"GGT1"	"CNDP2"	1
"GGT1"	"TNF"	0.413
"GGT1"	"GLUD2"	0.413
"GGT1"	"GSTM1"	0.481
"GGT1"	"GCLM"	0.572
"GGT1"	"RPL27A"	0.366
"GGT1"	"S100A12"	0.509
"GGT1"	"ANXA5"	0.28
"GGT1"	"SDHC"	0.341
"PIAS1"	"DAXX"	0.533
"PIAS1"	"MTA1"	0.494
"PIAS1"	"IL6R"	0.561
"PIAS1"	"RANGAP1"	0.116
"PIAS1"	"STAT3"	0.522
"PIAS1"	"STAT5A"	0.486
"PIAS1"	"STAT4"	0.505
"PIAS1"	"GTF2H4"	0.425
"PIAS1"	"AKT1"	0.481
"PIAS1"	"MSX1"	0.209
"PIAS1"	"UBE2R2"	0.524
"CD68"	"IFI30"	0.522
"CD68"	"CXCR4"	0.744
"CD68"	"SIGLEC1"	0.257
"CD68"	"TNF"	0.761
"CD68"	"CD207"	0.714
"CD68"	"SPN"	0.744
"CD68"	"CD7"	0.776
"CD68"	"IL13"	0.259
"CD68"	"VWF"	0.789
"CD68"	"TNFSF13"	0.648
"CD68"	"AKT1"	0.623
"CHRNA10"	"CHRNG"	0.86
"KLF16"	"FOXK1"	0.379
"KLF16"	"SIN3B"	0.833
"CNGB1"	"CNGA2"	NA
"SEC14L5"	"B3GAT3"	NA
"PHC1"	"ANAPC2"	0.335
"PHC1"	"HIST1H2AC"	0.563
"PHC1"	"TFCP2"	0.26
"PHC1"	"PRMT5"	0.35
"PHC1"	"PCGF6"	0.676
"BST2"	"LILRA4"	0.397
"BST2"	"IFIT2"	0.557
"BST2"	"RIPK1"	0.448
"BST2"	"IRF3"	0.551
"BST2"	"TREX1"	0.28
"BST2"	"TRIM22"	0.586
"BST2"	"ADAR"	0.577
"BST2"	"IRF7"	0.603
"BST2"	"IRF2"	0.591
"BST2"	"IFITM1"	0.813
"BST2"	"HLA-G"	0.568
"LSM7"	"PCBP2"	0.543
"LSM7"	"KLC2"	0.042
"LSM7"	"GTF2F1"	0.507
"LSM7"	"POLR2L"	0.517
"LSM7"	"LSM2"	1
"LSM7"	"CPSF1"	0.7
"LSM7"	"EEF2"	0.312
"LSM7"	"LSMD1"	NA
"LSM7"	"XAB2"	0.712
"LSM7"	"CTNNBL1"	0.56
"LSM7"	"RPL35"	0.538
"LSM7"	"PCBP1"	0.662
"LSM7"	"FAU"	NA
"ACTN4"	"MYL6"	0.241
"ACTN4"	"GNB2"	0.23
"ACTN4"	"TMSB4X"	0.627
"ACTN4"	"NDUFB10"	0.139
"ACTN4"	"LIMS2"	0.284
"ACTN4"	"TRIM3"	0.156
"ACTN4"	"APOL1"	0.322
"ACTN4"	"CALML5"	0.419
"ACTN4"	"ACTA1"	0.394
"ACTN4"	"SQSTM1"	0.471
"ACTN4"	"LIMD1"	0.527
"ACTN4"	"TPM2"	0.323
"ACTN4"	"CABP2"	0.257
"ACTN4"	"SOS1"	0.495
"ACTN4"	"VWF"	0.383
"ACTN4"	"VEGFB"	0.504
"ACTN4"	"MIB2"	0.313
"ACTN4"	"AKT1"	0.485
"ACTN4"	"ITGA2B"	0.401
"ACTN4"	"CALB2"	0.235
"ACTN4"	"SLC9A3R2"	0.333
"ACTN4"	"CAMK2A"	0.474
"ACTN4"	"PIP5K1C"	0.499
"ACTN4"	"DNM2"	0.553
"ACTN4"	"PF4"	0.481
"ACTN4"	"TNNT3"	0.293
"ARPC1B"	"PSMA7"	0.063
"ARPC1B"	"ARPC5"	0.813
"ARPC1B"	"EPHB3"	0.324
"ARPC1B"	"ARPC4"	0.914
"ARPC1B"	"ACTA1"	0.307
"GDF15"	"TSPAN4"	0.472
"GDF15"	"PITX1"	0.118
"GDF15"	"AKT1"	0.57
"GDF15"	"TNF"	0.537
"TNNI2"	"CHRNG"	0.458
"TNNI2"	"MYL6"	0.759
"TNNI2"	"TCAP"	0.551
"TNNI2"	"MYL3"	0.728
"TNNI2"	"CALB2"	0.136
"TNNI2"	"TNNI1"	0.855
"TNNI2"	"KCNIP2"	0.406
"TNNI2"	"TNNT2"	0.681
"TNNI2"	"ACTA1"	0.787
"TNNI2"	"CALML5"	0.117
"TNNI2"	"CABP2"	0.507
"TNNI2"	"TNNT3"	0.818
"TNNI2"	"TPM2"	0.746
"TUBGCP2"	"CSNK1E"	0.171
"TUBGCP2"	"TUBB2B"	0.623
"TUBGCP2"	"KIFC1"	0.72
"TUBGCP2"	"AZI1"	NA
"TUBGCP2"	"PCNT"	0.686
"TUBGCP2"	"TUBB"	0.509
"TUBGCP2"	"KIF25"	0.569
"TUBGCP2"	"DYNC1H1"	0.579
"TUBGCP2"	"PLK1"	0.399
"TUBGCP2"	"NUMA1"	0.511
"HBZ"	"HBD"	0.8
"HBZ"	"PAH"	0.323
"HBZ"	"SP1"	0.186
"HBZ"	"AMBP"	0.233
"HBZ"	"TH"	0.099
"HBZ"	"HBE1"	0.8
"HBZ"	"ECHS1"	0.463
"LAMA5"	"RAPSN"	0.153
"LAMA5"	"ITGA2B"	0.522
"LAMA5"	"ACTA1"	0.395
"PPP1R1B"	"CXCR4"	0.36
"PPP1R1B"	"CALB2"	0.273
"PPP1R1B"	"CSNK2B"	0.437
"PPP1R1B"	"TH"	0.152
"PPP1R1B"	"PPP2R4"	NA
"NUP210"	"INCENP"	0
"NUP210"	"RANGAP1"	0.375
"NUP210"	"GEMIN4"	0.494
"NUP210"	"GEMIN7"	0.47
"NUP210"	"OS9"	0.33
"NUP210"	"CPSF1"	0.449
"NUP210"	"NES"	0
"NUP210"	"THOC6"	0.577
"NUP210"	"NONO"	0.115
"NUP210"	"POM121"	0.964
"NUP210"	"NPM1"	0.239
"ILKAP"	"EPHB3"	NA
"ILKAP"	"RIPK1"	NA
"ILKAP"	"LIMK2"	NA
"ILKAP"	"TYRO3"	NA
"ILKAP"	"STK11"	NA
"ILKAP"	"PIM2"	NA
"ILKAP"	"HCK"	NA
"SCLY"	"HYI"	NA
"SCLY"	"TXNRD2"	0.052
"HSPBP1"	"BRSK1"	0.154
"TMEM66"	"RPN1"	NA
"TMEM66"	"OS9"	NA
"ITIH5"	"SLC3A2"	NA
"HRK"	"BBC3"	0.792
"HRK"	"BAD"	0.53
"HRK"	"MCL1"	0.487
"POM121"	"RANGAP1"	0.445
"POM121"	"INCENP"	0
"POM121"	"GEMIN4"	0.625
"POM121"	"NPM1"	0.258
"POM121"	"GEMIN7"	0.584
"POM121"	"THOC6"	0.607
"POM121"	"CPSF1"	0.491
"CD63"	"VWF"	0.487
"CD63"	"ANXA5"	0.498
"CD63"	"ITGA2B"	0.528
"CD63"	"CXCR4"	0.453
"CD63"	"LAMP1"	0.53
"CD63"	"TGOLN2"	0.155
"CD63"	"SLC29A2"	0.29
"MPHOSPH6"	"RPL37"	0.325
"MPHOSPH6"	"RPL37A"	0.325
"MPHOSPH6"	"RPL7"	0.629
"MPHOSPH6"	"RPL27A"	0.325
"MPHOSPH6"	"RPL41"	0.328
"MPHOSPH6"	"RPL11"	0.365
"MPHOSPH6"	"RPLP0"	0.426
"MPHOSPH6"	"RPS9"	0.484
"MPHOSPH6"	"RPLP2"	0.325
"MPHOSPH6"	"RPL14"	0.608
"MPHOSPH6"	"RPL30"	0.255
"MPHOSPH6"	"RPL35"	0.497
"MPHOSPH6"	"RPS2"	0.528
"MPHOSPH6"	"RPL18"	0.328
"MPHOSPH6"	"RPL32"	0.328
"MPHOSPH6"	"RPL4"	0.325
"MPHOSPH6"	"RPL36AL"	NA
"MPHOSPH6"	"RPL15"	0.328
"MPHOSPH6"	"RPL13A"	0.364
"MPHOSPH6"	"RPL8"	0.328
"MPHOSPH6"	"EXOSC3"	0.608
"MPHOSPH6"	"EXOSC7"	0.63
"MPHOSPH6"	"RPL10"	0.395
"CAB39"	"RTN4RL2"	0.384
"CAB39"	"CAMKK2"	0.643
"CAB39"	"UBL5"	0.438
"CAB39"	"STK11"	0.537
"CAB39"	"OPTC"	NA
"CAB39"	"STK24"	0.607
"CAB39"	"CHAD"	NA
"CAB39"	"BRSK1"	0.507
"CAB39"	"DCXR"	0.198
"CAB39"	"LRG1"	1
"CAB39"	"IGFALS"	0.495
"CAB39"	"GP9"	0.328
"THSD1"	"ADAMTS4"	NA
"THSD1"	"ADAMTS13"	NA
"THSD1"	"ADAMTSL2"	NA
"CHAD"	"EEF1G"	NA
"CHAD"	"RASL10B"	NA
"CHAD"	"GNB2"	NA
"CHAD"	"LRRC20"	NA
"CHAD"	"GNB1"	NA
"CHAD"	"HRAS"	NA
"CHAD"	"DIRAS3"	NA
"CHAD"	"DIRAS2"	NA
"CHAD"	"GNAI2"	NA
"CHAD"	"ITGA2B"	NA
"RPL35"	"RPS23"	0.878
"RPL35"	"EEF1G"	0.423
"RPL35"	"SLC3A2"	0.265
"RPL35"	"RPL32"	0.913
"RPL35"	"RPL7"	0.974
"RPL35"	"HINT1"	0.443
"RPL35"	"EIF4A2"	0.601
"RPL35"	"SDSL"	0.303
"RPL35"	"EIF5A"	0.481
"RPL35"	"FAU"	NA
"RPL35"	"RPL8"	0.913
"RPL35"	"EXOSC7"	0.642
"RPL35"	"RPL37"	0.926
"RPL35"	"RPL11"	0.723
"RPL35"	"RPL27A"	0.926
"RPL35"	"RPS21"	0.89
"RPL35"	"RPLP2"	0.926
"RPL35"	"MRPL16"	0.578
"RPL35"	"RPS9"	0.862
"RPL35"	"RPS2"	0.907
"RPL35"	"DDOST"	0.409
"RPL35"	"RPL4"	0.926
"RPL35"	"RPL36AL"	NA
"RPL35"	"RPL18"	0.913
"RPL35"	"EEF2"	0.571
"RPL35"	"RPL15"	0.913
"RPL35"	"RPN1"	0.433
"RPL35"	"RPL13A"	0.841
"RPL35"	"GSPT2"	0.724
"RPL35"	"MRPL17"	0.515
"RPL35"	"EXOSC3"	0.61
"RPL35"	"RPL10"	0.828
"RPL35"	"RPL37A"	0.926
"RPL35"	"MRPS12"	0.665
"RPL35"	"SMG6"	0.543
"RPL35"	"RPL41"	0.913
"RPL35"	"RPLP0"	0.884
"RPL35"	"RPL14"	0.962
"RPL35"	"RPL30"	0.761
"FRS3"	"HRAS"	0.493
"FRS3"	"CRK"	0.473
"FRS3"	"HCK"	0.404
"FRS3"	"SOS1"	0.662
"RIPK1"	"TRAF5"	0.457
"RIPK1"	"BID"	0.607
"RIPK1"	"DAXX"	0.648
"RIPK1"	"NFKBIB"	0.371
"RIPK1"	"SQSTM1"	0.611
"RIPK1"	"USP2"	0.317
"RIPK1"	"NTAN1"	0.967
"RIPK1"	"TNF"	0.695
"RIPK1"	"UBE2V1"	0.581
"RIPK1"	"NFKB2"	0.427
"RIPK1"	"IRF3"	0.619
"TUBB2B"	"KIF25"	0.626
"TUBB2B"	"ARF1"	0.282
"TUBB2B"	"KIFC1"	0.758
"TUBB2B"	"KIF1A"	0.586
"TUBB2B"	"DYNC1LI1"	0.618
"TUBB2B"	"PFDN2"	0.329
"TUBB2B"	"CALML5"	0.417
"TUBB2B"	"ACTA1"	0.365
"TUBB2B"	"CABP2"	0.197
"TUBB2B"	"TBCA"	0.077
"TUBB2B"	"OBSCN"	0.341
"TUBB2B"	"DYNC1H1"	0.611
"TUBB2B"	"PLK1"	0.495
"TUBB2B"	"PFDN1"	NA
"TUBB2B"	"CALB2"	0.126
"TUBB2B"	"DNAH11"	0.585
"TUBB2B"	"EEF1G"	0.177
"TUBB2B"	"FAU"	NA
"GTF2H4"	"XAB2"	0.736
"GTF2H4"	"PIAS3"	0.257
"GTF2H4"	"GTF2F1"	0.667
"GTF2H4"	"POLR2L"	0.834
"GTF2H4"	"POLR2J2"	NA
"GTF2H4"	"POLD3"	0.707
"GTF2H4"	"TAF1C"	0.67
"GTF2H4"	"DDX11"	0.502
"USP2"	"ZFYVE1"	0.283
"USP2"	"RHPN1"	NA
"USP2"	"TNF"	0.357
"USP2"	"FAU"	NA
"PLCB2"	"P2RY11"	0.458
"PLCB2"	"PLCB3"	0.772
"PLCB2"	"PIP5K1C"	0.299
"PLCB2"	"CAMK2A"	0.443
"PLCB2"	"TAS1R1"	0.376
"PLCB2"	"GNB2"	0.388
"PLCB2"	"PIK3R5"	0.553
"PLCB2"	"PRKCG"	0.369
"PLCB2"	"UTS2R"	0.464
"PLCB2"	"CALML5"	0.288
"PLCB2"	"GNB1"	0.518
"PLCB2"	"PLCD1"	0.593
"PLCB2"	"PROK2"	0.317
"PLCB2"	"GNAI2"	0.478
"SIX3"	"ENTPD2"	0.356
"SIX3"	"LHX2"	0.72
"SIX3"	"MTA1"	0.258
"SIX3"	"FGF8"	0.442
"SIX3"	"GBX2"	0.809
"SIX3"	"WDTC1"	0.336
"VWF"	"HRAS"	0.319
"VWF"	"GATA2"	0.375
"VWF"	"ARRB2"	0.413
"VWF"	"VEGFB"	0.322
"VWF"	"GP9"	0.626
"VWF"	"TMSB4X"	0.373
"VWF"	"AKT1"	0.287
"VWF"	"ANXA5"	0.51
"VWF"	"WDTC1"	0.304
"VWF"	"ITGA2B"	0.422
"VWF"	"COX5A"	0.228
"VWF"	"NONO"	0.226
"VWF"	"TNF"	0.341
"VWF"	"ADAMTS13"	0.577
"VWF"	"PF4"	0.382
"VWF"	"SOS1"	0.268
"VWF"	"CXCR4"	0.31
"VWF"	"CRK"	0.477
"PPP2R5A"	"PSME4"	0.294
"PPP2R5A"	"RANGAP1"	0.378
"PPP2R5A"	"HRAS"	0.396
"PPP2R5A"	"INCENP"	0.055
"PPP2R5A"	"PSMA7"	0.361
"PPP2R5A"	"ARRB2"	0.353
"PPP2R5A"	"AKT1"	0.349
"PPP2R5A"	"PLK1"	0.336
"PPP2R5A"	"CENPH"	0.046
"PPP2R5A"	"CACNA2D4"	0.083
"PPP2R5A"	"PPP2R4"	NA
"PPP2R5A"	"NUDC"	0.034
"PPP2R5A"	"PSMB4"	0.361
"TRAF5"	"NFKB2"	0.658
"TRAF5"	"TNFSF13"	0.569
"TRAF5"	"TNF"	0.417
"TRAF5"	"TNFRSF13B"	0.385
"USP22"	"HIST1H2AC"	0.369
"USP22"	"ATXN7L3"	0.792
"USP22"	"ATXN7L2"	NA
"USP22"	"FOXM1"	0.563
"USP22"	"HIST1H2AA"	0.746
"LPIN2"	"AGPAT1"	0.696
"LPIN2"	"ZNF148"	0.516
"LPIN2"	"PPAP2C"	NA
"CYBA"	"HRAS"	0.426
"CYBA"	"TNF"	0.511
"CYBA"	"VAV1"	0.432
"CYBA"	"AKT1"	0.437
"TNFRSF13B"	"TNFSF13"	0.68
"TNFRSF13B"	"TNF"	0.351
"PFDN1"	"NUBP2"	NA
"PFDN1"	"PFDN2"	NA
"CYP46A1"	"POR"	0.355
"CYP46A1"	"LSS"	0.61
"CYP46A1"	"CHDH"	0.382
"MARS"	"RPL27A"	0.355
"MARS"	"RPL11"	0.37
"MARS"	"RPL13A"	0.5
"MARS"	"GSPT2"	0.371
"MARS"	"DALRD3"	NA
"MARS"	"EIF5A"	0.229
"MARS"	"RPL8"	0.378
"MARS"	"TXLNA"	0.29
"MARS"	"RPS9"	0.448
"MARS"	"RPS2"	0.447
"MARS"	"RPL10"	0.338
"MARS"	"RPL4"	0.355
"MARS"	"PGK1"	0.343
"MARS"	"EEF2"	0.4
"MARS"	"RPLP0"	0.448
"MARS"	"EEF1G"	0.423
"MARS"	"FAU"	NA
"SMARCD3"	"STK11"	0.338
"SMARCD3"	"PRMT5"	0.43
"SMARCD3"	"ACTA1"	0.487
"SMARCD3"	"CKS1B"	0.26
"SMARCD3"	"NR5A1"	0.521
"SMARCD3"	"TBX5"	0.475
"SMARCD3"	"HDAC3"	0.565
"SMARCD3"	"CYP4A11"	0.407
"PKMYT1"	"DUSP23"	0.852
"PKMYT1"	"BRSK1"	0.382
"PKMYT1"	"CDC25A"	0.67
"PKMYT1"	"FOXM1"	0.578
"PKMYT1"	"PLK1"	0.619
"PKMYT1"	"PRMT5"	0.422
"PKMYT1"	"CAMKK2"	0.451
"PKMYT1"	"MYT1"	0.453
"PKMYT1"	"RRM2"	0.591
"PKMYT1"	"FAU"	NA
"PKMYT1"	"CKS1B"	0.807
"NUBP2"	"PTMS"	0.191
"NUBP2"	"NUDC"	0.056
"NUBP2"	"TNNT3"	0.407
"CHTF18"	"DDX11"	0.698
"ITGA2B"	"CRK"	0.375
"ITGA2B"	"LIMS2"	0.369
"ITGA2B"	"HRAS"	0.297
"ITGA2B"	"IL13"	0.277
"ITGA2B"	"GATA2"	0.352
"ITGA2B"	"STAT5A"	0.234
"ITGA2B"	"ARRB2"	0.322
"ITGA2B"	"GP9"	0.185
"ITGA2B"	"CD7"	0.381
"ITGA2B"	"AKT1"	0.254
"ITGA2B"	"RASGRP2"	0.303
"ITGA2B"	"ANXA5"	0.384
"ITGA2B"	"SLAMF1"	0.29
"ITGA2B"	"WDTC1"	0.07
"ITGA2B"	"GIT1"	0.231
"ITGA2B"	"TNF"	0.312
"ITGA2B"	"COL9A3"	0.466
"ITGA2B"	"PF4"	0.438
"ITGA2B"	"SOS1"	0.41
"INVS"	"TUBB"	0.221
"INVS"	"AKT1"	0.586
"INVS"	"MTA2"	0.431
"INVS"	"ANAPC2"	0.466
"RPL8"	"RPL11"	0.648
"RPL8"	"RPL7"	0.796
"RPL8"	"SLC3A2"	0.266
"RPL8"	"RPS21"	0.883
"RPL8"	"RPL27A"	0.977
"RPL8"	"RPL4"	0.977
"RPL8"	"DDOST"	0.443
"RPL8"	"RPLP2"	0.977
"RPL8"	"MRPL16"	0.628
"RPL8"	"RPS9"	0.831
"RPL8"	"RPS2"	0.872
"RPL8"	"RPL36AL"	NA
"RPL8"	"RPL18"	1
"RPL8"	"RPL15"	1
"RPL8"	"RPN1"	0.468
"RPL8"	"RPL13A"	0.871
"RPL8"	"ATP5G2"	NA
"RPL8"	"MRPL17"	0.568
"RPL8"	"ATP5G1"	NA
"RPL8"	"GSPT2"	0.806
"RPL8"	"EEF2"	0.62
"RPL8"	"RPL10"	0.769
"RPL8"	"EXOSC3"	0.517
"RPL8"	"RPL37"	0.977
"RPL8"	"RPL37A"	0.977
"RPL8"	"MRPS12"	0.716
"RPL8"	"SMG6"	0.547
"RPL8"	"RPL41"	1
"RPL8"	"RPLP0"	0.849
"RPL8"	"RPL30"	0.833
"RPL8"	"RPL14"	0.838
"RPL8"	"EEF1G"	0.478
"RPL8"	"RPS23"	0.887
"RPL8"	"RPL32"	1
"RPL8"	"PSTPIP1"	0.114
"RPL8"	"EIF4A2"	0.652
"RPL8"	"SDSL"	0.314
"RPL8"	"EIF5A"	0.503
"RPL8"	"FAU"	NA
"RPL8"	"EXOSC7"	0.541
"ZBTB32"	"TYRO3"	0.24
"ZBTB32"	"PCNT"	0.124
"ZBTB32"	"NES"	0.087
"ZBTB32"	"SH3GL1"	0.196
"ZBTB32"	"MCL1"	0.283
"ZBTB32"	"AMBP"	0.27
"ZBTB32"	"GATA2"	0.429
"ZBTB32"	"HELT"	0.379
"ZBTB32"	"POLD3"	0.418
"ZBTB32"	"FANCG"	0.423
"ZBTB32"	"MTA2"	0.551
"ZBTB32"	"HDAC3"	0.436
"ZBTB32"	"NDP"	0.29
"MOV10L1"	"SMG6"	0.433
"KCNQ4"	"CACNA1A"	0.38
"KCNQ4"	"KCNE1"	0.514
"TJP3"	"CLDN6"	NA
"TJP3"	"F11R"	NA
"SCARF1"	"KLHDC3"	0.25
"SCARF1"	"STAB1"	0.442
"SCARF1"	"CRK"	0.453
"SMG6"	"RPL7"	0.519
"SMG6"	"RPS21"	0.515
"SMG6"	"RPL27A"	0.56
"SMG6"	"RPL11"	0.526
"SMG6"	"RPLP2"	0.56
"SMG6"	"RPS9"	0.524
"SMG6"	"RPS2"	0.561
"SMG6"	"RPL4"	0.56
"SMG6"	"RPL36AL"	NA
"SMG6"	"RPL18"	0.547
"SMG6"	"RPL15"	0.547
"SMG6"	"GSPT2"	0.522
"SMG6"	"RPL13A"	0.54
"SMG6"	"RPL10"	0.548
"SMG6"	"RPL37"	0.56
"SMG6"	"RPL37A"	0.56
"SMG6"	"RPL41"	0.547
"SMG6"	"RPLP0"	0.513
"SMG6"	"RPL30"	0.478
"SMG6"	"RPL14"	0.532
"SMG6"	"RPL32"	0.547
"SMG6"	"RPS23"	0.519
"ABCA7"	"FXYD2"	0.309
"UFD1L"	"DGCR6"	NA
"UFD1L"	"FAU"	NA
"UFD1L"	"TXLNA"	NA
"UFD1L"	"DPH5"	NA
"UFD1L"	"OS9"	NA
"UFD1L"	"BET1L"	NA
"UBE2R2"	"ASB2"	0.668
"UBE2R2"	"ANAPC2"	0.623
"UBE2R2"	"RNF149"	1
"UBE2R2"	"RANGAP1"	0.045
"UBE2R2"	"SOCS1"	0.29
"UBE2R2"	"MIB2"	0.741
"UBE2R2"	"OS9"	0.684
"UBE2R2"	"HECTD3"	1
"UBE2R2"	"RNF130"	0.593
"UBE2R2"	"FAU"	NA
"UBE2R2"	"DTX3L"	0.546
"UBE2R2"	"UBE2V1"	0.486
"ZC3H7B"	"PAIP2"	0.669
"P2RX3"	"HTR3A"	0.648
"P2RX3"	"ENTPD2"	0.082
"P2RX3"	"TRPV2"	0.477
"P2RX3"	"P2RY11"	0.467
"PRKCG"	"GNAI2"	0.34
"PRKCG"	"CREB3L1"	0.425
"PRKCG"	"CRK"	0.446
"PRKCG"	"PLCB3"	0.348
"PRKCG"	"F11R"	0.245
"PRKCG"	"ATP6AP1"	0.366
"PRKCG"	"CACNA1A"	0.305
"PRKCG"	"AP2A1"	0.248
"PRKCG"	"GNB2"	0.225
"PRKCG"	"PAX8"	0.334
"PRKCG"	"ADRBK1"	NA
"PRKCG"	"RHOG"	0.401
"PRKCG"	"SPHK1"	0.48
"PRKCG"	"ACTA1"	0.264
"PRKCG"	"HRAS"	0.51
"PRKCG"	"PLCD1"	0.265
"PRKCG"	"RHOBTB1"	0.244
"CDON"	"DHH"	NA
"CDON"	"MEF2D"	0.416
"BARHL1"	"LHX2"	0.8
"POLD3"	"KIAA0101"	NA
"POLD3"	"POLR2L"	0.52
"POLD3"	"XAB2"	0.642
"TYRO3"	"ECE1"	0.313
"TYRO3"	"SH3GL1"	0.41
"TYRO3"	"CTNNBL1"	0.298
"TYRO3"	"MCL1"	0.517
"TYRO3"	"AMBP"	0.571
"TYRO3"	"SOCS1"	0.515
"TYRO3"	"MICAL1"	0.43
"TYRO3"	"TNF"	0.575
"TYRO3"	"KCNE1"	0.352
"VAMP8"	"AP2A1"	0.577
"VAMP8"	"ARF1"	0.535
"VAMP8"	"ARRB2"	0.443
"VAMP8"	"RAB5B"	0.589
"VAMP8"	"TGOLN2"	0.257
"VAMP8"	"SH3GL1"	0.185
"VAMP8"	"ARPC4"	0.484
"VAMP8"	"IGF2R"	0.538
"VAMP8"	"RAB5C"	0.541
"VAMP8"	"FTL"	0.442
"VAMP8"	"SYT8"	0.5
"VAMP8"	"BLOC1S3"	0.397
"VAMP8"	"ARPC5"	0.576
"VAMP8"	"BET1L"	0.347
"VAMP8"	"LAMP1"	0.524
"VAMP8"	"DNM2"	0.504
"VAMP8"	"HLA-G"	0.507
"PVRL1"	"WNT10B"	NA
"PVRL1"	"MGAT3"	NA
"PDCL3"	"TUBB"	0.098
"PDCL3"	"PLP2"	0.135
"THRA"	"PIK3R5"	0.359
"THRA"	"TXNRD2"	0.178
"THRA"	"RQCD1"	NA
"THRA"	"HDAC3"	0.464
"STAT3"	"IRF7"	0.57
"STAT3"	"HCK"	0.588
"STAT3"	"ANXA5"	0.493
"STAT3"	"ZNF148"	0.425
"STAT3"	"SDHC"	0.195
"STAT3"	"CXCR4"	0.615
"STAT3"	"DAXX"	0.505
"STAT3"	"DYRK1B"	0.347
"STAT3"	"MCL1"	0.536
"STAT3"	"IL6R"	0.586
"STAT3"	"KPNA6"	0.875
"STAT3"	"NPM1"	0.53
"STAT3"	"CTF1"	0.544
"STAT3"	"PPP2R4"	NA
"STAT3"	"TNF"	0.635
"STAT3"	"BATF"	0.496
"STAT3"	"HDAC3"	0.461
"STAT3"	"SLC39A4"	0.352
"STAT3"	"SP1"	0.49
"STAT3"	"IRF3"	0.541
"STAT3"	"PIAS3"	0.201
"STAT3"	"CSF3R"	0.434
"STAT3"	"STAT5A"	0.57
"STAT3"	"STAT4"	0.458
"STAT3"	"EIF4EBP1"	0.319
"STAT3"	"FOXM1"	0.478
"STAT3"	"MTA1"	0.456
"STAT3"	"NES"	0.274
"STAT3"	"STK11"	0.496
"STAT3"	"HRAS"	0.599
"STAT3"	"NFKB2"	0.402
"STAT3"	"SOCS1"	0.583
"STAT3"	"IL13"	0.532
"STAT3"	"GATA2"	0.53
"STAT3"	"IL7R"	0.465
"STAT3"	"DIRAS3"	0.315
"STAT3"	"IL32"	0.375
"STAT3"	"AKT1"	0.648
"STAT3"	"ECHS1"	0.272
"STAT3"	"SLC9A3R2"	0.135
"STAT3"	"TBX5"	0.436
"FETUB"	"AMBP"	0.434
"AMBP"	"HELT"	0.235
"AMBP"	"TNFRSF10C"	0.121
"AMBP"	"NES"	0.135
"AMBP"	"HBE1"	0.331
"AMBP"	"ECE1"	0.272
"AMBP"	"SH3GL1"	0.228
"AMBP"	"MCL1"	0.356
"AMBP"	"NDP"	0.254
"AMBP"	"TM4SF5"	NA
"AMBP"	"RAB5C"	0.416
"AMBP"	"LPA"	0.175
"AMBP"	"TNIP1"	0.509
"AMBP"	"HINT1"	0.309
"AMBP"	"PCNT"	0.125
"PAIP2"	"VEGFB"	0.51
"PAIP2"	"EIF4A2"	0.898
"PITX1"	"FGF8"	0.469
"PITX1"	"NR5A1"	0.263
"PITX1"	"TBX5"	0.309
"PITX1"	"IRF3"	0.106
"SRF"	"SDHC"	0.196
"SRF"	"FOXK1"	0.386
"SRF"	"AKT1"	0.517
"SRF"	"HDAC3"	0.438
"SRF"	"NFATC4"	0.511
"SRF"	"ACTA1"	0.5
"SRF"	"SP1"	0.603
"SRF"	"LPXN"	0.263
"SRF"	"GTF2F1"	0.473
"ANXA11"	"RPS21"	0.114
"ANXA11"	"NDUFV1"	0.035
"ANXA11"	"SLC9A3R2"	0.068
"ANXA11"	"S100A6"	0.134
"ANXA11"	"PCBP1"	0.036
"ANXA11"	"HLA-DRB1"	0.146
"B3GAT3"	"SP1"	0.372
"B3GAT3"	"EXT2"	0.666
"EXOSC7"	"RPL7"	0.708
"EXOSC7"	"RPL27A"	0.551
"EXOSC7"	"RPL11"	0.577
"EXOSC7"	"RPLP2"	0.551
"EXOSC7"	"RPL15"	0.541
"EXOSC7"	"RPL13A"	0.55
"EXOSC7"	"EXOSC3"	0.902
"EXOSC7"	"RPL10"	0.572
"EXOSC7"	"RPL37"	0.551
"EXOSC7"	"RPL37A"	0.551
"EXOSC7"	"RPL41"	0.541
"EXOSC7"	"ZFP36L1"	0.368
"EXOSC7"	"RPLP0"	0.566
