"symbol1","symbol2"
"LST1","MARVELD1"
"LST1","MICAL1"
"LST1","MRPS12"
"LST1","MYBBP1A"
"LST1","ND2"
"LST1","NDP"
"LST1","NFATC4"
"LST1","NKX6-2"
"LST1","NT5M"
"LST1","NUDC"
"LST1","OGFR"
"MARVELD1","MICAL1"
"MARVELD1","MRPS12"
"MARVELD1","MYBBP1A"
"MARVELD1","ND2"
"MARVELD1","NDP"
"MARVELD1","NKX6-2"
"MARVELD1","NUBP2"
"MARVELD1","NUDC"
"MARVELD1","OGFR"
"MICAL1","MYBBP1A"
"MICAL1","NDP"
"MICAL1","NFATC4"
"MICAL1","NT5M"
"MICAL1","NUBP2"
"MICAL1","OGFR"
"MIDN","NFATC4"
"MPZ","NUBP2"
"MRPS12","MYBBP1A"
"MRPS12","NDP"
"MRPS12","NKX6-2"
"MRPS12","NUDC"
"MYBBP1A","NCK2"
"MYBBP1A","NDP"
"MYBBP1A","NFATC4"
"MYBBP1A","NKX6-2"
"MYBBP1A","NT5M"
"MYBBP1A","NUBP2"
"MYBBP1A","NUDC"
"MYO18B","MYO1A"
"NACAP1","NKX6-2"
"NBR2","NDUFB11"
"ND2","NDP"
"ND2","NUDC"
"NDP","NFATC4"
"NDP","NKX6-2"
"NDP","NT5M"
"NDP","NUBP2"
"NDP","NUDC"
"NDUFB10","NDUFB11"
"NDUFB10","NKX6-2"
"NELL1","NFKB2"
"NES","NR5A1"
"NFATC4","NKX6-2"
"NFATC4","NT5M"
"NFATC4","OGFR"
"NKX6-2","NT5M"
"NKX6-2","NUBP2"
"NKX6-2","NUP210"
"NKX6-2","OGFR"
"NT5M","NUBP2"
"NUBP2","NUDC"
"NUDC","OGFR"
"NUP210","OR4C46"
