"symbol1" "symbol2" "BP"
"CSNK2B" "RANGAP1" 0.13925
"CSNK2B" "RPL4" 0.1955
"CSNK2B" "RPL7" 0.255
"CSNK2B" "RPL8" 0.20025
"CSNK2B" "RPL10" 0.31
"CSNK2B" "RPL15" 0.20025
"CSNK2B" "RPL18" 0.20025
"CSNK2B" "RPL30" 0.2085
"CSNK2B" "RPL27A" 0.1955
"CSNK2B" "RPL41" 0.20025
"CSNK2B" "RPLP0" 0.3105
"CSNK2B" "RPLP2" 0.1955
"CSNK2B" "RPN1" 0.1855
"CSNK2B" "RPS2" 0.27225
"CSNK2B" "RPS9" 0.302
"CSNK2B" "RPS23" 0.24
"CSNK2B" "SET" 0.2705
"CSNK2B" "SH3GL1" 0.33675
"CSNK2B" "STAT5A" 0.35725
"CSNK2B" "SURF4" 0.29025
"CSNK2B" "UQCRC2" 0.14675
"CSNK2B" "HDAC3" 0.35
"CSNK2B" "RPL14" 0.24725
"CSNK2B" "MTA1" 0.34
"CSNK2B" "ZBED1" 0.47925
"CSNK2B" "RAB11B" 0.36
"CSNK2B" "ATP6V1F" 0.29825
"CSNK2B" "COX5A" 0.319
"CSNK2B" "ENTPD4" 0.06875
"CSNK2B" "PRMT5" 0.40675
"CSNK2B" "ZNHIT1" 0.1735
"CSNK2B" "NUDC" 0.237
"CSNK2B" "RPL35" 0.22125
"CSNK2B" "DNAJC9" 0.081
"CSNK2B" "RPL13A" 0.31575
"CSNK2B" "TIMM13" 0.136
"CSNK2B" "ANAPC2" 0.19525
"CSNK2B" "CPSF1" 0.13275
"CSNK2B" "PYCR2" 0.17775
"CSNK2B" "VPS28" 0.257
"CSNK2B" "PAF1" 0.36
"CSNK2B" "MRPL16" 0.15325
"CSNK2B" "ARHGAP17" 0.31575
"CSNK2B" "PPAN" 0.6075
"CSNK2B" "THOC2" 0.1965
"CSNK2B" "LSM2" 0.12925
"CSNK2B" "PDCL3" 0.3105
"CSNK2B" "MUS81" 0.25
"CSNK2B" "PCGF6" 0.22775
"CSNK2B" "ZNF598" 0.16275
"CSNK2B" "KLHDC3" 0.19575
"CSNK2B" "FTSJ3" 0.143
"CSNK2B" "TRAPPC5" 0.172
"CSNK2B" "TUBB" 0.298
"CSNK2B" "TSEN54" 0.04525
"CTF1" "IL6R" 0.5365
"CTF1" "SOS1" 0.51525
"CTF1" "STAT3" 0.47775
"CTSL" "GNB1" 0.216
"CTSL" "HLA-DRB1" 0.39075
"CTSL" "RELB" 0.295
"CTSL" "IFI30" 0.377
"CYBA" "HLA-DRB1" 0.303
"CYBA" "MSN" 0.3015
"CYBA" "PLP2" 0.2365
"CYBA" "VAMP8" 0.36775
"CYBA" "ARPC1B" 0.31275
"CYP4A11" "SMARCD3" 0.344
"CYP4A11" "PLA2G2F" 0.38975
"DAXX" "HSPB1" 0.46675
"DAXX" "NPM1" 0.499
"DAXX" "RELB" 0.40325
"DAXX" "SPN" 0.31
"DAXX" "STAT3" 0.43575
"DAXX" "TP73" 0.48875
"DAXX" "HDAC3" 0.52175
"DAXX" "EXOSC3" 0.29275
"DBH" "PNMT" 0.92725
"DBH" "TH" 0.3775
"DBP" "BATF" 0.13775
"DDOST" "DYNC1H1" 0.24
"DDOST" "EEF2" 0.556
"DDOST" "EIF4A2" 0.30975
"DDOST" "EIF5A" 0.264
"DDOST" "EMD" 0.17975
"DDOST" "GLUD2" 0.22175
"DDOST" "GNAI2" 0.196
"DDOST" "GNB1" 0.30725
"DDOST" "GNB2" 0.151
"DDOST" "GTF2H4" 0.279
"DDOST" "HLA-DRB1" 0.33625
"DDOST" "KIFC1" 0.095
"DDOST" "MARS" 0.35125
"DDOST" "MDH2" 0.203
"DDOST" "MYL6" 0.0365
"DDOST" "NONO" 0.337
"DDOST" "P2RY11" 0.19425
"DDOST" "PCBP1" 0.19825
"DDOST" "PCBP2" 0.27175
"DDOST" "PGK1" 0.284
"DDOST" "PLP2" 0.36275
"DDOST" "POLR2L" 0.31
"DDOST" "POR" 0.2505
"DDOST" "PPIB" 0.12375
"DDOST" "PPP2R5A" 0.2515
"DDOST" "PSMA4" 0.278
"DDOST" "PSMA7" 0.278
"DDOST" "PSMB4" 0.278
"DDOST" "PSMC4" 0.28575
"DDOST" "RAB5C" 0.38975
"DDOST" "RANGAP1" 0.068
"DDOST" "RPL4" 0.37725
"DDOST" "RPL7" 0.3155
"DDOST" "RPL8" 0.38725
"DDOST" "RPL10" 0.3245
"DDOST" "RPL11" 0.288
"DDOST" "RPL15" 0.38725
"DDOST" "RPL18" 0.38725
"DDOST" "RPL30" 0.353
"DDOST" "RPL27A" 0.37725
"DDOST" "RPL32" 0.38725
"DDOST" "RPL37" 0.37725
"DDOST" "RPL37A" 0.37725
"DDOST" "RPL41" 0.38725
"DDOST" "RPLP0" 0.4195
"DDOST" "RPLP2" 0.37725
"DDOST" "RPN1" 0.544
"DDOST" "RPS2" 0.35675
"DDOST" "RPS9" 0.339
"DDOST" "RPS23" 0.356
"DDOST" "SH3GL1" 0.206
"DDOST" "SLC1A5" 0.1425
"DDOST" "SLC3A2" 0.2895
"DDOST" "SMARCD3" 0.248
"DDOST" "STAT3" 0.35925
"DDOST" "SURF4" 0.341
"DDOST" "TBCA" 0.0615
"DDOST" "UQCRC2" 0.3065
"DDOST" "SLC39A7" 0.0845
"DDOST" "CLPP" 0.239
"DDOST" "RBM10" NA
"DDOST" "RFXANK" NA
"DDOST" "RPL14" 0.33175
"DDOST" "ZBED1" 0.43475
"DDOST" "MTA2" 0.21875
"DDOST" "ATP6V1F" 0.2625
"DDOST" "ARPC5" 0.32575
"DDOST" "ARPC1B" 0.2305
"DDOST" "PRMT5" 0.283
"DDOST" "TUBGCP2" 0.066
"DDOST" "OS9" 0.42375
"DDOST" "WDR6" 0.09875
"DDOST" "RPL35" 0.35375
"DDOST" "NUP210" 0.154
"DDOST" "RPL13A" 0.4915
"DDOST" "KPNA6" 0.266
"DDOST" "HSPBP1" 0.19825
"DDOST" "GSPT2" 0.33875
"DDOST" "DHRS7B" 0.22175
"DDOST" "TIMM13" 0.1265
"DDOST" "CPSF1" 0.2125
"DDOST" "SEC61A1" 0.14575
"DDOST" "GEMIN4" 0.16125
"DDOST" "PPAN" 0.02875
"DDOST" "XAB2" 0.29925
"DDOST" "PLSCR3" 0.0285
"DDOST" "THOC2" 0.196
"DDOST" "LSM2" 0.151
"DDOST" "SMAP1" 0.415
"DDOST" "MRPL17" 0.2885
"DDOST" "SMYD3" NA
"DDOST" "MUS81" 0.19975
"DDOST" "SLC44A4" 0.27225
"DDOST" "ZNF598" 0.29475
"DDOST" "ORMDL3" 0.43225
"DDOST" "FTSJ3" 0.153
"DDOST" "TRAPPC5" 0.21275
"DDOST" "TUBB" 0.30425
"DDOST" "POLR2J2" NA
"DDOST" "RNF149" 0.3805
"DDX11" "GTF2H4" 0.42125
"DDX11" "INCENP" 0.19425
"DDX11" "KIFC1" 0.2755
"DDX11" "MARS" 0.3675
"DDX11" "NONO" 0.2285
"DDX11" "PLK1" 0.418
"DDX11" "PSMA4" 0.0925
"DDX11" "PSMC4" 0.182
"DDX11" "RPL4" 0.124
"DDX11" "RRM2" 0.182
"DDX11" "SET" 0.31325
"DDX11" "HDAC3" 0.35675
"DDX11" "PKMYT1" 0.32825
"DDX11" "H2AFY" 0.44225
"DDX11" "MYBBP1A" 0.298
"DDX11" "POLD3" 0.451
"DDX11" "NUDC" 0.06125
"DDX11" "RPL35" 0.189
"DDX11" "DNAJC9" 0.09875
"DDX11" "CPSF1" 0.119
"DDX11" "EXOSC3" 0.28975
"DDX11" "PPAN" 0.27225
"DDX11" "EXOSC5" 0.2915
"DDX11" "CHTF18" 0.617
"DDX11" "MUS81" 0.41925
"DDX11" "KLHDC3" 0.36175
"DDX11" "FTSJ3" 0.1965
"TIMM8A" "MARS" 0.01875
"TIMM8A" "MDH2" 0.025
"TIMM8A" "NDUFB7" 0.01875
"TIMM8A" "NDUFB10" 0.01875
"TIMM8A" "NDUFV1" 0.02075
"TIMM8A" "PSMA4" 0.0455
"TIMM8A" "RPL36AL" NA
"TIMM8A" "RPL37" 0.1715
"TIMM8A" "RPS23" 0.118
"TIMM8A" "SDHC" 0.03825
"TIMM8A" "SET" 0.03875
"TIMM8A" "SURF4" 0.1505
"TIMM8A" "UQCRC2" 0.14225
"TIMM8A" "RPL14" 0.13825
"TIMM8A" "COX5A" 0
"TIMM8A" "JOSD1" 0.06175
"TIMM8A" "RPL35" 0.14675
"TIMM8A" "TIMM13" 0.5305
"TIMM8A" "UQCRQ" 0
"TIMM8A" "LSM2" 0.03825
"TIMM8A" "MRPL17" 0.0195
"TIMM8A" "CHCHD4" 0.09325
"DLX5" "MSX1" 0.2805
"DYNC1H1" "DNM2" 0.47525
"DYNC1H1" "EEF2" 0.24025
"DYNC1H1" "FLII" NA
"DYNC1H1" "GNAI2" 0.15025
"DYNC1H1" "GNB1" 0.16825
"DYNC1H1" "GNL1" 0.214
"DYNC1H1" "HLA-DRB1" 0.3005
"DYNC1H1" "KIFC1" 0.61275
"DYNC1H1" "MARS" 0.07225
"DYNC1H1" "MDH2" 0.02625
"DYNC1H1" "PCBP1" 0.0795
"DYNC1H1" "PCNT" 0.679
"DYNC1H1" "PEPD" 0.0705
"DYNC1H1" "PLK1" 0.48525
"DYNC1H1" "PSMA4" 0.038
"DYNC1H1" "PSMA7" 0.038
"DYNC1H1" "PSMB4" 0.038
"DYNC1H1" "PSMC4" 0.1505
"DYNC1H1" "RPL4" 0.1855
"DYNC1H1" "RPL8" 0.1775
"DYNC1H1" "RPL18" 0.1775
"DYNC1H1" "RPL30" 0.1685
"DYNC1H1" "RPLP0" 0.278
"DYNC1H1" "RPLP2" 0.1855
"DYNC1H1" "TPM2" 0.2685
"DYNC1H1" "RPL14" 0.3075
"DYNC1H1" "ENTPD4" 0.02175
"DYNC1H1" "PRMT5" 0.32325
"DYNC1H1" "MYBBP1A" 0.23725
"DYNC1H1" "NUDC" 0.07425
"DYNC1H1" "TUBGCP2" 0.51625
"DYNC1H1" "RPL35" 0.2655
"DYNC1H1" "GABARAP" 0.3085
"DYNC1H1" "PSME4" 0.14675
"DYNC1H1" "GSPT2" 0.12225
"DYNC1H1" "TIMM13" 0.2665
"DYNC1H1" "CPSF1" 0.1635
"DYNC1H1" "PYCR2" 0.04425
"DYNC1H1" "DYNC1LI1" 0.7025
"DYNC1H1" "PPAN" 0.61525
"DYNC1H1" "THOC2" 0.225
"DYNC1H1" "KLC2" 0.4995
"DYNC1H1" "ZNF598" 0.0555
"DYNC1H1" "OSBPL1A" 0.288
"DYNC1H1" "TRAPPC5" 0.4115
"DYNC1H1" "TUBB" 0.63175
"DYNC1H1" "TUBB2B" 0.52375
"DNM2" "HCK" 0.46175
"DNM2" "PPIB" 0.198
"DNM2" "RPS2" 0.35075
"DNM2" "SH3GL1" 0.277
"DNM2" "VAV1" 0.48825
"DNM2" "PSTPIP1" 0.26575
"DNM2" "MPHOSPH6" 0.179
"DNM2" "KLC2" 0.2665
"TSC22D3" "NFKB2" 0.47175
"ECE1" "IGF2R" 0.10025
"ECE1" "LAMP1" 0.13075
"ECE1" "DNAJC5" 0.14
"ECHS1" "GSS" 0.587
"ECHS1" "HINT1" 0.409
"ECHS1" "IDH2" 0.539
"ECHS1" "MDH2" 0.57375
"ECHS1" "NDUFB10" 0.548
"ECHS1" "NDUFV1" 0.57375
"ECHS1" "PGK1" 0.607
"ECHS1" "RPS2" 0.44775
"ECHS1" "SDHC" 0.697
"ECHS1" "STAT3" 0.2425
"ECHS1" "UBE2V1" 0.2425
"ECHS1" "UGP2" 0.5815
"ECHS1" "UQCRC2" 0.57375
"ECHS1" "CLPP" 0.534
"ECHS1" "COX5A" 0.49425
"ECHS1" "CCS" 0.11375
"ECHS1" "TXN2" 0.61875
"ECHS1" "DHRS7B" 0.4025
"ECHS1" "UQCRQ" 0.4965
"ECHS1" "ACAD9" 0.67525
"ECHS1" "CNDP2" 0.103
"ECHS1" "MRPS24" 0.14475
"ECHS1" "DDA1" 0.155
"PHC1" "EEF1G" 0.13825
"PHC1" "HDAC3" 0.30775
"PHC1" "MTA1" 0.25625
"PHC1" "ANAPC2" 0.26075
"PHC1" "PCGF6" 0.60425
"PHC1" "KLHDC3" 0.30725
"EEF1G" "EEF2" 0.5545
"EEF1G" "EIF5A" 0.2365
"EEF1G" "FRG1" 0.32075
"EEF1G" "GTF2H4" 0.26125
"EEF1G" "NPM1" 0.14875
"EEF1G" "P2RY11" 0.2015
"EEF1G" "PFDN1" NA
"EEF1G" "PPIB" 0.18625
"EEF1G" "PSMB4" 0.26825
"EEF1G" "RPL4" 0.3895
"EEF1G" "RPL7" 0.3135
"EEF1G" "RPL8" 0.41775
"EEF1G" "RPL11" 0.2395
"EEF1G" "RPL18" 0.41775
"EEF1G" "RPL37A" 0.3895
"EEF1G" "RPLP0" 0.35525
"EEF1G" "RPLP2" 0.3895
"EEF1G" "RPS2" 0.35775
"EEF1G" "RPS23" 0.3745
"EEF1G" "PIAS1" 0.2255
"EEF1G" "MTA1" 0.2845
"EEF1G" "MYBBP1A" 0.25925
"EEF1G" "NUDC" 0.0725
"EEF1G" "RPL35" 0.3615
"EEF1G" "CPSF1" 0.23375
"EEF1G" "PPAN" 0.0265
"EEF1G" "EXOSC5" 0.31975
"EEF1G" "XAB2" 0.303
"EEF1G" "LSM2" 0.221
"EEF1G" "MUS81" 0.2635
"EEF1G" "FTSJ3" 0.166
"EEF1G" "TSEN54" 0.14025
"EEF2" "EIF4A2" 0.48525
"EEF2" "EIF4EBP1" 0.3445
"EEF2" "EIF5A" 0.4435
"EEF2" "FAU" NA
"EEF2" "FLII" NA
"EEF2" "GLUD2" 0.2365
"EEF2" "GNB1" 0.21825
"EEF2" "GNB2" 0.159
"EEF2" "GNL1" 0.37875
"EEF2" "HINT1" 0.36375
"EEF2" "IDH2" 0.1535
"EEF2" "MARS" 0.32775
"EEF2" "MDH2" 0.196
"EEF2" "MSN" 0.2665
"EEF2" "MYL6" 0.02375
"EEF2" "NDUFV1" 0.15425
"EEF2" "NONO" 0.3125
"EEF2" "NPM1" 0.27375
"EEF2" "P2RY11" 0.1645
"EEF2" "PCBP1" 0.27175
"EEF2" "PCBP2" 0.294
"EEF2" "PGK1" 0.21075
"EEF2" "POLR2L" 0.33475
"EEF2" "PPIB" 0.13275
"EEF2" "PSMA4" 0.283
"EEF2" "PSMA7" 0.283
"EEF2" "PSMB4" 0.283
"EEF2" "PSMC4" 0.328
"EEF2" "RAB5C" 0.4215
"EEF2" "RANGAP1" 0.117
"EEF2" "RPL4" 0.5255
"EEF2" "RPL7" 0.416
"EEF2" "RPL8" 0.5335
"EEF2" "RPL10" 0.42975
"EEF2" "RPL11" 0.359
"EEF2" "RPL15" 0.5335
"EEF2" "RPL18" 0.5335
"EEF2" "RPL30" 0.44225
"EEF2" "RPL27A" 0.5255
"EEF2" "RPL32" 0.5335
"EEF2" "RPL36AL" NA
"EEF2" "RPL37" 0.5255
"EEF2" "RPL37A" 0.5255
"EEF2" "RPL41" 0.5335
"EEF2" "RPLP0" 0.44275
"EEF2" "RPLP2" 0.5255
"EEF2" "MRPS12" 0.629
"EEF2" "RPN1" 0.38375
"EEF2" "RPS2" 0.489
"EEF2" "RPS9" 0.5035
"EEF2" "RPS21" 0.461
"EEF2" "RPS23" 0.47175
"EEF2" "RRM2" 0.2025
"EEF2" "SET" 0.3195
"EEF2" "SH3GL1" 0.20775
"EEF2" "STAT3" 0.25225
"EEF2" "SURF4" 0.4195
"EEF2" "TSC2" 0.26375
"EEF2" "UGP2" 0.2015
"EEF2" "UQCRC2" 0.2175
"EEF2" "CLPP" 0.2745
"EEF2" "HIST1H2AC" 0.10875
"EEF2" "EIF4G3" 0.69625
"EEF2" "SQSTM1" 0.24625
"EEF2" "RPL14" 0.441
"EEF2" "RAB11B" 0.394
"EEF2" "ATP6V1F" 0.25675
"EEF2" "COX5A" 0.16475
"EEF2" "ENTPD4" 0.1695
"EEF2" "ARPC1B" 0.29975
"EEF2" "NPM3" 0.042
"EEF2" "PRMT5" 0.23125
"EEF2" "MYBBP1A" 0.30175
"EEF2" "NUDC" 0.08475
"EEF2" "RPL35" 0.48425
"EEF2" "GABARAP" 0.17675
"EEF2" "EXOSC7" 0.24575
"EEF2" "WDTC1" 0.313
"EEF2" "DNAJC9" 0.0245
"EEF2" "HARS2" 0.53525
"EEF2" "RPL13A" 0.559
"EEF2" "KPNA6" 0.266
"EEF2" "HSPBP1" 0.30275
"EEF2" "GSPT2" 0.491
"EEF2" "TXN2" 0.16475
"EEF2" "DHRS7B" 0.19475
"EEF2" "TIMM13" 0.16675
"EEF2" "ANAPC2" 0.17825
"EEF2" "CPSF1" 0.28425
"EEF2" "PYCR2" 0.35525
"EEF2" "SEC61A1" 0.182
"EEF2" "VPS28" 0.29725
"EEF2" "ISYNA1" 0.14225
"EEF2" "DPH5" 0.78175
"EEF2" "LSM7" 0.26125
"EEF2" "MRPL16" 0.595
"EEF2" "PPAN" 0.028
"EEF2" "XAB2" 0.3285
"EEF2" "THOC2" 0.246
"EEF2" "LSM2" 0.26125
"EEF2" "MRPL17" 0.57725
"EEF2" "MRPS24" 0.595
"EEF2" "PDCL3" 0.29975
"EEF2" "MUS81" 0.20875
"EEF2" "RHOT2" 0.1725
"EEF2" "ZNF598" 0.4545
"EEF2" "FTSJ3" 0.17825
"EEF2" "TRAPPC5" 0.3195
"EEF2" "HIPK4" NA
"EEF2" "TUBB" 0.29075
"EEF2" "MRPL21" 0.57725
"EEF2" "HIST1H2AA" 0.08975
"EEF2" "POLR2J2" NA
"EEF2" "TUBB2B" 0.15825
"EGR1" "HRAS" 0.46125
"EGR1" "IFIT2" 0.34525
"EGR1" "IRF2" 0.5125
"EGR1" "IRF3" 0.5125
"EGR1" "IRF7" 0.497
"EGR1" "NPM1" 0.37525
"EGR1" "PITX1" 0.088
"EGR1" "SP1" 0.51775
"EGR1" "SRF" 0.49775
"EGR1" "STAT3" 0.47175
"EGR1" "GDF15" 0.41625
"EIF4A2" "EIF4EBP1" 0.4125
"EIF4A2" "EIF5A" 0.254
"EIF4A2" "GNAI2" 0.1505
"EIF4A2" "GNB1" 0.105
"EIF4A2" "GNB2" 0.10875
"EIF4A2" "GNL1" 0.1285
"EIF4A2" "GTF2H4" 0.30025
"EIF4A2" "MARS" 0.28375
"EIF4A2" "MDH2" 0.222
"EIF4A2" "MYL6" 0.01975
"EIF4A2" "NONO" 0.268
"EIF4A2" "NPM1" 0.21725
"EIF4A2" "P2RY11" 0.12925
"EIF4A2" "PCBP1" 0.30875
"EIF4A2" "PCBP2" 0.26
"EIF4A2" "PFDN1" NA
"EIF4A2" "PFDN2" 0.07525
"EIF4A2" "PGK1" 0.21375
"EIF4A2" "PLK1" 0.196
"EIF4A2" "PPIB" 0.1145
"EIF4A2" "PSMA4" 0.305
"EIF4A2" "PSMA7" 0.305
"EIF4A2" "PSMB4" 0.305
"EIF4A2" "PSMC4" 0.3335
"EIF4A2" "RANGAP1" 0.1565
"EIF4A2" "RPL4" 0.556
"EIF4A2" "RPL7" 0.44275
"EIF4A2" "RPL8" 0.56375
"EIF4A2" "RPL10" 0.46575
"EIF4A2" "RPL11" 0.34875
"EIF4A2" "RPL15" 0.56375
"EIF4A2" "RPL18" 0.56375
"EIF4A2" "RPL30" 0.45075
"EIF4A2" "RPL27A" 0.556
"EIF4A2" "RPL32" 0.56375
"EIF4A2" "RPL36AL" NA
"EIF4A2" "RPL37" 0.556
"EIF4A2" "RPL37A" 0.556
"EIF4A2" "RPL41" 0.56375
"EIF4A2" "RPLP0" 0.46225
"EIF4A2" "RPLP2" 0.556
"EIF4A2" "RPN1" 0.40875
"EIF4A2" "RPS2" 0.522
"EIF4A2" "RPS9" 0.4875
"EIF4A2" "RPS23" 0.49825
"EIF4A2" "SURF4" 0.0715
"EIF4A2" "HIST1H2AC" 0.14675
"EIF4A2" "EIF4G3" 0.9005
"EIF4A2" "RPL14" 0.4675
"EIF4A2" "PRMT5" 0.1865
"EIF4A2" "RPL35" 0.514
"EIF4A2" "HARS2" 0.577
"EIF4A2" "RPL13A" 0.545
"EIF4A2" "KPNA6" 0
"EIF4A2" "GSPT2" 0.535
"EIF4A2" "CPSF1" 0.28325
"EIF4A2" "PYCR2" 0.33975
"EIF4A2" "CAB39" 0.29225
"EIF4A2" "PRMT8" 0.3185
"EIF4A2" "PPAN" 0.0275
"EIF4A2" "THOC2" 0.1685
"EIF4A2" "SMAP1" 0.08275
"EIF4A2" "MUS81" 0.21475
"EIF4A2" "ZNF598" 0.41325
"EIF4A2" "FTSJ3" 0.217
"EIF4A2" "TRAPPC5" 0.0215
"EIF4A2" "TUBB" 0.0855
"EIF4EBP1" "RPLP0" 0.3265
"EIF4EBP1" "TSC2" 0.30575
"EIF4EBP1" "PIM2" 0.38625
"EIF5A" "EMD" 0.34775
"EIF5A" "GNB1" 0.141
"EIF5A" "GNB2" 0.1145
"EIF5A" "GNL1" 0.15125
"EIF5A" "GTF2H4" 0.22375
"EIF5A" "HINT1" 0.33175
"EIF5A" "IDH2" 0.112
"EIF5A" "KIFC1" 0.22575
"EIF5A" "MARS" 0.18525
"EIF5A" "MDH2" 0.1225
"EIF5A" "MYL6" 0.039
"EIF5A" "NDUFV1" 0.09175
"EIF5A" "NONO" 0.25725
"EIF5A" "NPM1" 0.414
"EIF5A" "P2RY11" 0.1135
"EIF5A" "PCBP1" 0.19425
"EIF5A" "PCBP2" 0.17925
"EIF5A" "PEPD" 0.24625
"EIF5A" "PFDN2" 0.13675
"EIF5A" "PGK1" 0.16275
"EIF5A" "PLK1" 0.303
"EIF5A" "POLR2L" 0.265
"EIF5A" "POR" 0.142
"EIF5A" "PPIB" 0.1295
"EIF5A" "PPP2R5A" 0.31775
"EIF5A" "PSMA4" 0.17175
"EIF5A" "PSMA7" 0.17175
"EIF5A" "PSMB4" 0.17175
"EIF5A" "PSMC4" 0.2215
"EIF5A" "RAB5B" 0.361
"EIF5A" "RAB5C" 0.39
"EIF5A" "RANGAP1" 0.37325
"EIF5A" "RPL4" 0.438
"EIF5A" "RPL7" 0.37525
"EIF5A" "RPL8" 0.438
"EIF5A" "RPL10" 0.45775
"EIF5A" "RPL11" 0.3655
"EIF5A" "RPL15" 0.438
"EIF5A" "RPL18" 0.438
"EIF5A" "RPL30" 0.3735
"EIF5A" "RPL27A" 0.438
"EIF5A" "RPL32" 0.438
"EIF5A" "RPL36AL" NA
"EIF5A" "RPL37" 0.438
"EIF5A" "RPL37A" 0.438
"EIF5A" "RPLP0" 0.3855
"EIF5A" "RPLP2" 0.438
"EIF5A" "MRPS12" 0.34275
"EIF5A" "RPN1" 0.21825
"EIF5A" "RPS2" 0.4295
"EIF5A" "RPS9" 0.524
"EIF5A" "RPS23" 0.3975
"EIF5A" "RRM2" 0.12825
"EIF5A" "SH3GL1" 0.15925
"EIF5A" "SURF4" 0.294
"EIF5A" "UGP2" 0.11725
"EIF5A" "UQCRC2" 0.281
"EIF5A" "RPL14" 0.3905
"EIF5A" "MTA1" 0.219
"EIF5A" "ZBED1" 0.49075
"EIF5A" "ATP6V1F" 0.3165
"EIF5A" "COX5A" 0.14125
"EIF5A" "ARPC5" 0.26975
"EIF5A" "ARPC1B" 0.245
"EIF5A" "PRMT5" 0.21975
"EIF5A" "ZNHIT1" 0.1075
"EIF5A" "MYBBP1A" 0.3135
"EIF5A" "AGPAT1" 0.2705
"EIF5A" "RPL35" 0.4155
"EIF5A" "GABARAP" 0.342
"EIF5A" "RPL13A" 0.4215
"EIF5A" "GSPT2" 0.25925
"EIF5A" "TIMM13" 0.341
"EIF5A" "CPSF1" 0.4225
"EIF5A" "PYCR2" 0.14925
"EIF5A" "SEC61A1" 0.361
"EIF5A" "FIS1" 0.34575
"EIF5A" "ISYNA1" 0.0865
"EIF5A" "PCBP3" 0.27
"EIF5A" "MRPL16" 0.3
"EIF5A" "PPAN" 0.04675
"EIF5A" "EXOSC5" 0.18725
"EIF5A" "XAB2" 0.22725
"EIF5A" "LSM2" 0.171
"EIF5A" "SMAP1" 0.25775
"EIF5A" "MRPL17" 0.269
"EIF5A" "PDCL3" 0.29075
"EIF5A" "ZNF598" 0.25025
"EIF5A" "ORMDL3" 0.2965
"EIF5A" "FTSJ3" 0.11825
"EIF5A" "TRAPPC5" 0.36125
"EIF5A" "TUBB" 0.26625
"EIF5A" "POLR2J2" NA
"ELAVL3" "PRMT8" NA
"ELF4" "NPM1" 0.328
"ELF4" "SET" 0.35625
"EMD" "MYL6" 0.38375
"EMD" "HDAC3" 0.30725
"EMD" "MTA1" 0.25375
"EMD" "RPL35" 0.19175
"EMD" "SEC61A1" 0.30675
"EMD" "LSM2" 0.10425
"EMD" "FATE1" 0.1605
"EMD" "TUBB" 0.2985
"EPHB3" "PTPRU" 0.3405
"EPHB3" "ILKAP" NA
"EXT2" "SURF4" 0.12375
"EXT2" "SEC61A1" 0.05475
"FANCG" "FOXM1" 0.3215
"FANCG" "PLK1" 0.22875
"FANCG" "RTN2" NA
"FANCG" "ZBED1" 0.4385
"FANCG" "FTSJ3" 0.2585
"FAU" "MSN" NA
"FAU" "MYL6" NA
"FAU" "NPM1" NA
"FAU" "PCBP1" NA
"FAU" "PSMB4" NA
"FAU" "RPL4" NA
"FAU" "RPL7" NA
"FAU" "RPL8" NA
"FAU" "RPL10" NA
"FAU" "RPL11" NA
"FAU" "RPL15" NA
"FAU" "RPL18" NA
"FAU" "RPL30" NA
"FAU" "RPL27A" NA
"FAU" "RPL32" NA
"FAU" "RPL36AL" NA
"FAU" "RPL37" NA
"FAU" "RPL37A" NA
"FAU" "RPL41" NA
"FAU" "RPLP0" NA
"FAU" "RPLP2" NA
"FAU" "MRPS12" NA
"FAU" "RPN1" NA
"FAU" "RPS2" NA
"FAU" "RPS9" NA
"FAU" "RPS21" NA
"FAU" "RPS23" NA
"FAU" "SET" NA
"FAU" "SH3GL1" NA
"FAU" "STK24" NA
"FAU" "RPL14" NA
"FAU" "ARPC5" NA
"FAU" "RPL35" NA
"FAU" "GABARAP" NA
"FAU" "RPL13A" NA
"FAU" "VPS28" NA
"FAU" "MRPL16" NA
"FAU" "MRPL17" NA
"FAU" "MRPS24" NA
"FAU" "POLR2J2" NA
"FGF8" "GBX2" 0.56575
"FGF8" "MSX1" 0.4255
"FGF8" "LHX2" 0.803
"FHIT" "HINT1" 0.6455
"FHIT" "MDH2" 0.34225
"FOXM1" "KIFC1" 0.239
"FOXM1" "PLK1" 0.53475
"FOXM1" "RRM2" 0.36975
"FOXM1" "SP1" 0.48875
"FOXM1" "STAT3" 0.39875
"FOXM1" "TACC3" 0.34875
"FLII" "GNAI2" NA
"FLII" "HSPB1" NA
"FLII" "RPL7" NA
"FLII" "RPLP2" NA
"FLII" "RPS9" NA
"FLII" "HDAC3" NA
"FLII" "ARPC1B" NA
"FLII" "MYBBP1A" NA
"FLII" "NUDC" NA
"FRG1" "GTF2F1" 0.85825
"FRG1" "MSN" 0.4415
"FRG1" "NPM1" 0.5375
"FRG1" "PCBP1" 0.85825
"FRG1" "PSMA4" 0.24825
"FRG1" "PSMA7" 0.24825
"FRG1" "PSMB4" 0.24825
"FRG1" "RPL4" 0.636
"FRG1" "RPL11" 0.636
"FRG1" "RPL18" 0.636
"FRG1" "RPL32" 0.636
"FRG1" "RPL36AL" NA
"FRG1" "RPL37" 0.636
"FRG1" "RPL37A" 0.636
"FRG1" "RPS9" 0.636
"FRG1" "RPS23" 0.636
"FRG1" "RRM2" 0.29575
"FRG1" "SET" 0.6375
"FRG1" "SF3A2" 0.85825
"FRG1" "PIAS1" 0.47025
"FRG1" "HDAC3" 0.4555
"FRG1" "RPL14" 0.636
