"symbol1"	"symbol2"	"BP"
"COX7C"	"TBCA"	0.103
"HSPB1"	"STAT3"	0.536
"HSPB1"	"AKT1"	0.595
"HSPB1"	"ANXA5"	0.511
"HSPB1"	"DAXX"	0.536
"HSPB1"	"PFDN2"	0.2
"HSPB1"	"CRK"	0.567
"HSPB1"	"NDUFV1"	0.13
"HSPB1"	"MSN"	0.412
"HSPB1"	"ACTA1"	0.358
"HSPB1"	"HN1"	NA
"HSPB1"	"PPP2R4"	NA
"HSPB1"	"TNF"	0.538
"DGCR6L"	"UFD1L"	NA
"DGCR6L"	"PRODH"	NA
"DGCR6L"	"TBX1"	NA
"GGT1"	"CSAD"	NA
"GGT1"	"TBX1"	0.286
"GGT1"	"MGAM"	0.137
"GGT1"	"GCAT"	1
"GGT1"	"HRAS"	0.424
"GGT1"	"FOXM1"	0.357
"GGT1"	"AKT1"	0.418
"GGT1"	"TXNRD2"	0.181
"GGT1"	"ITGA2B"	0.139
"GGT1"	"CNDP2"	1
"GGT1"	"TNF"	0.396
"GGT1"	"GLUD2"	0.382
"GGT1"	"GSTM1"	0.363
"GGT1"	"GCLM"	0.537
"GGT1"	"RPL27A"	0.381
"GGT1"	"S100A12"	0.471
"GGT1"	"ANXA5"	0.369
"GGT1"	"SDHC"	0.306
"PIAS1"	"DAXX"	0.504
"PIAS1"	"MTA1"	0.506
"PIAS1"	"IL6R"	0.492
"PIAS1"	"RANGAP1"	0.055
"PIAS1"	"STAT3"	0.498
"PIAS1"	"STAT5A"	0.419
"PIAS1"	"STAT4"	0.445
"PIAS1"	"GTF2H4"	0.446
"PIAS1"	"AKT1"	0.447
"PIAS1"	"MSX1"	0.164
"PIAS1"	"UBE2R2"	0.527
"CD68"	"IFI30"	0.479
"CD68"	"CXCR4"	0.805
"CD68"	"SIGLEC1"	0.337
"CD68"	"TNF"	0.721
"CD68"	"CD207"	0.714
"CD68"	"SPN"	0.805
"CD68"	"CD7"	0.805
"CD68"	"IL13"	0.344
"CD68"	"VWF"	0.774
"CD68"	"TNFSF13"	0.571
"CD68"	"AKT1"	0.572
"CHRNA10"	"CHRNG"	0.888
"KLF16"	"FOXK1"	0.518
"KLF16"	"SIN3B"	0.88
"CNGB1"	"CNGA2"	NA
"SEC14L5"	"B3GAT3"	NA
"PHC1"	"ANAPC2"	0.171
"PHC1"	"HIST1H2AC"	0.528
"PHC1"	"TFCP2"	0.234
"PHC1"	"PRMT5"	0.206
"PHC1"	"PCGF6"	0.625
"BST2"	"LILRA4"	0.298
"BST2"	"IFIT2"	0.549
"BST2"	"RIPK1"	0.425
"BST2"	"IRF3"	0.563
"BST2"	"TREX1"	0.36
"BST2"	"TRIM22"	0.619
"BST2"	"ADAR"	0.573
"BST2"	"IRF7"	0.605
"BST2"	"IRF2"	0.612
"BST2"	"IFITM1"	0.837
"BST2"	"HLA-G"	0.541
"LSM7"	"PCBP2"	0.498
"LSM7"	"KLC2"	0.059
"LSM7"	"GTF2F1"	0.516
"LSM7"	"POLR2L"	0.489
"LSM7"	"LSM2"	1
"LSM7"	"CPSF1"	0.67
"LSM7"	"EEF2"	0.288
"LSM7"	"LSMD1"	NA
"LSM7"	"XAB2"	0.695
"LSM7"	"CTNNBL1"	0.565
"LSM7"	"RPL35"	0.528
"LSM7"	"PCBP1"	0.678
"LSM7"	"FAU"	NA
"ACTN4"	"MYL6"	0.22
"ACTN4"	"GNB2"	0.3
"ACTN4"	"TMSB4X"	0.57
"ACTN4"	"NDUFB10"	0.098
"ACTN4"	"LIMS2"	0.289
"ACTN4"	"TRIM3"	0.248
"ACTN4"	"APOL1"	0.353
"ACTN4"	"CALML5"	0.465
"ACTN4"	"ACTA1"	0.35
"ACTN4"	"SQSTM1"	0.471
"ACTN4"	"LIMD1"	0.544
"ACTN4"	"TPM2"	0.265
"ACTN4"	"CABP2"	0.414
"ACTN4"	"SOS1"	0.531
"ACTN4"	"VWF"	0.38
"ACTN4"	"VEGFB"	0.448
"ACTN4"	"MIB2"	0.297
"ACTN4"	"AKT1"	0.483
"ACTN4"	"ITGA2B"	0.311
"ACTN4"	"CALB2"	0.173
"ACTN4"	"SLC9A3R2"	0.481
"ACTN4"	"CAMK2A"	0.44
"ACTN4"	"PIP5K1C"	0.437
"ACTN4"	"DNM2"	0.541
"ACTN4"	"PF4"	0.45
"ACTN4"	"TNNT3"	0.249
"ARPC1B"	"PSMA7"	0.012
"ARPC1B"	"ARPC5"	0.808
"ARPC1B"	"EPHB3"	0.263
"ARPC1B"	"ARPC4"	0.905
"ARPC1B"	"ACTA1"	0.265
"GDF15"	"TSPAN4"	0.578
"GDF15"	"PITX1"	0.299
"GDF15"	"AKT1"	0.577
"GDF15"	"TNF"	0.526
"TNNI2"	"CHRNG"	0.546
"TNNI2"	"MYL6"	0.771
"TNNI2"	"TCAP"	0.51
"TNNI2"	"MYL3"	0.716
"TNNI2"	"CALB2"	0.14
"TNNI2"	"TNNI1"	0.857
"TNNI2"	"KCNIP2"	0.463
"TNNI2"	"TNNT2"	0.674
"TNNI2"	"ACTA1"	0.739
"TNNI2"	"CALML5"	0.312
"TNNI2"	"CABP2"	0.548
"TNNI2"	"TNNT3"	0.813
"TNNI2"	"TPM2"	0.755
"TUBGCP2"	"CSNK1E"	0.287
"TUBGCP2"	"TUBB2B"	0.624
"TUBGCP2"	"KIFC1"	0.677
"TUBGCP2"	"AZI1"	NA
"TUBGCP2"	"PCNT"	0.678
"TUBGCP2"	"TUBB"	0.574
"TUBGCP2"	"KIF25"	0.534
"TUBGCP2"	"DYNC1H1"	0.549
"TUBGCP2"	"PLK1"	0.413
"TUBGCP2"	"NUMA1"	0.459
"HBZ"	"HBD"	0.8
"HBZ"	"PAH"	0.194
"HBZ"	"SP1"	0.11
"HBZ"	"AMBP"	0.202
"HBZ"	"TH"	0.055
"HBZ"	"HBE1"	0.8
"HBZ"	"ECHS1"	0.308
"LAMA5"	"RAPSN"	0.266
"LAMA5"	"ITGA2B"	0.533
"LAMA5"	"ACTA1"	0.399
"PPP1R1B"	"CXCR4"	0.529
"PPP1R1B"	"CALB2"	0.343
"PPP1R1B"	"CSNK2B"	0.5
"PPP1R1B"	"TH"	0.297
"PPP1R1B"	"PPP2R4"	NA
"NUP210"	"INCENP"	0.056
"NUP210"	"RANGAP1"	0.322
"NUP210"	"GEMIN4"	0.456
"NUP210"	"GEMIN7"	0.461
"NUP210"	"OS9"	0.287
"NUP210"	"CPSF1"	0.375
"NUP210"	"NES"	0.077
"NUP210"	"THOC6"	0.591
"NUP210"	"NONO"	0.176
"NUP210"	"POM121"	0.959
"NUP210"	"NPM1"	0.247
"ILKAP"	"EPHB3"	NA
"ILKAP"	"RIPK1"	NA
"ILKAP"	"LIMK2"	NA
"ILKAP"	"TYRO3"	NA
"ILKAP"	"STK11"	NA
"ILKAP"	"PIM2"	NA
"ILKAP"	"HCK"	NA
"SCLY"	"HYI"	NA
"SCLY"	"TXNRD2"	0.051
"HSPBP1"	"BRSK1"	0.151
"TMEM66"	"RPN1"	NA
"TMEM66"	"OS9"	NA
"ITIH5"	"SLC3A2"	NA
"HRK"	"BBC3"	0.758
"HRK"	"BAD"	0.461
"HRK"	"MCL1"	0.435
"POM121"	"RANGAP1"	0.381
"POM121"	"INCENP"	0.045
"POM121"	"GEMIN4"	0.599
"POM121"	"NPM1"	0.266
"POM121"	"GEMIN7"	0.579
"POM121"	"THOC6"	0.618
"POM121"	"CPSF1"	0.422
"CD63"	"VWF"	0.473
"CD63"	"ANXA5"	0.495
"CD63"	"ITGA2B"	0.456
"CD63"	"CXCR4"	0.482
"CD63"	"LAMP1"	0.474
"CD63"	"TGOLN2"	0.323
"CD63"	"SLC29A2"	0.284
"MPHOSPH6"	"RPL37"	0.321
"MPHOSPH6"	"RPL37A"	0.321
"MPHOSPH6"	"RPL7"	0.615
"MPHOSPH6"	"RPL27A"	0.321
"MPHOSPH6"	"RPL41"	0.315
"MPHOSPH6"	"RPL11"	0.324
"MPHOSPH6"	"RPLP0"	0.385
"MPHOSPH6"	"RPS9"	0.459
"MPHOSPH6"	"RPLP2"	0.321
"MPHOSPH6"	"RPL14"	0.599
"MPHOSPH6"	"RPL30"	0.245
"MPHOSPH6"	"RPL35"	0.457
"MPHOSPH6"	"RPS2"	0.5
"MPHOSPH6"	"RPL18"	0.315
"MPHOSPH6"	"RPL32"	0.315
"MPHOSPH6"	"RPL4"	0.321
"MPHOSPH6"	"RPL36AL"	NA
"MPHOSPH6"	"RPL15"	0.315
"MPHOSPH6"	"RPL13A"	0.291
"MPHOSPH6"	"RPL8"	0.315
"MPHOSPH6"	"EXOSC3"	0.495
"MPHOSPH6"	"EXOSC7"	0.529
"MPHOSPH6"	"RPL10"	0.386
"CAB39"	"RTN4RL2"	0.434
"CAB39"	"CAMKK2"	0.651
"CAB39"	"UBL5"	0.47
"CAB39"	"STK11"	0.564
"CAB39"	"OPTC"	NA
"CAB39"	"STK24"	0.637
"CAB39"	"CHAD"	NA
"CAB39"	"BRSK1"	0.522
"CAB39"	"DCXR"	0.191
"CAB39"	"LRG1"	1
"CAB39"	"IGFALS"	0.614
"CAB39"	"GP9"	0.269
"THSD1"	"ADAMTS4"	NA
"THSD1"	"ADAMTS13"	NA
"THSD1"	"ADAMTSL2"	NA
"CHAD"	"EEF1G"	NA
"CHAD"	"RASL10B"	NA
"CHAD"	"GNB2"	NA
"CHAD"	"LRRC20"	NA
"CHAD"	"GNB1"	NA
"CHAD"	"HRAS"	NA
"CHAD"	"DIRAS3"	NA
"CHAD"	"DIRAS2"	NA
"CHAD"	"GNAI2"	NA
"CHAD"	"ITGA2B"	NA
"RPL35"	"RPS23"	0.831
"RPL35"	"EEF1G"	0.39
"RPL35"	"SLC3A2"	0.204
"RPL35"	"RPL32"	0.903
"RPL35"	"RPL7"	0.966
"RPL35"	"HINT1"	0.51
"RPL35"	"EIF4A2"	0.528
"RPL35"	"SDSL"	0.11
"RPL35"	"EIF5A"	0.434
"RPL35"	"FAU"	NA
"RPL35"	"RPL8"	0.903
"RPL35"	"EXOSC7"	0.539
"RPL35"	"RPL37"	0.914
"RPL35"	"RPL11"	0.678
"RPL35"	"RPL27A"	0.914
"RPL35"	"RPS21"	0.832
"RPL35"	"RPLP2"	0.914
"RPL35"	"MRPL16"	0.543
"RPL35"	"RPS9"	0.852
"RPL35"	"RPS2"	0.891
"RPL35"	"DDOST"	0.417
"RPL35"	"RPL4"	0.914
"RPL35"	"RPL36AL"	NA
"RPL35"	"RPL18"	0.903
"RPL35"	"EEF2"	0.516
"RPL35"	"RPL15"	0.903
"RPL35"	"RPN1"	0.524
"RPL35"	"RPL13A"	0.81
"RPL35"	"GSPT2"	0.699
"RPL35"	"MRPL17"	0.449
"RPL35"	"EXOSC3"	0.493
"RPL35"	"RPL10"	0.821
"RPL35"	"RPL37A"	0.914
"RPL35"	"MRPS12"	0.658
"RPL35"	"SMG6"	0.493
"RPL35"	"RPL41"	0.903
"RPL35"	"RPLP0"	0.862
"RPL35"	"RPL14"	0.95
"RPL35"	"RPL30"	0.752
"FRS3"	"HRAS"	0.61
"FRS3"	"CRK"	0.581
"FRS3"	"HCK"	0.54
"FRS3"	"SOS1"	0.722
"RIPK1"	"TRAF5"	0.516
"RIPK1"	"BID"	0.56
"RIPK1"	"DAXX"	0.601
"RIPK1"	"NFKBIB"	0.486
"RIPK1"	"SQSTM1"	0.584
"RIPK1"	"USP2"	0.27
"RIPK1"	"NTAN1"	0.973
"RIPK1"	"TNF"	0.629
"RIPK1"	"UBE2V1"	0.562
"RIPK1"	"NFKB2"	0.43
"RIPK1"	"IRF3"	0.601
"TUBB2B"	"KIF25"	0.588
"TUBB2B"	"ARF1"	0.236
"TUBB2B"	"KIFC1"	0.745
"TUBB2B"	"KIF1A"	0.58
"TUBB2B"	"DYNC1LI1"	0.584
"TUBB2B"	"PFDN2"	0.343
"TUBB2B"	"CALML5"	0.411
"TUBB2B"	"ACTA1"	0.296
"TUBB2B"	"CABP2"	0.357
"TUBB2B"	"TBCA"	0.171
"TUBB2B"	"OBSCN"	0.318
"TUBB2B"	"DYNC1H1"	0.568
"TUBB2B"	"PLK1"	0.472
"TUBB2B"	"PFDN1"	NA
"TUBB2B"	"CALB2"	0.11
"TUBB2B"	"DNAH11"	0.557
"TUBB2B"	"EEF1G"	0.149
"TUBB2B"	"FAU"	NA
"GTF2H4"	"XAB2"	0.708
"GTF2H4"	"PIAS3"	0.112
"GTF2H4"	"GTF2F1"	0.698
"GTF2H4"	"POLR2L"	0.825
"GTF2H4"	"POLR2J2"	NA
"GTF2H4"	"POLD3"	0.662
"GTF2H4"	"TAF1C"	0.684
"GTF2H4"	"DDX11"	0.398
"USP2"	"ZFYVE1"	0.223
"USP2"	"RHPN1"	NA
"USP2"	"TNF"	0.268
"USP2"	"FAU"	NA
"PLCB2"	"P2RY11"	0.447
"PLCB2"	"PLCB3"	0.771
"PLCB2"	"PIP5K1C"	0.34
"PLCB2"	"CAMK2A"	0.437
"PLCB2"	"TAS1R1"	0.4
"PLCB2"	"GNB2"	0.428
"PLCB2"	"PIK3R5"	0.552
"PLCB2"	"PRKCG"	0.393
"PLCB2"	"UTS2R"	0.587
"PLCB2"	"CALML5"	0.423
"PLCB2"	"GNB1"	0.573
"PLCB2"	"PLCD1"	0.614
"PLCB2"	"PROK2"	0.401
"PLCB2"	"GNAI2"	0.533
"SIX3"	"ENTPD2"	0.337
"SIX3"	"LHX2"	0.799
"SIX3"	"MTA1"	0.299
"SIX3"	"FGF8"	0.459
"SIX3"	"GBX2"	0.89
"SIX3"	"WDTC1"	0.42
"VWF"	"HRAS"	0.341
"VWF"	"GATA2"	0.349
"VWF"	"ARRB2"	0.38
"VWF"	"VEGFB"	0.334
"VWF"	"GP9"	0.632
"VWF"	"TMSB4X"	0.311
"VWF"	"AKT1"	0.231
"VWF"	"ANXA5"	0.518
"VWF"	"WDTC1"	0.155
"VWF"	"ITGA2B"	0.396
"VWF"	"COX5A"	0
"VWF"	"NONO"	0.276
"VWF"	"TNF"	0.263
"VWF"	"ADAMTS13"	0.557
"VWF"	"PF4"	0.389
"VWF"	"SOS1"	0.365
"VWF"	"CXCR4"	0.345
"VWF"	"CRK"	0.455
"PPP2R5A"	"PSME4"	0.272
"PPP2R5A"	"RANGAP1"	0.228
"PPP2R5A"	"HRAS"	0.306
"PPP2R5A"	"INCENP"	0.035
"PPP2R5A"	"PSMA7"	0.324
"PPP2R5A"	"ARRB2"	0.245
"PPP2R5A"	"AKT1"	0.239
"PPP2R5A"	"PLK1"	0.25
"PPP2R5A"	"CENPH"	0
"PPP2R5A"	"CACNA2D4"	0.045
"PPP2R5A"	"PPP2R4"	NA
"PPP2R5A"	"NUDC"	0.201
"PPP2R5A"	"PSMB4"	0.324
"TRAF5"	"NFKB2"	0.723
"TRAF5"	"TNFSF13"	0.603
"TRAF5"	"TNF"	0.446
"TRAF5"	"TNFRSF13B"	0.506
"USP22"	"HIST1H2AC"	0.452
"USP22"	"ATXN7L3"	0.815
"USP22"	"ATXN7L2"	NA
"USP22"	"FOXM1"	0.565
"USP22"	"HIST1H2AA"	0.746
"LPIN2"	"AGPAT1"	0.687
"LPIN2"	"ZNF148"	0.559
"LPIN2"	"PPAP2C"	NA
"CYBA"	"HRAS"	0.385
"CYBA"	"TNF"	0.394
"CYBA"	"VAV1"	0.398
"CYBA"	"AKT1"	0.37
"TNFRSF13B"	"TNFSF13"	0.625
"TNFRSF13B"	"TNF"	0.356
"PFDN1"	"NUBP2"	NA
"PFDN1"	"PFDN2"	NA
"CYP46A1"	"POR"	0.358
"CYP46A1"	"LSS"	0.633
"CYP46A1"	"CHDH"	0.002
"MARS"	"RPL27A"	0.318
"MARS"	"RPL11"	0.277
"MARS"	"RPL13A"	0.417
"MARS"	"GSPT2"	0.312
"MARS"	"DALRD3"	NA
"MARS"	"EIF5A"	0.148
"MARS"	"RPL8"	0.339
"MARS"	"TXLNA"	0.274
"MARS"	"RPS9"	0.394
"MARS"	"RPS2"	0.398
"MARS"	"RPL10"	0.304
"MARS"	"RPL4"	0.318
"MARS"	"PGK1"	0.253
"MARS"	"EEF2"	0.297
"MARS"	"RPLP0"	0.355
"MARS"	"EEF1G"	0.309
"MARS"	"FAU"	NA
"SMARCD3"	"STK11"	0.408
"SMARCD3"	"PRMT5"	0.379
"SMARCD3"	"ACTA1"	0.396
"SMARCD3"	"CKS1B"	0.251
"SMARCD3"	"NR5A1"	0.476
"SMARCD3"	"TBX5"	0.409
"SMARCD3"	"HDAC3"	0.591
"SMARCD3"	"CYP4A11"	0.394
"PKMYT1"	"DUSP23"	0.846
"PKMYT1"	"BRSK1"	0.394
"PKMYT1"	"CDC25A"	0.696
"PKMYT1"	"FOXM1"	0.547
"PKMYT1"	"PLK1"	0.593
"PKMYT1"	"PRMT5"	0.331
"PKMYT1"	"CAMKK2"	0.483
"PKMYT1"	"MYT1"	0.527
"PKMYT1"	"RRM2"	0.489
"PKMYT1"	"FAU"	NA
"PKMYT1"	"CKS1B"	0.782
"NUBP2"	"PTMS"	0.035
"NUBP2"	"NUDC"	0.134
"NUBP2"	"TNNT3"	0.183
"CHTF18"	"DDX11"	0.538
"ITGA2B"	"CRK"	0.302
"ITGA2B"	"LIMS2"	0.364
"ITGA2B"	"HRAS"	0.239
"ITGA2B"	"IL13"	0.187
"ITGA2B"	"GATA2"	0.263
"ITGA2B"	"STAT5A"	0.146
"ITGA2B"	"ARRB2"	0.241
"ITGA2B"	"GP9"	0.096
"ITGA2B"	"CD7"	0.42
"ITGA2B"	"AKT1"	0.16
"ITGA2B"	"RASGRP2"	0.342
"ITGA2B"	"ANXA5"	0.318
"ITGA2B"	"SLAMF1"	0.16
"ITGA2B"	"WDTC1"	0.082
"ITGA2B"	"GIT1"	0.123
"ITGA2B"	"TNF"	0.184
"ITGA2B"	"COL9A3"	0.393
"ITGA2B"	"PF4"	0.377
"ITGA2B"	"SOS1"	0.371
"INVS"	"TUBB"	0.474
"INVS"	"AKT1"	0.619
"INVS"	"MTA2"	0.443
"INVS"	"ANAPC2"	0.261
"RPL8"	"RPL11"	0.611
"RPL8"	"RPL7"	0.792
"RPL8"	"SLC3A2"	0.208
"RPL8"	"RPS21"	0.851
"RPL8"	"RPL27A"	0.978
"RPL8"	"RPL4"	0.978
"RPL8"	"DDOST"	0.465
"RPL8"	"RPLP2"	0.978
"RPL8"	"MRPL16"	0.615
"RPL8"	"RPS9"	0.835
"RPL8"	"RPS2"	0.872
"RPL8"	"RPL36AL"	NA
"RPL8"	"RPL18"	1
"RPL8"	"RPL15"	1
"RPL8"	"RPN1"	0.571
"RPL8"	"RPL13A"	0.864
"RPL8"	"ATP5G2"	NA
"RPL8"	"MRPL17"	0.531
"RPL8"	"ATP5G1"	NA
"RPL8"	"GSPT2"	0.796
"RPL8"	"EEF2"	0.588
"RPL8"	"RPL10"	0.768
"RPL8"	"EXOSC3"	0.42
"RPL8"	"RPL37"	0.978
"RPL8"	"RPL37A"	0.978
"RPL8"	"MRPS12"	0.722
"RPL8"	"SMG6"	0.504
"RPL8"	"RPL41"	1
"RPL8"	"RPLP0"	0.834
"RPL8"	"RPL30"	0.833
"RPL8"	"RPL14"	0.844
"RPL8"	"EEF1G"	0.473
"RPL8"	"RPS23"	0.871
"RPL8"	"RPL32"	1
"RPL8"	"PSTPIP1"	0.348
"RPL8"	"EIF4A2"	0.6
"RPL8"	"SDSL"	0.11
"RPL8"	"EIF5A"	0.459
"RPL8"	"FAU"	NA
"RPL8"	"EXOSC7"	0.463
"ZBTB32"	"TYRO3"	0.353
"ZBTB32"	"PCNT"	0.267
"ZBTB32"	"NES"	0.202
"ZBTB32"	"SH3GL1"	0.535
"ZBTB32"	"MCL1"	0.328
"ZBTB32"	"AMBP"	0.354
"ZBTB32"	"GATA2"	0.408
"ZBTB32"	"HELT"	0.556
"ZBTB32"	"POLD3"	0.458
"ZBTB32"	"FANCG"	0.559
"ZBTB32"	"MTA2"	0.62
"ZBTB32"	"HDAC3"	0.484
"ZBTB32"	"NDP"	0.493
"MOV10L1"	"SMG6"	0.349
"KCNQ4"	"CACNA1A"	0.398
"KCNQ4"	"KCNE1"	0.464
"TJP3"	"CLDN6"	NA
"TJP3"	"F11R"	NA
"SCARF1"	"KLHDC3"	0.101
"SCARF1"	"STAB1"	0.412
"SCARF1"	"CRK"	0.384
"SMG6"	"RPL7"	0.464
"SMG6"	"RPS21"	0.443
"SMG6"	"RPL27A"	0.524
"SMG6"	"RPL11"	0.458
"SMG6"	"RPLP2"	0.524
"SMG6"	"RPS9"	0.479
"SMG6"	"RPS2"	0.508
"SMG6"	"RPL4"	0.524
"SMG6"	"RPL36AL"	NA
"SMG6"	"RPL18"	0.504
"SMG6"	"RPL15"	0.504
"SMG6"	"GSPT2"	0.476
"SMG6"	"RPL13A"	0.484
"SMG6"	"RPL10"	0.52
"SMG6"	"RPL37"	0.524
"SMG6"	"RPL37A"	0.524
"SMG6"	"RPL41"	0.504
"SMG6"	"RPLP0"	0.454
"SMG6"	"RPL30"	0.441
"SMG6"	"RPL14"	0.489
"SMG6"	"RPL32"	0.504
"SMG6"	"RPS23"	0.452
"ABCA7"	"FXYD2"	0.161
"UFD1L"	"DGCR6"	NA
"UFD1L"	"FAU"	NA
"UFD1L"	"TXLNA"	NA
"UFD1L"	"DPH5"	NA
"UFD1L"	"OS9"	NA
"UFD1L"	"BET1L"	NA
"UBE2R2"	"ASB2"	0.733
"UBE2R2"	"ANAPC2"	0.573
"UBE2R2"	"RNF149"	1
"UBE2R2"	"RANGAP1"	0
"UBE2R2"	"SOCS1"	0.3
"UBE2R2"	"MIB2"	0.762
"UBE2R2"	"OS9"	0.694
"UBE2R2"	"HECTD3"	1
"UBE2R2"	"RNF130"	0.636
"UBE2R2"	"FAU"	NA
"UBE2R2"	"DTX3L"	0.548
"UBE2R2"	"UBE2V1"	0.538
"ZC3H7B"	"PAIP2"	0.632
"P2RX3"	"HTR3A"	0.699
"P2RX3"	"ENTPD2"	0.232
"P2RX3"	"TRPV2"	0.504
"P2RX3"	"P2RY11"	0.568
"PRKCG"	"GNAI2"	0.47
"PRKCG"	"CREB3L1"	0.401
"PRKCG"	"CRK"	0.482
"PRKCG"	"PLCB3"	0.35
"PRKCG"	"F11R"	0.25
"PRKCG"	"ATP6AP1"	0.334
"PRKCG"	"CACNA1A"	0.333
"PRKCG"	"AP2A1"	0.215
"PRKCG"	"GNB2"	0.298
"PRKCG"	"PAX8"	0.27
"PRKCG"	"ADRBK1"	NA
"PRKCG"	"RHOG"	0.467
"PRKCG"	"SPHK1"	0.501
"PRKCG"	"ACTA1"	0.293
"PRKCG"	"HRAS"	0.543
"PRKCG"	"PLCD1"	0.288
"PRKCG"	"RHOBTB1"	0.287
"CDON"	"DHH"	NA
"CDON"	"MEF2D"	0.393
"BARHL1"	"LHX2"	0.871
"POLD3"	"KIAA0101"	NA
"POLD3"	"POLR2L"	0.46
"POLD3"	"XAB2"	0.6
"TYRO3"	"ECE1"	0.247
"TYRO3"	"SH3GL1"	0.553
"TYRO3"	"CTNNBL1"	0.308
"TYRO3"	"MCL1"	0.525
"TYRO3"	"AMBP"	0.541
"TYRO3"	"SOCS1"	0.484
"TYRO3"	"MICAL1"	0.535
"TYRO3"	"TNF"	0.553
"TYRO3"	"KCNE1"	0.289
"VAMP8"	"AP2A1"	0.488
"VAMP8"	"ARF1"	0.442
"VAMP8"	"ARRB2"	0.344
"VAMP8"	"RAB5B"	0.539
"VAMP8"	"TGOLN2"	0.331
"VAMP8"	"SH3GL1"	0.307
"VAMP8"	"ARPC4"	0.359
"VAMP8"	"IGF2R"	0.521
"VAMP8"	"RAB5C"	0.485
"VAMP8"	"FTL"	0.328
"VAMP8"	"SYT8"	0.465
"VAMP8"	"BLOC1S3"	0.301
"VAMP8"	"ARPC5"	0.529
"VAMP8"	"BET1L"	0.26
"VAMP8"	"LAMP1"	0.432
"VAMP8"	"DNM2"	0.479
"VAMP8"	"HLA-G"	0.437
"PVRL1"	"WNT10B"	NA
"PVRL1"	"MGAT3"	NA
"PDCL3"	"TUBB"	0.222
"PDCL3"	"PLP2"	0.191
"THRA"	"PIK3R5"	0.39
"THRA"	"TXNRD2"	0.219
"THRA"	"RQCD1"	NA
"THRA"	"HDAC3"	0.517
"STAT3"	"IRF7"	0.526
"STAT3"	"HCK"	0.59
"STAT3"	"ANXA5"	0.529
"STAT3"	"ZNF148"	0.422
"STAT3"	"SDHC"	0.19
"STAT3"	"CXCR4"	0.609
"STAT3"	"DAXX"	0.506
"STAT3"	"DYRK1B"	0.357
"STAT3"	"MCL1"	0.508
"STAT3"	"IL6R"	0.54
"STAT3"	"KPNA6"	0.84
"STAT3"	"NPM1"	0.559
"STAT3"	"CTF1"	0.587
"STAT3"	"PPP2R4"	NA
"STAT3"	"TNF"	0.602
"STAT3"	"BATF"	0.481
"STAT3"	"HDAC3"	0.434
"STAT3"	"SLC39A4"	0.468
"STAT3"	"SP1"	0.46
"STAT3"	"IRF3"	0.499
"STAT3"	"PIAS3"	0.108
"STAT3"	"CSF3R"	0.543
"STAT3"	"STAT5A"	0.56
"STAT3"	"STAT4"	0.48
"STAT3"	"EIF4EBP1"	0.231
"STAT3"	"FOXM1"	0.434
"STAT3"	"MTA1"	0.52
"STAT3"	"NES"	0.263
"STAT3"	"STK11"	0.48
"STAT3"	"HRAS"	0.618
"STAT3"	"NFKB2"	0.408
"STAT3"	"SOCS1"	0.561
"STAT3"	"IL13"	0.51
"STAT3"	"GATA2"	0.467
"STAT3"	"IL7R"	0.555
"STAT3"	"DIRAS3"	0.274
"STAT3"	"IL32"	0.411
"STAT3"	"AKT1"	0.649
"STAT3"	"ECHS1"	0.378
"STAT3"	"SLC9A3R2"	0.557
"STAT3"	"TBX5"	0.448
"FETUB"	"AMBP"	0.382
"AMBP"	"HELT"	0.308
"AMBP"	"TNFRSF10C"	0.176
"AMBP"	"NES"	0.145
"AMBP"	"HBE1"	0.311
"AMBP"	"ECE1"	0.109
"AMBP"	"SH3GL1"	0.388
"AMBP"	"MCL1"	0.298
"AMBP"	"NDP"	0.347
"AMBP"	"TM4SF5"	NA
"AMBP"	"RAB5C"	0.399
"AMBP"	"LPA"	0.22
"AMBP"	"TNIP1"	0.429
"AMBP"	"HINT1"	0.394
"AMBP"	"PCNT"	0.145
"PAIP2"	"VEGFB"	0.458
"PAIP2"	"EIF4A2"	0.863
"PITX1"	"FGF8"	0.571
"PITX1"	"NR5A1"	0.394
"PITX1"	"TBX5"	0.423
"PITX1"	"IRF3"	0.229
"SRF"	"SDHC"	0.212
"SRF"	"FOXK1"	0.532
"SRF"	"AKT1"	0.506
"SRF"	"HDAC3"	0.433
"SRF"	"NFATC4"	0.534
"SRF"	"ACTA1"	0.479
"SRF"	"SP1"	0.573
"SRF"	"LPXN"	0.408
"SRF"	"GTF2F1"	0.521
"ANXA11"	"RPS21"	0.083
"ANXA11"	"NDUFV1"	0
"ANXA11"	"SLC9A3R2"	0.191
"ANXA11"	"S100A6"	0.263
"ANXA11"	"PCBP1"	0.184
"ANXA11"	"HLA-DRB1"	0.084
"B3GAT3"	"SP1"	0.355
"B3GAT3"	"EXT2"	0.725
"EXOSC7"	"RPL7"	0.65
"EXOSC7"	"RPL27A"	0.473
"EXOSC7"	"RPL11"	0.511
"EXOSC7"	"RPLP2"	0.473
"EXOSC7"	"RPL15"	0.463
"EXOSC7"	"RPL13A"	0.455
"EXOSC7"	"EXOSC3"	0.864
"EXOSC7"	"RPL10"	0.501
"EXOSC7"	"RPL37"	0.473
"EXOSC7"	"RPL37A"	0.473
"EXOSC7"	"RPL41"	0.463
"EXOSC7"	"ZFP36L1"	0.3
"EXOSC7"	"RPLP0"	0.479
