"symbol1"	"symbol2"	"BP"
"CSNK2B"	"P2RY11"	0.363
"CSNK2B"	"PCBP1"	0.116
"CSNK2B"	"PCBP2"	0.29
"CSNK2B"	"PGK1"	0.402
"CSNK2B"	"POLR2L"	0.31
"CSNK2B"	"PPIB"	0.237
"CSNK2B"	"PPP2R5A"	0.297
"CSNK2B"	"PPP3CC"	0.251
"CSNK2B"	"PSMA4"	0.176
"CSNK2B"	"PSMA7"	0.176
"CSNK2B"	"PSMB4"	0.176
"CSNK2B"	"PSMC4"	0.251
"CSNK2B"	"RAB5C"	0.377
"CSNK2B"	"RANGAP1"	0.186
"CSNK2B"	"RPL4"	0.232
"CSNK2B"	"RPL7"	0.302
"CSNK2B"	"RPL8"	0.237
"CSNK2B"	"RPL10"	0.369
"CSNK2B"	"RPL15"	0.237
"CSNK2B"	"RPL18"	0.237
"CSNK2B"	"RPL30"	0.248
"CSNK2B"	"RPL27A"	0.232
"CSNK2B"	"RPL41"	0.237
"CSNK2B"	"RPLP0"	0.37
"CSNK2B"	"RPLP2"	0.232
"CSNK2B"	"RPN1"	0.186
"CSNK2B"	"RPS2"	0.323
"CSNK2B"	"RPS9"	0.357
"CSNK2B"	"RPS23"	0.287
"CSNK2B"	"SET"	0.315
"CSNK2B"	"SH3GL1"	0.39
"CSNK2B"	"STAT5A"	0.409
"CSNK2B"	"SURF4"	0.346
"CSNK2B"	"UQCRC2"	0.183
"CSNK2B"	"HDAC3"	0.4
"CSNK2B"	"RPL14"	0.293
"CSNK2B"	"MTA1"	0.395
"CSNK2B"	"ZBED1"	0.52
"CSNK2B"	"RAB11B"	0.427
"CSNK2B"	"ATP6V1F"	0.347
"CSNK2B"	"COX5A"	0.409
"CSNK2B"	"ENTPD4"	0.099
"CSNK2B"	"PRMT5"	0.485
"CSNK2B"	"ZNHIT1"	0.224
"CSNK2B"	"NUDC"	0.236
"CSNK2B"	"RPL35"	0.265
"CSNK2B"	"DNAJC9"	0.106
"CSNK2B"	"RPL13A"	0.374
"CSNK2B"	"TIMM13"	0.176
"CSNK2B"	"ANAPC2"	0.262
"CSNK2B"	"CPSF1"	0.153
"CSNK2B"	"PYCR2"	0.218
"CSNK2B"	"VPS28"	0.303
"CSNK2B"	"PAF1"	0.421
"CSNK2B"	"MRPL16"	0.184
"CSNK2B"	"ARHGAP17"	0.374
"CSNK2B"	"PPAN"	0.696
"CSNK2B"	"THOC2"	0.223
"CSNK2B"	"LSM2"	0.157
"CSNK2B"	"PDCL3"	0.371
"CSNK2B"	"MUS81"	0.304
"CSNK2B"	"PCGF6"	0.268
"CSNK2B"	"ZNF598"	0.189
"CSNK2B"	"KLHDC3"	0.254
"CSNK2B"	"FTSJ3"	0.18
"CSNK2B"	"TRAPPC5"	0.204
"CSNK2B"	"TUBB"	0.3
"CSNK2B"	"TSEN54"	0.072
"CTF1"	"IL6R"	0.621
"CTF1"	"SOS1"	0.585
"CTF1"	"STAT3"	0.544
"CTSL"	"GNB1"	0.231
"CTSL"	"HLA-DRB1"	0.451
"CTSL"	"RELB"	0.344
"CTSL"	"IFI30"	0.434
"CYBA"	"HLA-DRB1"	0.367
"CYBA"	"MSN"	0.361
"CYBA"	"PLP2"	0.278
"CYBA"	"VAMP8"	0.446
"CYBA"	"ARPC1B"	0.376
"CYP4A11"	"SMARCD3"	0.407
"CYP4A11"	"PLA2G2F"	0.462
"DAXX"	"HSPB1"	0.539
"DAXX"	"NPM1"	0.57
"DAXX"	"RELB"	0.471
"DAXX"	"SPN"	0.337
"DAXX"	"STAT3"	0.505
"DAXX"	"TP73"	0.575
"DAXX"	"HDAC3"	0.615
"DAXX"	"EXOSC3"	0.357
"DBH"	"PNMT"	1
"DBH"	"TH"	0.397
"DBP"	"BATF"	0.154
"DDOST"	"DYNC1H1"	0.293
"DDOST"	"EEF2"	0.644
"DDOST"	"EIF4A2"	0.364
"DDOST"	"EIF5A"	0.302
"DDOST"	"EMD"	0.207
"DDOST"	"GLUD2"	0.269
"DDOST"	"GNAI2"	0.21
"DDOST"	"GNB1"	0.348
"DDOST"	"GNB2"	0.163
"DDOST"	"GTF2H4"	0.331
"DDOST"	"HLA-DRB1"	0.402
"DDOST"	"KIFC1"	0.118
"DDOST"	"MARS"	0.419
"DDOST"	"MDH2"	0.252
"DDOST"	"MYL6"	0.038
"DDOST"	"NONO"	0.387
"DDOST"	"P2RY11"	0.219
"DDOST"	"PCBP1"	0.196
"DDOST"	"PCBP2"	0.305
"DDOST"	"PGK1"	0.324
"DDOST"	"PLP2"	0.419
"DDOST"	"POLR2L"	0.365
"DDOST"	"POR"	0.3
"DDOST"	"PPIB"	0.151
"DDOST"	"PPP2R5A"	0.306
"DDOST"	"PSMA4"	0.322
"DDOST"	"PSMA7"	0.322
"DDOST"	"PSMB4"	0.322
"DDOST"	"PSMC4"	0.316
"DDOST"	"RAB5C"	0.456
"DDOST"	"RANGAP1"	0.101
"DDOST"	"RPL4"	0.431
"DDOST"	"RPL7"	0.366
"DDOST"	"RPL8"	0.443
"DDOST"	"RPL10"	0.371
"DDOST"	"RPL11"	0.341
"DDOST"	"RPL15"	0.443
"DDOST"	"RPL18"	0.443
"DDOST"	"RPL30"	0.411
"DDOST"	"RPL27A"	0.431
"DDOST"	"RPL32"	0.443
"DDOST"	"RPL37"	0.431
"DDOST"	"RPL37A"	0.431
"DDOST"	"RPL41"	0.443
"DDOST"	"RPLP0"	0.487
"DDOST"	"RPLP2"	0.431
"DDOST"	"RPN1"	0.573
"DDOST"	"RPS2"	0.411
"DDOST"	"RPS9"	0.39
"DDOST"	"RPS23"	0.413
"DDOST"	"SH3GL1"	0.197
"DDOST"	"SLC1A5"	0.179
"DDOST"	"SLC3A2"	0.349
"DDOST"	"SMARCD3"	0.274
"DDOST"	"STAT3"	0.413
"DDOST"	"SURF4"	0.396
"DDOST"	"TBCA"	0.072
"DDOST"	"UQCRC2"	0.369
"DDOST"	"SLC39A7"	0.121
"DDOST"	"CLPP"	0.27
"DDOST"	"RBM10"	NA
"DDOST"	"RFXANK"	NA
"DDOST"	"RPL14"	0.38
"DDOST"	"ZBED1"	0.499
"DDOST"	"MTA2"	0.248
"DDOST"	"ATP6V1F"	0.305
"DDOST"	"ARPC5"	0.372
"DDOST"	"ARPC1B"	0.279
"DDOST"	"PRMT5"	0.343
"DDOST"	"TUBGCP2"	0.067
"DDOST"	"OS9"	0.489
"DDOST"	"WDR6"	0.119
"DDOST"	"RPL35"	0.409
"DDOST"	"NUP210"	0.177
"DDOST"	"RPL13A"	0.574
"DDOST"	"KPNA6"	0.34
"DDOST"	"HSPBP1"	0.24
"DDOST"	"GSPT2"	0.385
"DDOST"	"DHRS7B"	0.306
"DDOST"	"TIMM13"	0.164
"DDOST"	"CPSF1"	0.261
"DDOST"	"SEC61A1"	0.189
"DDOST"	"GEMIN4"	0.212
"DDOST"	"PPAN"	0.061
"DDOST"	"XAB2"	0.339
"DDOST"	"PLSCR3"	0.06
"DDOST"	"THOC2"	0.228
"DDOST"	"LSM2"	0.175
"DDOST"	"SMAP1"	0.495
"DDOST"	"MRPL17"	0.346
"DDOST"	"SMYD3"	NA
"DDOST"	"MUS81"	0.248
"DDOST"	"SLC44A4"	0.329
"DDOST"	"ZNF598"	0.326
"DDOST"	"ORMDL3"	0.518
"DDOST"	"FTSJ3"	0.215
"DDOST"	"TRAPPC5"	0.252
"DDOST"	"TUBB"	0.322
"DDOST"	"POLR2J2"	NA
"DDOST"	"RNF149"	0.439
"DDX11"	"GTF2H4"	0.502
"DDX11"	"INCENP"	0.234
"DDX11"	"KIFC1"	0.323
"DDX11"	"MARS"	0.434
"DDX11"	"NONO"	0.28
"DDX11"	"PLK1"	0.486
"DDX11"	"PSMA4"	0.129
"DDX11"	"PSMC4"	0.237
"DDX11"	"RPL4"	0.165
"DDX11"	"RRM2"	0.244
"DDX11"	"SET"	0.38
"DDX11"	"HDAC3"	0.422
"DDX11"	"PKMYT1"	0.399
"DDX11"	"H2AFY"	0.516
"DDX11"	"MYBBP1A"	0.358
"DDX11"	"POLD3"	0.531
"DDX11"	"NUDC"	0.043
"DDX11"	"RPL35"	0.246
"DDX11"	"DNAJC9"	0.127
"DDX11"	"CPSF1"	0.164
"DDX11"	"EXOSC3"	0.371
"DDX11"	"PPAN"	0.36
"DDX11"	"EXOSC5"	0.372
"DDX11"	"CHTF18"	0.698
"DDX11"	"MUS81"	0.504
"DDX11"	"KLHDC3"	0.449
"DDX11"	"FTSJ3"	0.258
"TIMM8A"	"MARS"	0
"TIMM8A"	"MDH2"	0
"TIMM8A"	"NDUFB7"	0
"TIMM8A"	"NDUFB10"	0
"TIMM8A"	"NDUFV1"	0
"TIMM8A"	"PSMA4"	0
"TIMM8A"	"RPL36AL"	NA
"TIMM8A"	"RPL37"	0.159
"TIMM8A"	"RPS23"	0.106
"TIMM8A"	"SDHC"	0
"TIMM8A"	"SET"	0
"TIMM8A"	"SURF4"	0.154
"TIMM8A"	"UQCRC2"	0.166
"TIMM8A"	"RPL14"	0.119
"TIMM8A"	"COX5A"	0
"TIMM8A"	"JOSD1"	0
"TIMM8A"	"RPL35"	0.136
"TIMM8A"	"TIMM13"	0.593
"TIMM8A"	"UQCRQ"	0
"TIMM8A"	"LSM2"	0
"TIMM8A"	"MRPL17"	0
"TIMM8A"	"CHCHD4"	0.128
"DLX5"	"MSX1"	0.32
"DYNC1H1"	"DNM2"	0.547
"DYNC1H1"	"EEF2"	0.301
"DYNC1H1"	"FLII"	NA
"DYNC1H1"	"GNAI2"	0.165
"DYNC1H1"	"GNB1"	0.19
"DYNC1H1"	"GNL1"	0.227
"DYNC1H1"	"HLA-DRB1"	0.368
"DYNC1H1"	"KIFC1"	0.695
"DYNC1H1"	"MARS"	0.112
"DYNC1H1"	"MDH2"	0.048
"DYNC1H1"	"PCBP1"	0.064
"DYNC1H1"	"PCNT"	0.772
"DYNC1H1"	"PEPD"	0.075
"DYNC1H1"	"PLK1"	0.556
"DYNC1H1"	"PSMA4"	0.055
"DYNC1H1"	"PSMA7"	0.055
"DYNC1H1"	"PSMB4"	0.055
"DYNC1H1"	"PSMC4"	0.186
"DYNC1H1"	"RPL4"	0.231
"DYNC1H1"	"RPL8"	0.222
"DYNC1H1"	"RPL18"	0.222
"DYNC1H1"	"RPL30"	0.212
"DYNC1H1"	"RPLP0"	0.338
"DYNC1H1"	"RPLP2"	0.231
"DYNC1H1"	"TPM2"	0.323
"DYNC1H1"	"RPL14"	0.367
"DYNC1H1"	"ENTPD4"	0.044
"DYNC1H1"	"PRMT5"	0.38
"DYNC1H1"	"MYBBP1A"	0.278
"DYNC1H1"	"NUDC"	0.041
"DYNC1H1"	"TUBGCP2"	0.579
"DYNC1H1"	"RPL35"	0.326
"DYNC1H1"	"GABARAP"	0.37
"DYNC1H1"	"PSME4"	0.185
"DYNC1H1"	"GSPT2"	0.167
"DYNC1H1"	"TIMM13"	0.333
"DYNC1H1"	"CPSF1"	0.206
"DYNC1H1"	"PYCR2"	0.069
"DYNC1H1"	"DYNC1LI1"	0.801
"DYNC1H1"	"PPAN"	0.698
"DYNC1H1"	"THOC2"	0.266
"DYNC1H1"	"KLC2"	0.579
"DYNC1H1"	"ZNF598"	0.076
"DYNC1H1"	"OSBPL1A"	0.334
"DYNC1H1"	"TRAPPC5"	0.487
"DYNC1H1"	"TUBB"	0.72
"DYNC1H1"	"TUBB2B"	0.611
"DNM2"	"HCK"	0.53
"DNM2"	"PPIB"	0.237
"DNM2"	"RPS2"	0.412
"DNM2"	"SH3GL1"	0.3
"DNM2"	"VAV1"	0.565
"DNM2"	"PSTPIP1"	0.289
"DNM2"	"MPHOSPH6"	0.215
"DNM2"	"KLC2"	0.301
"TSC22D3"	"NFKB2"	0.55
"ECE1"	"IGF2R"	0.102
"ECE1"	"LAMP1"	0.173
"ECE1"	"DNAJC5"	0.177
"ECHS1"	"GSS"	0.674
"ECHS1"	"HINT1"	0.481
"ECHS1"	"IDH2"	0.623
"ECHS1"	"MDH2"	0.658
"ECHS1"	"NDUFB10"	0.632
"ECHS1"	"NDUFV1"	0.658
"ECHS1"	"PGK1"	0.684
"ECHS1"	"RPS2"	0.526
"ECHS1"	"SDHC"	0.799
"ECHS1"	"STAT3"	0.272
"ECHS1"	"UBE2V1"	0.272
"ECHS1"	"UGP2"	0.666
"ECHS1"	"UQCRC2"	0.658
"ECHS1"	"CLPP"	0.615
"ECHS1"	"COX5A"	0.58
"ECHS1"	"CCS"	0.187
"ECHS1"	"TXN2"	0.702
"ECHS1"	"DHRS7B"	0.492
"ECHS1"	"UQCRQ"	0.582
"ECHS1"	"ACAD9"	0.766
"ECHS1"	"CNDP2"	0.171
"ECHS1"	"MRPS24"	0.206
"ECHS1"	"DDA1"	0.212
"PHC1"	"EEF1G"	0.182
"PHC1"	"HDAC3"	0.372
"PHC1"	"MTA1"	0.312
"PHC1"	"ANAPC2"	0.335
"PHC1"	"PCGF6"	0.676
"PHC1"	"KLHDC3"	0.385
"EEF1G"	"EEF2"	0.63
"EEF1G"	"EIF5A"	0.257
"EEF1G"	"FRG1"	0.379
"EEF1G"	"GTF2H4"	0.334
"EEF1G"	"NPM1"	0.184
"EEF1G"	"P2RY11"	0.242
"EEF1G"	"PFDN1"	NA
"EEF1G"	"PPIB"	0.235
"EEF1G"	"PSMB4"	0.322
"EEF1G"	"RPL4"	0.446
"EEF1G"	"RPL7"	0.368
"EEF1G"	"RPL8"	0.478
"EEF1G"	"RPL11"	0.291
"EEF1G"	"RPL18"	0.478
"EEF1G"	"RPL37A"	0.446
"EEF1G"	"RPLP0"	0.422
"EEF1G"	"RPLP2"	0.446
"EEF1G"	"RPS2"	0.418
"EEF1G"	"RPS23"	0.435
"EEF1G"	"PIAS1"	0.285
"EEF1G"	"MTA1"	0.34
"EEF1G"	"MYBBP1A"	0.318
"EEF1G"	"NUDC"	0.021
"EEF1G"	"RPL35"	0.423
"EEF1G"	"CPSF1"	0.294
"EEF1G"	"PPAN"	0.054
"EEF1G"	"EXOSC5"	0.409
"EEF1G"	"XAB2"	0.365
"EEF1G"	"LSM2"	0.266
"EEF1G"	"MUS81"	0.339
"EEF1G"	"FTSJ3"	0.235
"EEF1G"	"TSEN54"	0.208
"EEF2"	"EIF4A2"	0.565
"EEF2"	"EIF4EBP1"	0.407
"EEF2"	"EIF5A"	0.5
"EEF2"	"FAU"	NA
"EEF2"	"FLII"	NA
"EEF2"	"GLUD2"	0.304
"EEF2"	"GNB1"	0.268
"EEF2"	"GNB2"	0.181
"EEF2"	"GNL1"	0.417
"EEF2"	"HINT1"	0.422
"EEF2"	"IDH2"	0.207
"EEF2"	"MARS"	0.4
"EEF2"	"MDH2"	0.258
"EEF2"	"MSN"	0.325
"EEF2"	"MYL6"	0.038
"EEF2"	"NDUFV1"	0.214
"EEF2"	"NONO"	0.373
"EEF2"	"NPM1"	0.334
"EEF2"	"P2RY11"	0.205
"EEF2"	"PCBP1"	0.299
"EEF2"	"PCBP2"	0.342
"EEF2"	"PGK1"	0.257
"EEF2"	"POLR2L"	0.402
"EEF2"	"PPIB"	0.195
"EEF2"	"PSMA4"	0.341
"EEF2"	"PSMA7"	0.341
"EEF2"	"PSMB4"	0.341
"EEF2"	"PSMC4"	0.377
"EEF2"	"RAB5C"	0.499
"EEF2"	"RANGAP1"	0.178
"EEF2"	"RPL4"	0.612
"EEF2"	"RPL7"	0.492
"EEF2"	"RPL8"	0.62
"EEF2"	"RPL10"	0.501
"EEF2"	"RPL11"	0.431
"EEF2"	"RPL15"	0.62
"EEF2"	"RPL18"	0.62
"EEF2"	"RPL30"	0.517
"EEF2"	"RPL27A"	0.612
"EEF2"	"RPL32"	0.62
"EEF2"	"RPL36AL"	NA
"EEF2"	"RPL37"	0.612
"EEF2"	"RPL37A"	0.612
"EEF2"	"RPL41"	0.62
"EEF2"	"RPLP0"	0.521
"EEF2"	"RPLP2"	0.612
"EEF2"	"MRPS12"	0.711
"EEF2"	"RPN1"	0.419
"EEF2"	"RPS2"	0.572
"EEF2"	"RPS9"	0.579
"EEF2"	"RPS21"	0.548
"EEF2"	"RPS23"	0.553
"EEF2"	"RRM2"	0.274
"EEF2"	"SET"	0.379
"EEF2"	"SH3GL1"	0.208
"EEF2"	"STAT3"	0.309
"EEF2"	"SURF4"	0.492
"EEF2"	"TSC2"	0.324
"EEF2"	"UGP2"	0.276
"EEF2"	"UQCRC2"	0.288
"EEF2"	"CLPP"	0.326
"EEF2"	"HIST1H2AC"	0.123
"EEF2"	"EIF4G3"	0.787
"EEF2"	"SQSTM1"	0.304
"EEF2"	"RPL14"	0.515
"EEF2"	"RAB11B"	0.474
"EEF2"	"ATP6V1F"	0.31
"EEF2"	"COX5A"	0.258
"EEF2"	"ENTPD4"	0.235
"EEF2"	"ARPC1B"	0.368
"EEF2"	"NPM3"	0.067
"EEF2"	"PRMT5"	0.298
"EEF2"	"MYBBP1A"	0.364
"EEF2"	"NUDC"	0.038
"EEF2"	"RPL35"	0.571
"EEF2"	"GABARAP"	0.231
"EEF2"	"EXOSC7"	0.325
"EEF2"	"WDTC1"	0.377
"EEF2"	"DNAJC9"	0.045
"EEF2"	"HARS2"	0.616
"EEF2"	"RPL13A"	0.646
"EEF2"	"KPNA6"	0.34
"EEF2"	"HSPBP1"	0.361
"EEF2"	"GSPT2"	0.57
"EEF2"	"TXN2"	0.258
"EEF2"	"DHRS7B"	0.289
"EEF2"	"TIMM13"	0.217
"EEF2"	"ANAPC2"	0.25
"EEF2"	"CPSF1"	0.352
"EEF2"	"PYCR2"	0.423
"EEF2"	"SEC61A1"	0.233
"EEF2"	"VPS28"	0.359
"EEF2"	"ISYNA1"	0.215
"EEF2"	"DPH5"	0.866
"EEF2"	"LSM7"	0.312
"EEF2"	"MRPL16"	0.675
"EEF2"	"PPAN"	0.058
"EEF2"	"XAB2"	0.389
"EEF2"	"THOC2"	0.299
"EEF2"	"LSM2"	0.312
"EEF2"	"MRPL17"	0.657
"EEF2"	"MRPS24"	0.675
"EEF2"	"PDCL3"	0.364
"EEF2"	"MUS81"	0.275
"EEF2"	"RHOT2"	0.215
"EEF2"	"ZNF598"	0.516
"EEF2"	"FTSJ3"	0.255
"EEF2"	"TRAPPC5"	0.379
"EEF2"	"HIPK4"	NA
"EEF2"	"TUBB"	0.317
"EEF2"	"MRPL21"	0.657
"EEF2"	"HIST1H2AA"	0.081
"EEF2"	"POLR2J2"	NA
"EEF2"	"TUBB2B"	0.191
"EGR1"	"HRAS"	0.535
"EGR1"	"IFIT2"	0.413
"EGR1"	"IRF2"	0.614
"EGR1"	"IRF3"	0.613
"EGR1"	"IRF7"	0.594
"EGR1"	"NPM1"	0.43
"EGR1"	"PITX1"	0.077
"EGR1"	"SP1"	0.62
"EGR1"	"SRF"	0.584
"EGR1"	"STAT3"	0.554
"EGR1"	"GDF15"	0.483
"EIF4A2"	"EIF4EBP1"	0.488
"EIF4A2"	"EIF5A"	0.3
"EIF4A2"	"GNAI2"	0.191
"EIF4A2"	"GNB1"	0.142
"EIF4A2"	"GNB2"	0.138
"EIF4A2"	"GNL1"	0.138
"EIF4A2"	"GTF2H4"	0.366
"EIF4A2"	"MARS"	0.348
"EIF4A2"	"MDH2"	0.289
"EIF4A2"	"MYL6"	0.035
"EIF4A2"	"NONO"	0.322
"EIF4A2"	"NPM1"	0.26
"EIF4A2"	"P2RY11"	0.173
"EIF4A2"	"PCBP1"	0.353
"EIF4A2"	"PCBP2"	0.305
"EIF4A2"	"PFDN1"	NA
"EIF4A2"	"PFDN2"	0.119
"EIF4A2"	"PGK1"	0.265
"EIF4A2"	"PLK1"	0.245
"EIF4A2"	"PPIB"	0.166
"EIF4A2"	"PSMA4"	0.368
"EIF4A2"	"PSMA7"	0.368
"EIF4A2"	"PSMB4"	0.368
"EIF4A2"	"PSMC4"	0.395
"EIF4A2"	"RANGAP1"	0.229
"EIF4A2"	"RPL4"	0.644
"EIF4A2"	"RPL7"	0.518
"EIF4A2"	"RPL8"	0.652
"EIF4A2"	"RPL10"	0.536
"EIF4A2"	"RPL11"	0.417
"EIF4A2"	"RPL15"	0.652
"EIF4A2"	"RPL18"	0.652
"EIF4A2"	"RPL30"	0.521
"EIF4A2"	"RPL27A"	0.644
"EIF4A2"	"RPL32"	0.652
"EIF4A2"	"RPL36AL"	NA
"EIF4A2"	"RPL37"	0.644
"EIF4A2"	"RPL37A"	0.644
"EIF4A2"	"RPL41"	0.652
"EIF4A2"	"RPLP0"	0.542
"EIF4A2"	"RPLP2"	0.644
"EIF4A2"	"RPN1"	0.467
"EIF4A2"	"RPS2"	0.606
"EIF4A2"	"RPS9"	0.567
"EIF4A2"	"RPS23"	0.581
"EIF4A2"	"SURF4"	0.101
"EIF4A2"	"HIST1H2AC"	0.187
"EIF4A2"	"EIF4G3"	1
"EIF4A2"	"RPL14"	0.542
"EIF4A2"	"PRMT5"	0.246
"EIF4A2"	"RPL35"	0.601
"EIF4A2"	"HARS2"	0.678
"EIF4A2"	"RPL13A"	0.625
"EIF4A2"	"KPNA6"	0
"EIF4A2"	"GSPT2"	0.631
"EIF4A2"	"CPSF1"	0.348
"EIF4A2"	"PYCR2"	0.409
"EIF4A2"	"CAB39"	0.355
"EIF4A2"	"PRMT8"	0.39
"EIF4A2"	"PPAN"	0.057
"EIF4A2"	"THOC2"	0.21
"EIF4A2"	"SMAP1"	0.141
"EIF4A2"	"MUS81"	0.278
"EIF4A2"	"ZNF598"	0.486
"EIF4A2"	"FTSJ3"	0.295
"EIF4A2"	"TRAPPC5"	0.043
"EIF4A2"	"TUBB"	0.087
"EIF4EBP1"	"RPLP0"	0.386
"EIF4EBP1"	"TSC2"	0.362
"EIF4EBP1"	"PIM2"	0.455
"EIF5A"	"EMD"	0.382
"EIF5A"	"GNB1"	0.148
"EIF5A"	"GNB2"	0.107
"EIF5A"	"GNL1"	0.121
"EIF5A"	"GTF2H4"	0.264
"EIF5A"	"HINT1"	0.36
"EIF5A"	"IDH2"	0.137
"EIF5A"	"KIFC1"	0.255
"EIF5A"	"MARS"	0.229
"EIF5A"	"MDH2"	0.157
"EIF5A"	"MYL6"	0.028
"EIF5A"	"NDUFV1"	0.121
"EIF5A"	"NONO"	0.289
"EIF5A"	"NPM1"	0.476
"EIF5A"	"P2RY11"	0.117
"EIF5A"	"PCBP1"	0.182
"EIF5A"	"PCBP2"	0.181
"EIF5A"	"PEPD"	0.262
"EIF5A"	"PFDN2"	0.158
"EIF5A"	"PGK1"	0.179
"EIF5A"	"PLK1"	0.354
"EIF5A"	"POLR2L"	0.304
"EIF5A"	"POR"	0.157
"EIF5A"	"PPIB"	0.167
"EIF5A"	"PPP2R5A"	0.382
"EIF5A"	"PSMA4"	0.197
"EIF5A"	"PSMA7"	0.197
"EIF5A"	"PSMB4"	0.197
"EIF5A"	"PSMC4"	0.237
"EIF5A"	"RAB5B"	0.419
"EIF5A"	"RAB5C"	0.457
"EIF5A"	"RANGAP1"	0.428
"EIF5A"	"RPL4"	0.5
"EIF5A"	"RPL7"	0.434
"EIF5A"	"RPL8"	0.503
"EIF5A"	"RPL10"	0.53
"EIF5A"	"RPL11"	0.429
"EIF5A"	"RPL15"	0.503
"EIF5A"	"RPL18"	0.503
"EIF5A"	"RPL30"	0.426
"EIF5A"	"RPL27A"	0.5
"EIF5A"	"RPL32"	0.503
"EIF5A"	"RPL36AL"	NA
"EIF5A"	"RPL37"	0.5
"EIF5A"	"RPL37A"	0.5
"EIF5A"	"RPLP0"	0.446
"EIF5A"	"RPLP2"	0.5
"EIF5A"	"MRPS12"	0.379
"EIF5A"	"RPN1"	0.212
"EIF5A"	"RPS2"	0.496
"EIF5A"	"RPS9"	0.604
"EIF5A"	"RPS23"	0.464
"EIF5A"	"RRM2"	0.179
"EIF5A"	"SH3GL1"	0.124
"EIF5A"	"SURF4"	0.341
"EIF5A"	"UGP2"	0.159
"EIF5A"	"UQCRC2"	0.335
"EIF5A"	"RPL14"	0.446
"EIF5A"	"MTA1"	0.235
"EIF5A"	"ZBED1"	0.519
"EIF5A"	"ATP6V1F"	0.362
"EIF5A"	"COX5A"	0.209
"EIF5A"	"ARPC5"	0.302
"EIF5A"	"ARPC1B"	0.3
"EIF5A"	"PRMT5"	0.275
"EIF5A"	"ZNHIT1"	0.151
"EIF5A"	"MYBBP1A"	0.349
"EIF5A"	"AGPAT1"	0.292
"EIF5A"	"RPL35"	0.481
"EIF5A"	"GABARAP"	0.396
"EIF5A"	"RPL13A"	0.486
"EIF5A"	"GSPT2"	0.295
"EIF5A"	"TIMM13"	0.393
"EIF5A"	"CPSF1"	0.493
"EIF5A"	"PYCR2"	0.184
"EIF5A"	"SEC61A1"	0.419
"EIF5A"	"FIS1"	0.412
"EIF5A"	"ISYNA1"	0.12
"EIF5A"	"PCBP3"	0.275
"EIF5A"	"MRPL16"	0.344
"EIF5A"	"PPAN"	0.068
"EIF5A"	"EXOSC5"	0.24
"EIF5A"	"XAB2"	0.241
"EIF5A"	"LSM2"	0.198
"EIF5A"	"SMAP1"	0.334
"EIF5A"	"MRPL17"	0.313
"EIF5A"	"PDCL3"	0.343
"EIF5A"	"ZNF598"	0.269
"EIF5A"	"ORMDL3"	0.354
"EIF5A"	"FTSJ3"	0.172
"EIF5A"	"TRAPPC5"	0.416
"EIF5A"	"TUBB"	0.272
"EIF5A"	"POLR2J2"	NA
"ELAVL3"	"PRMT8"	NA
"ELF4"	"NPM1"	0.372
"ELF4"	"SET"	0.414
"EMD"	"MYL6"	0.447
"EMD"	"HDAC3"	0.36
"EMD"	"MTA1"	0.299
"EMD"	"RPL35"	0.227
"EMD"	"SEC61A1"	0.379
"EMD"	"LSM2"	0.133
"EMD"	"FATE1"	0.186
"EMD"	"TUBB"	0.31
"EPHB3"	"PTPRU"	0.39
"EPHB3"	"ILKAP"	NA
"EXT2"	"SURF4"	0.128
"EXT2"	"SEC61A1"	0.056
"FANCG"	"FOXM1"	0.364
"FANCG"	"PLK1"	0.262
"FANCG"	"RTN2"	NA
"FANCG"	"ZBED1"	0.499
"FANCG"	"FTSJ3"	0.329
"FAU"	"MSN"	NA
"FAU"	"MYL6"	NA
"FAU"	"NPM1"	NA
"FAU"	"PCBP1"	NA
"FAU"	"PSMB4"	NA
"FAU"	"RPL4"	NA
"FAU"	"RPL7"	NA
"FAU"	"RPL8"	NA
"FAU"	"RPL10"	NA
"FAU"	"RPL11"	NA
"FAU"	"RPL15"	NA
"FAU"	"RPL18"	NA
"FAU"	"RPL30"	NA
"FAU"	"RPL27A"	NA
"FAU"	"RPL32"	NA
"FAU"	"RPL36AL"	NA
"FAU"	"RPL37"	NA
"FAU"	"RPL37A"	NA
"FAU"	"RPL41"	NA
"FAU"	"RPLP0"	NA
"FAU"	"RPLP2"	NA
"FAU"	"MRPS12"	NA
"FAU"	"RPN1"	NA
"FAU"	"RPS2"	NA
"FAU"	"RPS9"	NA
"FAU"	"RPS21"	NA
"FAU"	"RPS23"	NA
"FAU"	"SET"	NA
"FAU"	"SH3GL1"	NA
"FAU"	"STK24"	NA
"FAU"	"RPL14"	NA
"FAU"	"ARPC5"	NA
"FAU"	"RPL35"	NA
"FAU"	"GABARAP"	NA
"FAU"	"RPL13A"	NA
"FAU"	"VPS28"	NA
"FAU"	"MRPL16"	NA
"FAU"	"MRPL17"	NA
"FAU"	"MRPS24"	NA
"FAU"	"POLR2J2"	NA
"FGF8"	"GBX2"	0.621
"FGF8"	"MSX1"	0.491
"FGF8"	"LHX2"	0.966
"FHIT"	"HINT1"	0.726
"FHIT"	"MDH2"	0.406
"FOXM1"	"KIFC1"	0.275
"FOXM1"	"PLK1"	0.613
"FOXM1"	"RRM2"	0.447
"FOXM1"	"SP1"	0.576
"FOXM1"	"STAT3"	0.478
