"symbol1" "symbol2" "CC"
"PIAS1" "UBE2R2" 0.102
"CD68" "IFI30" 0.325
"CD68" "CXCR4" 0.458
"CD68" "SIGLEC1" 0.496
"CD68" "TNF" 0.442
"CD68" "CD207" 0.634
"CD68" "SPN" 0.434
"CD68" "CD7" 0.66
"CD68" "IL13" 0
"CD68" "VWF" 0.307
"CD68" "TNFSF13" 0.182
"CD68" "AKT1" 0.374
"CHRNA10" "CHRNG" 0.851
"KLF16" "FOXK1" 0.811
"KLF16" "SIN3B" 0.811
"CNGB1" "CNGA2" 0.836
"SEC14L5" "B3GAT3" NA
"PHC1" "ANAPC2" 0.68
"PHC1" "HIST1H2AC" 0.623
"PHC1" "TFCP2" 0.596
"PHC1" "PRMT5" 0.549
"PHC1" "PCGF6" 0.937
"BST2" "LILRA4" 0.325
"BST2" "IFIT2" 0.379
"BST2" "RIPK1" 0.458
"BST2" "IRF3" 0.317
"BST2" "TREX1" 0.433
"BST2" "TRIM22" 0.406
"BST2" "ADAR" 0.369
"BST2" "IRF7" 0.477
"BST2" "IRF2" 0.246
"BST2" "IFITM1" 0.336
"BST2" "HLA-G" 0.578
"LSM7" "PCBP2" 0.479
"LSM7" "KLC2" 0.455
"LSM7" "GTF2F1" 0.481
"LSM7" "POLR2L" 0.577
"LSM7" "LSM2" 0.919
"LSM7" "CPSF1" 0.496
"LSM7" "EEF2" 0.49
"LSM7" "LSMD1" NA
"LSM7" "XAB2" 0.651
"LSM7" "CTNNBL1" 0.624
"LSM7" "RPL35" 0.519
"LSM7" "PCBP1" 0.557
"LSM7" "FAU" NA
"ACTN4" "MYL6" 0.498
"ACTN4" "GNB2" 0.548
"ACTN4" "TMSB4X" 0.564
"ACTN4" "NDUFB10" 0.186
"ACTN4" "LIMS2" 0.297
"ACTN4" "TRIM3" 0.67
"ACTN4" "APOL1" 0.408
"ACTN4" "CALML5" 0.477
"ACTN4" "ACTA1" 0.546
"ACTN4" "SQSTM1" 0.514
"ACTN4" "LIMD1" 0.528
"ACTN4" "TPM2" 0.354
"ACTN4" "CABP2" 0.146
"ACTN4" "SOS1" 0.236
"ACTN4" "VWF" 0.495
"ACTN4" "VEGFB" 0.427
"ACTN4" "MIB2" 0.247
"ACTN4" "AKT1" 0.548
"ACTN4" "ITGA2B" 0.344
"ACTN4" "CALB2" 0.336
"ACTN4" "SLC9A3R2" 0.364
"ACTN4" "CAMK2A" 0.44
"ACTN4" "PIP5K1C" 0.458
"ACTN4" "DNM2" 0.454
"ACTN4" "PF4" 0.471
"ACTN4" "TNNT3" 0.311
"ARPC1B" "PSMA7" 0.41
"ARPC1B" "ARPC5" 0.776
"ARPC1B" "EPHB3" 0.366
"ARPC1B" "ARPC4" 0.708
"ARPC1B" "ACTA1" 0.632
"GDF15" "TSPAN4" 0.205
"GDF15" "PITX1" 0.346
"GDF15" "AKT1" 0.429
"GDF15" "TNF" 0.395
"TNNI2" "CHRNG" 0.072
"TNNI2" "MYL6" 0.441
"TNNI2" "TCAP" 0.71
"TNNI2" "MYL3" 0.715
"TNNI2" "CALB2" 0.46
"TNNI2" "TNNI1" 0.79
"TNNI2" "KCNIP2" 0.25
"TNNI2" "TNNT2" 0.804
"TNNI2" "ACTA1" 0.466
"TNNI2" "CALML5" 0.398
"TNNI2" "CABP2" 0.219
"TNNI2" "TNNT3" 0.79
"TNNI2" "TPM2" 0.715
"TUBGCP2" "CSNK1E" 0.441
"TUBGCP2" "TUBB2B" 0.606
"TUBGCP2" "KIFC1" 0.607
"TUBGCP2" "AZI1" NA
"TUBGCP2" "PCNT" 0.785
"TUBGCP2" "TUBB" 0.466
"TUBGCP2" "KIF25" 0.613
"TUBGCP2" "DYNC1H1" 0.66
"TUBGCP2" "PLK1" 0.67
"TUBGCP2" "NUMA1" 0.624
"HBZ" "HBD" 0.791
"HBZ" "PAH" 0.433
"HBZ" "SP1" 0.22
"HBZ" "AMBP" 0.455
"HBZ" "TH" 0.244
"HBZ" "HBE1" 0.791
"HBZ" "ECHS1" 0.125
"LAMA5" "RAPSN" 0.047
"LAMA5" "ITGA2B" 0.51
"LAMA5" "ACTA1" 0.413
"PPP1R1B" "CXCR4" 0.225
"PPP1R1B" "CALB2" 0.35
"PPP1R1B" "CSNK2B" 0.309
"PPP1R1B" "TH" 0.344
"PPP1R1B" "PPP2R4" NA
"NUP210" "INCENP" 0.279
"NUP210" "RANGAP1" 0.497
"NUP210" "GEMIN4" 0.368
"NUP210" "GEMIN7" 0.286
"NUP210" "OS9" 0.401
"NUP210" "CPSF1" 0.355
"NUP210" "NES" 0.117
"NUP210" "THOC6" 0.348
"NUP210" "NONO" 0.474
"NUP210" "POM121" 0.813
"NUP210" "NPM1" 0.358
"ILKAP" "EPHB3" 0.259
"ILKAP" "RIPK1" 0.381
"ILKAP" "LIMK2" 0.607
"ILKAP" "TYRO3" 0.387
"ILKAP" "STK11" 0.628
"ILKAP" "PIM2" 0.403
"ILKAP" "HCK" 0.446
"SCLY" "HYI" NA
"SCLY" "TXNRD2" 0.925
"HSPBP1" "BRSK1" 0.67
"TMEM66" "RPN1" NA
"TMEM66" "OS9" NA
"ITIH5" "SLC3A2" NA
"HRK" "BBC3" 0.962
"HRK" "BAD" 0.962
"HRK" "MCL1" 0.962
"POM121" "RANGAP1" 0.575
"POM121" "INCENP" 0.436
"POM121" "GEMIN4" 0.427
"POM121" "NPM1" 0.41
"POM121" "GEMIN7" 0.475
"POM121" "THOC6" 0.559
"POM121" "CPSF1" 0.619
"CD63" "VWF" 0.487
"CD63" "ANXA5" 0.445
"CD63" "ITGA2B" 0.686
"CD63" "CXCR4" 0.729
"CD63" "LAMP1" 0.801
"CD63" "TGOLN2" 0.564
"CD63" "SLC29A2" 0.348
"MPHOSPH6" "RPL37" 0.25
"MPHOSPH6" "RPL37A" 0.396
"MPHOSPH6" "RPL7" 0.431
"MPHOSPH6" "RPL27A" 0.256
"MPHOSPH6" "RPL41" 0.262
"MPHOSPH6" "RPL11" 0.489
"MPHOSPH6" "RPLP0" 0.32
"MPHOSPH6" "RPS9" 0.491
"MPHOSPH6" "RPLP2" 0.206
"MPHOSPH6" "RPL14" 0.217
"MPHOSPH6" "RPL30" 0.339
"MPHOSPH6" "RPL35" 0.466
"MPHOSPH6" "RPS2" 0.458
"MPHOSPH6" "RPL18" 0.462
"MPHOSPH6" "RPL32" 0.233
"MPHOSPH6" "RPL4" 0.421
"MPHOSPH6" "RPL36AL" 0.409
"MPHOSPH6" "RPL15" 0.471
"MPHOSPH6" "RPL13A" 0.438
"MPHOSPH6" "RPL8" 0.185
"MPHOSPH6" "EXOSC3" 0.784
"MPHOSPH6" "EXOSC7" 0.814
"MPHOSPH6" "RPL10" 0.403
"CAB39" "RTN4RL2" 0.357
"CAB39" "CAMKK2" 0.344
"CAB39" "UBL5" 0.211
"CAB39" "STK11" 0.511
"CAB39" "OPTC" 0.353
"CAB39" "STK24" 0.547
"CAB39" "CHAD" 0.348
"CAB39" "BRSK1" 0.319
"CAB39" "DCXR" 0.407
"CAB39" "LRG1" 0.646
"CAB39" "IGFALS" 0.579
"CAB39" "GP9" 0.018
"THSD1" "ADAMTS4" 0.054
"THSD1" "ADAMTS13" 0.228
"THSD1" "ADAMTSL2" NA
"CHAD" "EEF1G" 0.287
"CHAD" "RASL10B" NA
"CHAD" "GNB2" 0.311
"CHAD" "LRRC20" NA
"CHAD" "GNB1" 0.308
"CHAD" "HRAS" 0
"CHAD" "DIRAS3" NA
"CHAD" "DIRAS2" 0
"CHAD" "GNAI2" 0.257
"CHAD" "ITGA2B" 0.414
"RPL35" "RPS23" 0.75
"RPL35" "EEF1G" 0.566
"RPL35" "SLC3A2" 0.547
"RPL35" "RPL32" 0.801
"RPL35" "RPL7" 0.687
"RPL35" "HINT1" 0.569
"RPL35" "EIF4A2" 0.419
"RPL35" "SDSL" 0.925
"RPL35" "EIF5A" 0.574
"RPL35" "FAU" NA
"RPL35" "RPL8" 0.591
"RPL35" "EXOSC7" 0.502
"RPL35" "RPL37" 0.707
"RPL35" "RPL11" 0.738
"RPL35" "RPL27A" 0.754
"RPL35" "RPS21" 0.715
"RPL35" "RPLP2" 0.651
"RPL35" "MRPL16" 0.493
"RPL35" "RPS9" 0.685
"RPL35" "RPS2" 0.635
"RPL35" "DDOST" 0.415
"RPL35" "RPL4" 0.657
"RPL35" "RPL36AL" 0.694
"RPL35" "RPL18" 0.731
"RPL35" "EEF2" 0.505
"RPL35" "RPL15" 0.708
"RPL35" "RPN1" 0.522
"RPL35" "RPL13A" 0.726
"RPL35" "GSPT2" 0.444
"RPL35" "MRPL17" 0.493
"RPL35" "EXOSC3" 0.543
"RPL35" "RPL10" 0.654
"RPL35" "RPL37A" 0.549
"RPL35" "MRPS12" 0.523
"RPL35" "SMG6" 0.603
"RPL35" "RPL41" 0.705
"RPL35" "RPLP0" 0.53
"RPL35" "RPL14" 0.66
"RPL35" "RPL30" 0.6
"FRS3" "HRAS" 0.882
"FRS3" "CRK" 0.035
"FRS3" "HCK" 0.882
"FRS3" "SOS1" 0.882
"RIPK1" "TRAF5" 0.534
"RIPK1" "BID" 0.597
"RIPK1" "DAXX" 0.341
"RIPK1" "NFKBIB" 0.925
"RIPK1" "SQSTM1" 0.354
"RIPK1" "USP2" 0.228
"RIPK1" "NTAN1" NA
"RIPK1" "TNF" 0.305
"RIPK1" "UBE2V1" 0.489
"RIPK1" "NFKB2" 0.41
"RIPK1" "IRF3" 0.385
"TUBB2B" "KIF25" 0.642
"TUBB2B" "ARF1" 0.248
"TUBB2B" "KIFC1" 0.656
"TUBB2B" "KIF1A" 0.411
"TUBB2B" "DYNC1LI1" 0.424
"TUBB2B" "PFDN2" 0.448
"TUBB2B" "CALML5" 0.439
"TUBB2B" "ACTA1" 0.389
"TUBB2B" "CABP2" 0.202
"TUBB2B" "TBCA" 0.729
"TUBB2B" "OBSCN" 0.509
"TUBB2B" "DYNC1H1" 0.487
"TUBB2B" "PLK1" 0.647
"TUBB2B" "PFDN1" NA
"TUBB2B" "CALB2" 0.31
"TUBB2B" "DNAH11" 0.67
"TUBB2B" "EEF1G" 0.423
"TUBB2B" "FAU" NA
"GTF2H4" "XAB2" 0.528
"GTF2H4" "PIAS3" 0.938
"GTF2H4" "GTF2F1" 0.717
"GTF2H4" "POLR2L" 0.709
"GTF2H4" "POLR2J2" 0.82
"GTF2H4" "POLD3" 0.679
"GTF2H4" "TAF1C" 0.632
"GTF2H4" "DDX11" 0.496
"USP2" "ZFYVE1" 0.202
"USP2" "RHPN1" 0.403
"USP2" "TNF" 0.06
"USP2" "FAU" NA
"PLCB2" "P2RY11" 0.024
"PLCB2" "PLCB3" 0.925
"PLCB2" "PIP5K1C" 0.925
"PLCB2" "CAMK2A" 0.925
"PLCB2" "TAS1R1" 0.024
"PLCB2" "GNB2" 0.925
"PLCB2" "PIK3R5" 0.925
"PLCB2" "PRKCG" 0.925
"PLCB2" "UTS2R" 0.024
"PLCB2" "CALML5" 0.403
"PLCB2" "GNB1" 0.925
"PLCB2" "PLCD1" 0.925
"PLCB2" "PROK2" 0
"PLCB2" "GNAI2" 0.925
"SIX3" "ENTPD2" 0.117
"SIX3" "LHX2" NA
"SIX3" "MTA1" 0.416
"SIX3" "FGF8" 0
"SIX3" "GBX2" NA
"SIX3" "WDTC1" 0.607
"VWF" "HRAS" 0.272
"VWF" "GATA2" 0.229
"VWF" "ARRB2" 0.37
"VWF" "VEGFB" 0.802
"VWF" "GP9" 0.01
"VWF" "TMSB4X" 0.621
"VWF" "AKT1" 0.314
"VWF" "ANXA5" 0.48
"VWF" "WDTC1" 0.386
"VWF" "ITGA2B" 0.609
"VWF" "COX5A" 0.136
"VWF" "NONO" 0.195
"VWF" "TNF" 0.4
"VWF" "ADAMTS13" 0.556
"VWF" "PF4" 0.681
"VWF" "SOS1" 0.154
"VWF" "CXCR4" 0.427
"VWF" "CRK" 0.485
"PPP2R5A" "PSME4" 0.498
"PPP2R5A" "RANGAP1" 0.452
"PPP2R5A" "HRAS" 0.457
"PPP2R5A" "INCENP" 0.49
"PPP2R5A" "PSMA7" 0.482
"PPP2R5A" "ARRB2" 0.513
"PPP2R5A" "AKT1" 0.624
"PPP2R5A" "PLK1" 0.594
"PPP2R5A" "CENPH" 0.524
"PPP2R5A" "CACNA2D4" 0.176
"PPP2R5A" "PPP2R4" NA
"PPP2R5A" "NUDC" 0.464
"PPP2R5A" "PSMB4" 0.511
"TRAF5" "NFKB2" 0.372
"TRAF5" "TNFSF13" 0.29
"TRAF5" "TNF" 0.321
"TRAF5" "TNFRSF13B" 0.445
"USP22" "HIST1H2AC" 0.602
"USP22" "ATXN7L3" 0.744
"USP22" "ATXN7L2" NA
"USP22" "FOXM1" 0.938
"USP22" "HIST1H2AA" 0.437
"LPIN2" "AGPAT1" 0.637
"LPIN2" "ZNF148" 0.592
"LPIN2" "PPAP2C" NA
"CYBA" "HRAS" 0.477
"CYBA" "TNF" 0.477
"CYBA" "VAV1" 0.419
"CYBA" "AKT1" 0.467
"TNFRSF13B" "TNFSF13" 0.035
"TNFRSF13B" "TNF" 0.882
"PFDN1" "NUBP2" NA
"PFDN1" "PFDN2" NA
"CYP46A1" "POR" 0.643
"CYP46A1" "LSS" 0.657
"CYP46A1" "CHDH" 0.232
"MARS" "RPL27A" 0.538
"MARS" "RPL11" 0.719
"MARS" "RPL13A" 0.56
"MARS" "GSPT2" 0.339
"MARS" "DALRD3" NA
"MARS" "EIF5A" 0.551
"MARS" "RPL8" 0.417
"MARS" "TXLNA" 0.624
"MARS" "RPS9" 0.663
"MARS" "RPS2" 0.629
"MARS" "RPL10" 0.509
"MARS" "RPL4" 0.649
"MARS" "PGK1" 0.635
"MARS" "EEF2" 0.617
"MARS" "RPLP0" 0.531
"MARS" "EEF1G" 0.662
"MARS" "FAU" NA
"SMARCD3" "STK11" 0.46
"SMARCD3" "PRMT5" 0.536
"SMARCD3" "ACTA1" 0.22
"SMARCD3" "CKS1B" 0.587
"SMARCD3" "NR5A1" 0.626
"SMARCD3" "TBX5" 0.543
"SMARCD3" "HDAC3" 0.476
"SMARCD3" "CYP4A11" 0.273
"PKMYT1" "DUSP23" 0.508
"PKMYT1" "BRSK1" 0.477
"PKMYT1" "CDC25A" 0.64
"PKMYT1" "FOXM1" 0.938
"PKMYT1" "PLK1" 0.524
"PKMYT1" "PRMT5" 0.687
"PKMYT1" "CAMKK2" 0.341
"PKMYT1" "MYT1" 0.66
"PKMYT1" "RRM2" 0.925
"PKMYT1" "FAU" NA
"PKMYT1" "CKS1B" 0.38
"NUBP2" "PTMS" 0.102
"NUBP2" "NUDC" 0.925
"NUBP2" "TNNT3" 0.925
"CHTF18" "DDX11" 0.499
"ITGA2B" "CRK" 0.348
"ITGA2B" "LIMS2" 0.054
"ITGA2B" "HRAS" 0.324
"ITGA2B" "IL13" 0.429
"ITGA2B" "GATA2" 0.124
"ITGA2B" "STAT5A" 0.106
"ITGA2B" "ARRB2" 0.414
"ITGA2B" "GP9" 0.372
"ITGA2B" "CD7" 0.37
"ITGA2B" "AKT1" 0.349
"ITGA2B" "RASGRP2" 0.305
"ITGA2B" "ANXA5" 0.428
"ITGA2B" "SLAMF1" 0.976
"ITGA2B" "WDTC1" 0.18
"ITGA2B" "GIT1" 0.19
"ITGA2B" "TNF" 0.719
"ITGA2B" "COL9A3" 0.42
"ITGA2B" "PF4" 0.494
"ITGA2B" "SOS1" 0.286
"INVS" "TUBB" NA
"INVS" "AKT1" NA
"INVS" "MTA2" NA
"INVS" "ANAPC2" NA
"RPL8" "RPL11" 0.56
"RPL8" "RPL7" 0.78
"RPL8" "SLC3A2" 0.388
"RPL8" "RPS21" 0.566
"RPL8" "RPL27A" 0.585
"RPL8" "RPL4" 0.589
"RPL8" "DDOST" 0.334
"RPL8" "RPLP2" 0.683
"RPL8" "MRPL16" 0.385
"RPL8" "RPS9" 0.598
"RPL8" "RPS2" 0.594
"RPL8" "RPL36AL" 0.52
"RPL8" "RPL18" 0.684
"RPL8" "RPL15" 0.521
"RPL8" "RPN1" 0.408
"RPL8" "RPL13A" 0.659
"RPL8" "ATP5G2" NA
"RPL8" "MRPL17" 0.385
"RPL8" "ATP5G1" NA
"RPL8" "GSPT2" 0.315
"RPL8" "EEF2" 0.393
"RPL8" "RPL10" 0.513
"RPL8" "EXOSC3" 0.315
"RPL8" "RPL37" 0.514
"RPL8" "RPL37A" 0.572
"RPL8" "MRPS12" 0.406
"RPL8" "SMG6" 0.355
"RPL8" "RPL41" 0.593
"RPL8" "RPLP0" 0.745
"RPL8" "RPL30" 0.826
"RPL8" "RPL14" 0.749
"RPL8" "EEF1G" 0.39
"RPL8" "RPS23" 0.615
"RPL8" "RPL32" 0.673
"RPL8" "PSTPIP1" 0.465
"RPL8" "EIF4A2" 0.312
"RPL8" "SDSL" 0.925
"RPL8" "EIF5A" 0.401
"RPL8" "FAU" NA
"RPL8" "EXOSC7" 0.31
"ZBTB32" "TYRO3" 0.358
"ZBTB32" "PCNT" 0.188
"ZBTB32" "NES" 0.181
"ZBTB32" "SH3GL1" 0.108
"ZBTB32" "MCL1" 0.338
"ZBTB32" "AMBP" 0.081
"ZBTB32" "GATA2" 0.731
"ZBTB32" "HELT" 0.811
"ZBTB32" "POLD3" 0.767
"ZBTB32" "FANCG" 0.505
"ZBTB32" "MTA2" 0.512
"ZBTB32" "HDAC3" 0.44
"ZBTB32" "NDP" 0.013
"MOV10L1" "SMG6" 0.47
"KCNQ4" "CACNA1A" 0.472
"KCNQ4" "KCNE1" 0.536
"TJP3" "CLDN6" 0.514
"TJP3" "F11R" 0.579
"SCARF1" "KLHDC3" 0.156
"SCARF1" "STAB1" 0.882
"SCARF1" "CRK" 0.195
"SMG6" "RPL7" 0.599
"SMG6" "RPS21" 0.586
"SMG6" "RPL27A" 0.457
"SMG6" "RPL11" 0.588
"SMG6" "RPLP2" 0.395
"SMG6" "RPS9" 0.605
"SMG6" "RPS2" 0.516
"SMG6" "RPL4" 0.58
"SMG6" "RPL36AL" 0.546
"SMG6" "RPL18" 0.568
"SMG6" "RPL15" 0.626
"SMG6" "GSPT2" 0.38
"SMG6" "RPL13A" 0.597
"SMG6" "RPL10" 0.51
"SMG6" "RPL37" 0.504
"SMG6" "RPL37A" 0.532
"SMG6" "RPL41" 0.498
"SMG6" "RPLP0" 0.476
"SMG6" "RPL30" 0.458
"SMG6" "RPL14" 0.405
"SMG6" "RPL32" 0.448
"SMG6" "RPS23" 0.529
"ABCA7" "FXYD2" 0.452
"UFD1L" "DGCR6" NA
"UFD1L" "FAU" NA
"UFD1L" "TXLNA" NA
"UFD1L" "DPH5" NA
"UFD1L" "OS9" NA
"UFD1L" "BET1L" NA
"UBE2R2" "ASB2" 0.925
"UBE2R2" "ANAPC2" 0.925
"UBE2R2" "RNF149" 0
"UBE2R2" "RANGAP1" 0.925
"UBE2R2" "SOCS1" 0.925
"UBE2R2" "MIB2" 0.925
"UBE2R2" "OS9" 0.315
"UBE2R2" "HECTD3" 0.253
"UBE2R2" "RNF130" 0.403
"UBE2R2" "FAU" NA
"UBE2R2" "DTX3L" 0.925
"UBE2R2" "UBE2V1" 0.925
"ZC3H7B" "PAIP2" NA
"P2RX3" "HTR3A" 0.606
"P2RX3" "ENTPD2" 0.442
"P2RX3" "TRPV2" 0.697
"P2RX3" "P2RY11" 0.697
"PRKCG" "GNAI2" 0.384
"PRKCG" "CREB3L1" 0.271
"PRKCG" "CRK" 0.296
"PRKCG" "PLCB3" 0.317
"PRKCG" "F11R" 0.202
"PRKCG" "ATP6AP1" 0.176
"PRKCG" "CACNA1A" 0.577
"PRKCG" "AP2A1" 0.446
"PRKCG" "GNB2" 0.496
"PRKCG" "PAX8" 0.066
"PRKCG" "ADRBK1" NA
"PRKCG" "RHOG" 0.526
"PRKCG" "SPHK1" 0.612
"PRKCG" "ACTA1" 0.27
"PRKCG" "HRAS" 0.574
"PRKCG" "PLCD1" 0.536
"PRKCG" "RHOBTB1" 0.545
"CDON" "DHH" NA
"CDON" "MEF2D" 0.034
"BARHL1" "LHX2" NA
"POLD3" "KIAA0101" NA
"POLD3" "POLR2L" 0.658
"POLD3" "XAB2" 0.527
"TYRO3" "ECE1" 0.441
"TYRO3" "SH3GL1" 0.232
"TYRO3" "CTNNBL1" 0.421
"TYRO3" "MCL1" 0.484
"TYRO3" "AMBP" 0.321
"TYRO3" "SOCS1" 0.425
"TYRO3" "MICAL1" 0.261
"TYRO3" "TNF" 0.491
"TYRO3" "KCNE1" 0.497
"VAMP8" "AP2A1" 0.704
"VAMP8" "ARF1" 0.573
"VAMP8" "ARRB2" 0.623
"VAMP8" "RAB5B" 0.722
"VAMP8" "TGOLN2" 0.609
"VAMP8" "SH3GL1" 0.267
"VAMP8" "ARPC4" 0.454
"VAMP8" "IGF2R" 0.727
"VAMP8" "RAB5C" 0.732
"VAMP8" "FTL" 0.641
"VAMP8" "SYT8" 0.53
"VAMP8" "BLOC1S3" 0.454
"VAMP8" "ARPC5" 0.522
"VAMP8" "BET1L" 0.618
"VAMP8" "LAMP1" 0.797
"VAMP8" "DNM2" 0.546
"VAMP8" "HLA-G" 0.671
"PVRL1" "WNT10B" NA
"PVRL1" "MGAT3" NA
"PDCL3" "TUBB" 0.354
"PDCL3" "PLP2" 0.202
"THRA" "PIK3R5" 0.377
"THRA" "TXNRD2" 0.511
"THRA" "RQCD1" NA
"THRA" "HDAC3" 0.583
"STAT3" "IRF7" 0.687
"STAT3" "HCK" 0.596
"STAT3" "ANXA5" 0.388
"STAT3" "ZNF148" 0.545
"STAT3" "SDHC" 0.306
"STAT3" "CXCR4" 0.384
"STAT3" "DAXX" 0.704
"STAT3" "DYRK1B" 0.811
"STAT3" "MCL1" 0.581
"STAT3" "IL6R" 0.292
"STAT3" "KPNA6" 0.661
"STAT3" "NPM1" 0.599
"STAT3" "CTF1" 0
"STAT3" "PPP2R4" NA
"STAT3" "TNF" 0.291
"STAT3" "BATF" 0.627
"STAT3" "HDAC3" 0.684
"STAT3" "SLC39A4" 0.418
"STAT3" "SP1" 0.57
"STAT3" "IRF3" 0.701
"STAT3" "PIAS3" 0.938
"STAT3" "CSF3R" 0.338
"STAT3" "STAT5A" 0.639
"STAT3" "STAT4" 0.639
"STAT3" "EIF4EBP1" 0.403
"STAT3" "FOXM1" 0.938
"STAT3" "MTA1" 0.677
"STAT3" "NES" 0.347
"STAT3" "STK11" 0.669
"STAT3" "HRAS" 0.561
"STAT3" "NFKB2" 0.662
"STAT3" "SOCS1" 0.627
"STAT3" "IL13" 0
"STAT3" "GATA2" 0.627
"STAT3" "IL7R" 0.344
"STAT3" "DIRAS3" NA
"STAT3" "IL32" 0.408
"STAT3" "AKT1" 0.712
"STAT3" "ECHS1" 0.324
"STAT3" "SLC9A3R2" 0.267
"STAT3" "TBX5" 0.591
"FETUB" "AMBP" 0.646
"AMBP" "HELT" 0.212
"AMBP" "TNFRSF10C" 0.467
"AMBP" "NES" 0.037
"AMBP" "HBE1" 0.372
"AMBP" "ECE1" 0.642
"AMBP" "SH3GL1" 0.014
"AMBP" "MCL1" 0.157
"AMBP" "NDP" 0.769
"AMBP" "TM4SF5" 0.643
"AMBP" "RAB5C" 0.581
"AMBP" "LPA" 0.558
"AMBP" "TNIP1" 0.054
"AMBP" "HINT1" 0.526
"AMBP" "PCNT" 0.134
"PAIP2" "VEGFB" 0.179
"PAIP2" "EIF4A2" 0.403
"PITX1" "FGF8" 0
"PITX1" "NR5A1" 0.657
"PITX1" "TBX5" 0.436
"PITX1" "IRF3" 0.525
"SRF" "SDHC" 0.22
"SRF" "FOXK1" 0.731
"SRF" "AKT1" 0.521
"SRF" "HDAC3" 0.529
"SRF" "NFATC4" 0.528
"SRF" "ACTA1" 0.166
"SRF" "SP1" 0.525
"SRF" "LPXN" 0.442
"SRF" "GTF2F1" 0.515
"ANXA11" "RPS21" 0.438
"ANXA11" "NDUFV1" 0.428
"ANXA11" "SLC9A3R2" 0.354
"ANXA11" "S100A6" 0.587
"ANXA11" "PCBP1" 0.656
"ANXA11" "HLA-DRB1" 0.506
"B3GAT3" "SP1" 0.162
"B3GAT3" "EXT2" 0.797
"EXOSC7" "RPL7" 0.436
"EXOSC7" "RPL27A" 0.413
"EXOSC7" "RPL11" 0.518
"EXOSC7" "RPLP2" 0.354
"EXOSC7" "RPL15" 0.528
"EXOSC7" "RPL13A" 0.426
"EXOSC7" "EXOSC3" 0.825
"EXOSC7" "RPL10" 0.466
"EXOSC7" "RPL37" 0.481
"EXOSC7" "RPL37A" 0.456
"EXOSC7" "RPL41" 0.452
"EXOSC7" "ZFP36L1" 0.505
"EXOSC7" "RPLP0" 0.365
"EXOSC7" "RPL30" 0.377
"EXOSC7" "RPL14" 0.364
"EXOSC7" "RPL32" 0.401
"EXOSC7" "KHSRP" 0.842
"EXOSC7" "KPNA6" 0.562
"EXOSC7" "RPS9" 0.485
"EXOSC7" "RPS2" 0.494
"EXOSC7" "RPL18" 0.437
"EXOSC7" "RPL4" 0.426
"EXOSC7" "RPL36AL" 0.472
"DAXX" "PRAM1" 0.021
"DAXX" "HDAC3" 0.606
"DAXX" "NPM1" 0.511
"TMEM115" "DYNC1H1" 0.257
"TMEM115" "SERPINB5" 0.199
"TMEM115" "BET1L" 0.675
"DHH" "PSMB4" NA
"DHH" "PSMA7" NA
"DHH" "OS9" NA
"DHH" "NR5A1" NA
"DHH" "PSME4" NA
"BIN2" "CD53" 0.574
"BIN2" "LPXN" 0.452
"BIN2" "AP2A1" 0.49
"BIN2" "SH3GL1" 0.111
"BIN2" "FYB" NA
"CSAD" "TXNRD2" NA
"CSAD" "GLUD2" NA
"UQCRC2" "SDHC" 0.734
"UQCRC2" "NDUFB10" 0.787
"UQCRC2" "NDUFV1" 0.775
"UQCRC2" "RAB5B" 0.34
"UQCRC2" "COX5A" 0.846
"UQCRC2" "RAB5C" 0.324
"UQCRC2" "TPM2" 0.217
"UQCRC2" "MDH2" 0.667
"UQCRC2" "RPL7" 0.344
"UQCRC2" "UQCRQ" 0.883
"UQCRC2" "DDOST" 0.382
"UQCRC2" "RPN1" 0.338
"NDUFB10" "NDUFV1" 0.837
"NDUFB10" "UQCRQ" 0.882
"NDUFB10" "COX5A" 0.91
"NDUFB10" "NDUFB11" 0.953
"NDUFB10" "ACAD9" 0.686
"NDUFB10" "SDHC" 0.794
"NDUFB10" "TPM2" 0.189
"NDUFB10" "NDUFA3" 0.953
"RASL10B" "GNB2" NA
"RASL10B" "GP9" NA
"RASL10B" "RTN4RL2" NA
"RASL10B" "ACTA1" NA
"RASL10B" "GNB1" NA
"RASL10B" "OPTC" NA
"RASL10B" "LRG1" NA
"RASL10B" "GNAI2" NA
"RASL10B" "IGFALS" NA
"EPN3" "FAU" NA
"EPN3" "AP2A1" 0.491
"ARRB2" "RAB5C" 0.583
"ARRB2" "OR4C46" 0.882
"ARRB2" "HRAS" 0.592
"ARRB2" "AP2A1" 0.678
"ARRB2" "SYT8" 0.452
"ARRB2" "OR5A2" 0.882
"ARRB2" "OR6N1" 0.882
"ARRB2" "ARPC5" 0.498
"ARRB2" "AKT1" 0.682
"ARRB2" "ADRBK1" NA
"ARRB2" "CXCR4" 0.525
"ARRB2" "IGFALS" 0.289
"ARRB2" "RAB5B" 0.669
"ARRB2" "OR1M1" 0.882
"ARRB2" "HCK" 0.496
"ARRB2" "TGOLN2" 0.552
"ARRB2" "SH3GL1" 0.419
"ARRB2" "OR2Z1" 0.882
"ARRB2" "PPP2R4" NA
"ARRB2" "ARPC4" 0.55
"ARRB2" "IGF2R" 0.53
"ARRB2" "DNM2" 0.467
"PNMT" "HELT" 0.156
"PNMT" "TH" 0.344
"PNMT" "COMT" 0.279
"PNMT" "DBH" 0.256
